,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
128,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",15,False,gluonts,anaconda/gluonts,,,['pytorch'],1697.0,1697.0,https://pypi.org/project/gluonts,452098.0,452185.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:05.194,2026-09-02 15:53:58.150,2026-09-02 15:53:58.150000,5182.0,6.0,,,,,,1.0,,,,,,,,,,,
129,Annoy,spotify/annoy,nn-search,,{},90.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,15,False,annoy,conda-forge/python-annoy,,,,5628.0,5628.0,https://pypi.org/project/annoy,1234261.0,1257132.0,https://anaconda.org/conda-forge/python-annoy,2020-09-18 19:43:51.472,2025-09-01 16:14:20.560,2025-09-01 16:14:20.560000,1646730.0,22.0,,,,,,2.0,,,,,,,,,,,
130,weaviate,weaviate/weaviate,nn-search,,{},186.0,,15,False,weaviate-client,,,,,1128.0,1128.0,https://pypi.org/project/weaviate-client,75161933.0,75161933.0,,,,,,,,,,,,2.0,,,,,,,,,,,
131,hnswlib,nmslib/hnswlib,nn-search,,{},75.0,"Python bindings for Hnswlib, a fast approximate nearest neighbor search package.",15,False,hnswlib,conda-forge/hnswlib,,,,8882.0,8882.0,https://pypi.org/project/hnswlib,557842.0,565187.0,https://anaconda.org/conda-forge/hnswlib,2020-12-23 06:04:48.389,2025-08-30 15:22:17.304,2025-08-30 15:22:17.304000,506848.0,6.0,,,,,,2.0,,,,,,,,,,,
132,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,,,['pytorch'],3472.0,3472.0,https://pypi.org/project/gpytorch,879409.0,883172.0,https://anaconda.org/conda-forge/gpytorch,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640,2026-02-28 20:41:43.640000,285997.0,26.0,,,,,,1.0,,,,,,,,,,,
133,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],4006.0,4006.0,https://pypi.org/project/hmmlearn,855015.0,862578.0,https://anaconda.org/conda-forge/hmmlearn,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310,2025-09-10 16:53:48.310000,544567.0,12.0,,,,,,1.0,,,,,,,,,6.0,,
134,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5985.0,5985.0,https://pypi.org/project/torchdiffeq,846763.0,847155.0,https://anaconda.org/conda-forge/torchdiffeq,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759,2025-04-22 14:57:25.759000,29841.0,4.0,,,,,,1.0,,,,,,,,,,,
135,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13873.0,13873.0,https://pypi.org/project/scikit-learn-intelex,139708.0,151962.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,796529.0,31.0,,,,,,2.0,,,,,,,,,,,
136,River,online-ml/river,others,,{},149.0,Online machine learning in Python.,15,False,river,conda-forge/river,,,,917.0,917.0,https://pypi.org/project/river,221969.0,224635.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-08-21 20:07:57.737,2026-08-21 20:07:57.737000,173343.0,9.0,,,,,,1.0,,,,,,,,,,,
137,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},511.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],16076.0,16076.0,https://pypi.org/project/deepspeed,1048248.0,1048248.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,27775.0,2.0,,,,,,,,,,,
138,Catboost,catboost/catboost,ml-frameworks,,{},1432.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,21.0,21.0,https://pypi.org/project/catboost,6027445.0,6066872.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2759892.0,71.0,,,,,,2.0,,,,,,,,,,,
139,PySpark,apache/spark,ml-frameworks,,{},3583.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,46486373.0,46552678.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4972930.0,43.0,,,,,,2.0,,,,,stable/spark,,,,,,
140,Sumy,miso-belica/sumy,nlp,,{},34.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4356.0,4356.0,https://pypi.org/project/sumy,149637.0,149918.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17762.0,4.0,,,,,,2.0,,,,,,,,,,,
141,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,8992.0,8992.0,https://pypi.org/project/textdistance,2270463.0,2288335.0,https://anaconda.org/conda-forge/textdistance,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409,2025-04-22 14:56:50.409000,1251058.0,14.0,,,,,,2.0,,,,,,,,,,,
142,autogen,microsoft/autogen,agents,,{},534.0,,14,False,autogen-agentchat,,,,,4575.0,4575.0,https://pypi.org/project/autogen-agentchat,899945.0,899945.0,,,,,,,,,,,,3.0,,,,,,,,,,,
143,sahi,obss/sahi,image,,{},80.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,1985.0,1985.0,https://pypi.org/project/sahi,229520.0,232290.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-08-18 02:17:21.223,2026-08-18 02:17:21.223000,163430.0,75.0,,,,,,2.0,,,,,,,,,,,
144,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,14,False,pyvips,conda-forge/pyvips,,,,1444.0,1444.0,https://pypi.org/project/pyvips,976791.0,982285.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 09:36:00.636,2026-06-01 08:56:11.218,2026-06-01 08:56:11.218000,390081.0,9.0,,,,,,2.0,,,,,,,,,,,
145,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,,['paddle'],7060.0,7060.0,https://pypi.org/project/paddleocr,2130760.0,2130760.0,,,,,,,,,,,,2.0,,,,,,,,,,,
146,EasyOCR,JaidedAI/EasyOCR,ocr,,{},129.0,,14,False,easyocr,,,,,18201.0,18201.0,https://pypi.org/project/easyocr,2985032.0,2985032.0,,,,,,,,,,,,2.0,,,,,,,,,,,
147,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,14,False,mpld3,conda-forge/mpld3,,,,7764.0,7764.0,https://pypi.org/project/mpld3,433290.0,440256.0,https://anaconda.org/conda-forge/mpld3,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823,2025-11-05 19:20:00.823000,451535.0,13.0,,,,,,2.0,,mpld3,https://www.npmjs.com/package/mpld3,946.0,,,,,,,
148,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,6480.0,6480.0,https://pypi.org/project/datashader,326595.0,352957.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,2003518.0,33.0,,,,,,2.0,,,,,,,,,,,
149,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,{},325.0,Scientific Graphics and GUI Library for Python.,14,False,pyqtgraph,conda-forge/pyqtgraph,,,,13930.0,13930.0,https://pypi.org/project/pyqtgraph,,17252.0,https://anaconda.org/conda-forge/pyqtgraph,2020-06-09 00:20:24.502,2025-11-19 10:58:06.682,2025-11-19 10:58:06.682000,1293957.0,18.0,,,,,,2.0,,,,,,,,,,,
150,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7511.0,7511.0,https://pypi.org/project/pyldavis,118161.0,119908.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,115310.0,7.0,,,,,,2.0,,,,,,,,,,,
151,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,,,1633.0,1633.0,https://pypi.org/project/dtreeviz,62207.0,64267.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,144220.0,22.0,,,,,,2.0,,,,,,,,,,,
152,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,1874.0,1874.0,https://pypi.org/project/pysal,117390.0,131935.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251,2026-08-01 14:34:03.251000,1076344.0,25.0,,,,,,3.0,,,,,,,,,,,
153,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6283.0,6283.0,https://pypi.org/project/keras-tuner,152157.0,153521.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,83210.0,16.0,,,,,,1.0,,,,,,,,,,,
154,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",14,False,pycaret,conda-forge/pycaret,,,,7966.0,7966.0,https://pypi.org/project/pycaret,375362.0,376713.0,https://anaconda.org/conda-forge/pycaret,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170,2025-04-22 14:57:34.170000,98686.0,19.0,,,,,,1.0,,,,,,,,,,,
155,Ax,facebook/Ax,hyperopt,,{},218.0,Adaptive Experimentation.,14,False,ax-platform,conda-forge/ax-platform,,,['pytorch'],1342.0,1342.0,https://pypi.org/project/ax-platform,183937.0,185101.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329,2026-06-17 01:27:01.329000,73379.0,29.0,,,,,,1.0,,,,,,,,,,,
156,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,14,False,nevergrad,conda-forge/nevergrad,,,,1256.0,1256.0,https://pypi.org/project/nevergrad,446412.0,447429.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,77348.0,15.0,,,,,,1.0,,,,,,,,,,,
157,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},174.0,,14,False,stable-baselines3,,,,,10560.0,10560.0,https://pypi.org/project/stable-baselines3,1165364.0,1165364.0,,,,,,,,,,,,1.0,,,,,,,,,,,
158,SDV,sdv-dev/SDV,tabular,,{},51.0,"Synthetic Data Generation for tabular, relational and time series data.",14,False,sdv,conda-forge/sdv,,,,915.0,915.0,https://pypi.org/project/sdv,83492.0,85374.0,https://anaconda.org/conda-forge/sdv,2021-12-01 17:23:52.352,2026-08-31 15:16:11.134,2026-08-31 15:16:11.134000,107285.0,77.0,,,,,,1.0,,,,,,,,,,,
159,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3805.0,3805.0,https://pypi.org/project/tts,87128.0,87791.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,39163.0,4.0,,,,,,1.0,,,,,,,,,,,
160,speechbrain,speechbrain/speechbrain,audio,,{},283.0,,14,False,speechbrain,,,,['pytorch'],4403.0,4403.0,https://pypi.org/project/speechbrain,1331781.0,1331781.0,,,,,,,,,,,,1.0,,,,,,,,,,,
161,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},367.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,441219896.0,441326606.0,https://anaconda.org/conda-forge/huggingface_hub,2021-02-12 21:11:22.751,2026-09-03 13:39:01.061,2026-09-03 13:39:01.061000,7149616.0,172.0,,,,,,2.0,,,,,,,,,,,
162,gpustat,wookayin/gpustat,gpu-utilities,,{},17.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8236.0,8236.0,https://pypi.org/project/gpustat,1297061.0,1301997.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,345560.0,5.0,,,,,,2.0,,,,,,,,,,,
163,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4137.0,4137.0,https://pypi.org/project/pycuda,88607.0,110667.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1455968.0,9.0,,,,,,2.0,,,,,,,,,6.0,,
164,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,3453.0,3453.0,https://pypi.org/project/emcee,1206327.0,1219641.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,838841.0,12.0,,,,,,2.0,,,,,,,,,,,
165,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10632.0,10632.0,https://pypi.org/project/pystan,1107552.0,1157014.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3610737.0,13.0,,,,,,2.0,,,,,,,,,,,
166,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1797.0,1797.0,https://pypi.org/project/salib,552467.0,560145.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,545173.0,16.0,,,,,,2.0,,,,,,,,,5.0,,
167,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,3586.0,3586.0,https://pypi.org/project/pingouin,559640.0,562836.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,239725.0,30.0,,,,,,2.0,,,,,,,,,,,
168,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",14,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],3272.0,3272.0,https://pypi.org/project/pytorch-metric-learning,2830357.0,2830530.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582,2025-03-25 16:28:35.582000,13897.0,54.0,,,,,,2.0,,,,,,,,,,,
169,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],1033.0,1033.0,https://pypi.org/project/scikit-survival,222989.0,229843.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,397569.0,19.0,,,,,,2.0,,,,,,,,,,,
170,Feature Engine,feature-engine/feature_engine,others,,{},69.0,Feature engineering and selection package with Scikit-learns fit and transform functionality.,14,False,feature_engine,conda-forge/feature_engine,,,,3929.0,3929.0,https://pypi.org/project/feature_engine,260847.0,262201.0,https://anaconda.org/conda-forge/feature_engine,2020-08-06 19:43:35.639,2026-02-28 00:54:25.851,2026-02-28 00:54:25.851000,98882.0,26.0,,,,,,1.0,,,,,,,,,,,
171,PennyLane,PennyLaneAI/PennyLane,others,,{},229.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2182.0,2182.0,https://pypi.org/project/pennylane,273260.0,281077.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,453431.0,19.0,,,,,,1.0,,,,,,,,,,,
172,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3214.0,3214.0,https://pypi.org/project/kmodes,467218.0,468411.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,91901.0,6.0,,,,,,1.0,,,,,,,,,,,
173,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},128.0,Tools for cleaning pandas DataFrames.,14,False,pyjanitor,conda-forge/pyjanitor,,,,1021.0,1021.0,https://pypi.org/project/pyjanitor,251493.0,256893.0,https://anaconda.org/conda-forge/pyjanitor,2020-05-18 15:23:06.586,2026-09-03 18:18:16.216,2026-09-03 18:18:16.216000,410412.0,82.0,,,,,,1.0,,,,,,,,,,,
174,Datasette,simonw/datasette,others,,{},95.0,An open source multi-tool for exploring and publishing data.,14,False,datasette,conda-forge/datasette,,,,1826.0,1826.0,https://pypi.org/project/datasette,188850.0,190292.0,https://anaconda.org/conda-forge/datasette,2021-04-21 16:46:59.352,2026-08-09 22:33:07.062,2026-08-09 22:33:07.062000,93775.0,33.0,,,,,,1.0,,,,,,datasette,,,,,
175,AutoGluon,autogluon/autogluon,hyperopt,,{},166.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",13,False,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1300.0,1300.0,https://pypi.org/project/autogluon,880192.0,880192.0,,,,2025-06-16 23:01:47.182920,,,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,20.0,20.0,26169.0,2.0,,,,,,,,,,,
176,skorch,skorch-dev/skorch,ml-frameworks,,{},75.0,A scikit-learn compatible neural network library that wraps pytorch.,13,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1817.0,1817.0,https://pypi.org/project/skorch,110474.0,122269.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,849268.0,18.0,,,,,,3.0,,,,,,,,,,,
177,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2090.0,2090.0,https://pypi.org/project/textacy,97952.0,100712.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,309210.0,12.0,,,,,,2.0,,,,,,,,,,,
178,nlpaug,makcedward/nlpaug,nlp,,{},34.0,Natrual language processing data Augmentation library.,13,False,nlpaug,conda-forge/nlpaug,,,,1898.0,1898.0,https://pypi.org/project/nlpaug,166071.0,166979.0,https://anaconda.org/conda-forge/nlpaug,2021-06-28 02:58:38.053,2025-04-22 14:57:56.135,2025-04-22 14:57:56.135000,57260.0,7.0,,,,,,2.0,,,,,,,,,,,
179,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],2428.0,2428.0,https://pypi.org/project/spacy-transformers,271533.0,274822.0,https://anaconda.org/conda-forge/spacy-transformers,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640,2026-03-24 13:10:30.640000,190810.0,22.0,,,,,,2.0,,,,,,,,,,,
180,haystack,deepset-ai/haystack,agents,,{},440.0,,13,False,haystack-ai,,,,,1833.0,1833.0,https://pypi.org/project/haystack-ai,760882.0,760882.0,,,,,,,,,,,,3.0,,,,,,,,,,,
181,agno,agno-agi/agno,agents,,{},552.0,,13,False,agno,,,,,3129.0,3129.0,https://pypi.org/project/agno,2147957.0,2147957.0,,,,,,,,,,,,3.0,,,,,,,,,,,
182,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,13,False,mahotas,conda-forge/mahotas,,,,1592.0,1592.0,https://pypi.org/project/mahotas,57518.0,75387.0,https://anaconda.org/conda-forge/mahotas,2020-06-12 13:41:17.109,2025-10-21 21:07:30.102,2025-10-21 21:07:30.102000,1340197.0,14.0,,,,,,2.0,,,,,,,,,,,
183,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,13,False,detectron2,conda-forge/detectron2,,,['pytorch'],2647.0,2647.0,https://pypi.org/project/detectron2,,15236.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1127517.0,9.0,,,,,,2.0,,,,,,,,,,,
184,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,13,False,mmdet,,,,['pytorch'],4139.0,4139.0,https://pypi.org/project/mmdet,331507.0,331507.0,,,,,,,,,,,,2.0,,,,,,,,,,,
185,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,,['pytorch'],5677.0,5677.0,https://pypi.org/project/face_recognition,162509.0,163143.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45685.0,1.0,,,,,,2.0,,,,,,,,,,,
186,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,,['mxnet'],5341.0,5341.0,https://pypi.org/project/insightface,1032857.0,1032857.0,,,,,,,,,,,,2.0,,,,,,,,,,,
187,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,13,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1539.0,1539.0,https://pypi.org/project/dtale,45168.0,53096.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,602585.0,160.0,,,,,,2.0,LGPL-2.1,,,,,,,,,,
188,pyvis,WestHealth/pyvis,data-viz,,{},32.0,,13,False,pyvis,,,,,12701.0,12701.0,https://pypi.org/project/pyvis,2009794.0,2009794.0,,,,,,,,,,,,2.0,,,,,,,,,,,
189,Perspective,finos/perspective,data-viz,,{},104.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,,['jupyter'],216.0,216.0,https://pypi.org/project/perspective-python,39949.0,81446.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-09-01 16:35:34.330,2026-09-01 16:35:34.330000,3076088.0,91.0,,,,,,2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,483.0,,,,,,,
190,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5701.0,5701.0,https://pypi.org/project/pyecharts,980358.0,980358.0,,,,,,,,,,,,2.0,,,,,,,,,,,
191,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,13,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6606.0,6606.0,https://pypi.org/project/scikit-plot,381784.0,387072.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,581754.0,6.0,,,,,,2.0,,,,,,,,,,,
192,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,4268.0,4268.0,https://pypi.org/project/dgl,123472.0,123472.0,,,,,,,,,,,,2.0,,,,,,,,,,,
193,ogb,snap-stanford/ogb,graph,,{},32.0,Open Graph Benchmark.,13,False,ogb,conda-forge/ogb,,,,2800.0,2800.0,https://pypi.org/project/ogb,81870.0,82983.0,https://anaconda.org/conda-forge/ogb,2020-09-02 17:22:47.382,2025-04-22 14:57:35.121,2025-04-22 14:57:35.121000,80183.0,11.0,,,,,,2.0,,,,,,,,,,,
194,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,13,False,scikit-optimize,conda-forge/scikit-optimize,,,,9125.0,9125.0,https://pypi.org/project/scikit-optimize,,13258.0,https://anaconda.org/conda-forge/scikit-optimize,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264,2025-07-26 15:19:34.264000,967874.0,14.0,,,,,,2.0,,,,,,,,,,,
195,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},58.0,,13,False,bayesian-optimization,,,,,4244.0,4244.0,https://pypi.org/project/bayesian-optimization,707145.0,707145.0,,,,,,,,,,,,2.0,,,,,,,,,,,
196,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,,,2170.0,2170.0,https://pypi.org/project/featuretools,119118.0,123387.0,https://anaconda.org/conda-forge/featuretools,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460,2025-04-22 14:56:57.460000,320242.0,77.0,,,,,,2.0,,,,,,,,,,,
197,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",13,False,aim,conda-forge/aim,,,,1239.0,1239.0,https://pypi.org/project/aim,96313.0,99344.0,https://anaconda.org/conda-forge/aim,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878,2026-02-02 15:43:00.878000,187953.0,12.0,,,,,,2.0,,,,,,,,,,,
198,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},45.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],517.0,517.0,https://pypi.org/project/pyriemann,62327.0,62827.0,https://anaconda.org/conda-forge/pyriemann,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884,2026-07-21 00:00:13.884000,25546.0,11.0,,,,,,3.0,,,,,,,,,,,
