,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
135,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,,,['pytorch'],3460.0,3460.0,https://pypi.org/project/gpytorch,1238954.0,1242724.0,https://anaconda.org/conda-forge/gpytorch,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640,2026-02-28 20:41:43.640000,282816.0,26.0,,,,,,1.0,,,,,,,,,,,
136,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3989.0,3989.0,https://pypi.org/project/hmmlearn,854397.0,861958.0,https://anaconda.org/conda-forge/hmmlearn,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310,2025-09-10 16:53:48.310000,536867.0,12.0,,,,,,1.0,,,,,,,,,,,
137,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",15,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],3254.0,3254.0,https://pypi.org/project/pytorch-metric-learning,3584618.0,3584793.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582,2025-03-25 16:28:35.582000,13896.0,54.0,,,,,,1.0,,,,,,,,,,,
138,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5973.0,5973.0,https://pypi.org/project/torchdiffeq,977873.0,978266.0,https://anaconda.org/conda-forge/torchdiffeq,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759,2025-04-22 14:57:25.759000,29526.0,4.0,,,,,,1.0,,,,,,,,,,,
139,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13869.0,13869.0,https://pypi.org/project/scikit-learn-intelex,157297.0,169611.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,788123.0,31.0,,,,,,2.0,,,,,,,,,,,
140,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},499.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],16034.0,16034.0,https://pypi.org/project/deepspeed,1042589.0,1042589.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,27673.0,2.0,,,,,,,,,,,
141,Catboost,catboost/catboost,ml-frameworks,,{},1418.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,21.0,21.0,https://pypi.org/project/catboost,6497409.0,6536980.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2730447.0,71.0,,,,,,2.0,,,,,,,,,,,
142,PySpark,apache/spark,ml-frameworks,,{},3563.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,47819805.0,47886548.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4938983.0,43.0,,,,,,2.0,,,,,stable/spark,,,,,,
143,Sumy,miso-belica/sumy,nlp,,{},34.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4354.0,4354.0,https://pypi.org/project/sumy,167145.0,167427.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17530.0,4.0,,,,,,2.0,,,,,,,,,,,
144,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,8986.0,8986.0,https://pypi.org/project/textdistance,2523629.0,2541508.0,https://anaconda.org/conda-forge/textdistance,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409,2025-04-22 14:56:50.409000,1233654.0,14.0,,,,,,2.0,,,,,,,,,,,
145,autogen,microsoft/autogen,agents,,{},534.0,,14,False,autogen-agentchat,,,,,4556.0,4556.0,https://pypi.org/project/autogen-agentchat,1108022.0,1108022.0,,,,,,,,,,,,3.0,,,,,,,,,,,
146,sahi,obss/sahi,image,,{},79.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,1984.0,1984.0,https://pypi.org/project/sahi,267699.0,270462.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-08-18 02:17:21.223,2026-08-18 02:17:21.223000,160271.0,75.0,,,,,,2.0,,,,,,,,,,,
147,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,,['pytorch'],2644.0,2644.0,https://pypi.org/project/detectron2,,15203.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1109886.0,9.0,,,,,,2.0,,,,,,,,,,,
148,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,,['pytorch'],4134.0,4134.0,https://pypi.org/project/mmdet,599130.0,599130.0,,,,,,,,,,,,2.0,,,,,,,,,,,
149,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,,['paddle'],7018.0,7018.0,https://pypi.org/project/paddleocr,2945408.0,2945408.0,,,,,,,,,,,,2.0,,,,,,,,,,,
150,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,1466.0,1466.0,https://pypi.org/project/tesserocr,494696.0,499845.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,375904.0,6.0,,,,,,2.0,,,,,,,,,,,
151,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,6468.0,6468.0,https://pypi.org/project/datashader,372238.0,398471.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,1967546.0,33.0,,,,,,2.0,,,,,,,,,,,
152,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,14,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6604.0,6604.0,https://pypi.org/project/scikit-plot,449108.0,454433.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,580518.0,6.0,,,,,,1.0,,,,,,,,,,,
153,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7510.0,7510.0,https://pypi.org/project/pyldavis,111297.0,113056.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,114347.0,7.0,,,,,,1.0,,,,,,,,,,,
154,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,,,1633.0,1633.0,https://pypi.org/project/dtreeviz,73234.0,75298.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,142479.0,22.0,,,,,,1.0,,,,,,,,,,,
155,Captum,pytorch/captum,interpretability,,{},147.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,,['pytorch'],3742.0,3742.0,https://pypi.org/project/captum,550705.0,553882.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,177967.0,5.0,,,,,,1.0,,,,,,,,,,,
156,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,1874.0,1874.0,https://pypi.org/project/pysal,123732.0,138446.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251,2026-08-01 14:34:03.251000,1074170.0,25.0,,,,,,3.0,,,,,,,,,,,
157,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6275.0,6275.0,https://pypi.org/project/keras-tuner,177766.0,179137.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,82306.0,16.0,,,,,,2.0,,,,,,,,,,,
158,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",14,False,pycaret,conda-forge/pycaret,,,,7965.0,7965.0,https://pypi.org/project/pycaret,435688.0,437040.0,https://anaconda.org/conda-forge/pycaret,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170,2025-04-22 14:57:34.170000,97365.0,19.0,,,,,,2.0,,,,,,-1.0,,,,,
159,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},174.0,,14,False,stable-baselines3,,,,,10528.0,10528.0,https://pypi.org/project/stable-baselines3,1379900.0,1379900.0,,,,,,,,,,,,1.0,,,,,,,,,,,
160,SDV,sdv-dev/SDV,tabular,,{},51.0,"Synthetic Data Generation for tabular, relational and time series data.",14,False,sdv,conda-forge/sdv,,,,915.0,915.0,https://pypi.org/project/sdv,100329.0,102186.0,https://anaconda.org/conda-forge/sdv,2021-12-01 17:23:52.352,2026-08-09 05:24:33.869,2026-08-09 05:24:33.869000,103993.0,75.0,,,,,,1.0,,,,,,,,,,,
161,tslearn,tslearn-team/tslearn,time-series-data,,{},50.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,,['sklearn'],2011.0,2011.0,https://pypi.org/project/tslearn,269208.0,297063.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2061300.0,30.0,,,,,,2.0,,,,,,,,,,,
162,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",14,False,gluonts,anaconda/gluonts,,,['pytorch'],1690.0,1690.0,https://pypi.org/project/gluonts,584256.0,584338.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:05.194,2025-12-17 11:42:34.161,2025-12-17 11:42:34.161000,4780.0,6.0,,,,,,2.0,,,,,,-1.0,,,,,
163,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3798.0,3798.0,https://pypi.org/project/tts,100987.0,101652.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,38582.0,4.0,,,,,,1.0,,,,,,,,,,,
164,speechbrain,speechbrain/speechbrain,audio,,{},277.0,,14,False,speechbrain,,,,['pytorch'],4383.0,4383.0,https://pypi.org/project/speechbrain,1745372.0,1745372.0,,,,,,,,,,,,1.0,,,,,,,,,,,
165,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},365.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,511614917.0,511719771.0,https://anaconda.org/conda-forge/huggingface_hub,2021-02-12 21:11:22.751,2026-08-18 13:30:07.295,2026-08-18 13:30:07.295000,6920370.0,170.0,,,,,,2.0,,,,,,,,,,,
166,gpustat,wookayin/gpustat,gpu-utilities,,{},18.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8232.0,8232.0,https://pypi.org/project/gpustat,1230978.0,1235912.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,340465.0,5.0,,,,,,2.0,,,,,,,,,,,
167,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4134.0,4134.0,https://pypi.org/project/pycuda,77030.0,99146.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1437566.0,9.0,,,,,,2.0,,,,,,,,,,,
168,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,3440.0,3440.0,https://pypi.org/project/emcee,1230058.0,1243478.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,832097.0,12.0,,,,,,2.0,,,,,,,,,,,
169,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10632.0,10632.0,https://pypi.org/project/pystan,1395757.0,1445764.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3600523.0,13.0,,,,,,2.0,,,,,,,,,,,
170,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1792.0,1792.0,https://pypi.org/project/salib,676899.0,684637.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,541705.0,16.0,,,,,,2.0,,,,,,,,,,,
171,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,3578.0,3578.0,https://pypi.org/project/pingouin,545703.0,548896.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,236298.0,30.0,,,,,,2.0,,,,,,,,,,,
172,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],1027.0,1027.0,https://pypi.org/project/scikit-survival,256316.0,263170.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,390725.0,19.0,,,,,,2.0,,,,,,,,,,,
173,Feature Engine,feature-engine/feature_engine,others,,{},65.0,Feature engineering and selection package with Scikit-learns fit and transform functionality.,14,False,feature_engine,conda-forge/feature_engine,,,,3928.0,3928.0,https://pypi.org/project/feature_engine,293985.0,295342.0,https://anaconda.org/conda-forge/feature_engine,2020-08-06 19:43:35.639,2026-02-28 00:54:25.851,2026-02-28 00:54:25.851000,97773.0,26.0,,,,,,1.0,,,,,,,,,,,
174,PennyLane,PennyLaneAI/PennyLane,others,,{},227.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2169.0,2169.0,https://pypi.org/project/pennylane,314480.0,322345.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,448332.0,19.0,,,,,,1.0,,,,,,,,,,,
175,River,online-ml/river,others,,{},148.0,Online machine learning in Python.,14,False,river,conda-forge/river,,,,911.0,911.0,https://pypi.org/project/river,237570.0,240196.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-06-01 01:52:46.506,2026-06-01 01:52:46.506000,168078.0,8.0,,,,,,1.0,,,,,,,,,,,
176,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3213.0,3213.0,https://pypi.org/project/kmodes,563311.0,564497.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,90208.0,6.0,,,,,,1.0,,,,,,,,,,,
177,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},124.0,Tools for cleaning pandas DataFrames.,14,False,pyjanitor,conda-forge/pyjanitor,,,,1020.0,1020.0,https://pypi.org/project/pyjanitor,306828.0,312240.0,https://anaconda.org/conda-forge/pyjanitor,2020-05-18 15:23:06.586,2026-08-17 20:57:54.500,2026-08-17 20:57:54.500000,405955.0,79.0,,,,,,1.0,,,,,,,,,,,
178,Datasette,simonw/datasette,others,,{},95.0,An open source multi-tool for exploring and publishing data.,14,False,datasette,conda-forge/datasette,,,,1820.0,1820.0,https://pypi.org/project/datasette,177323.0,178765.0,https://anaconda.org/conda-forge/datasette,2021-04-21 16:46:59.352,2026-08-09 22:33:07.062,2026-08-09 22:33:07.062000,92304.0,33.0,,,,,,1.0,,,,,,,datasette,,,,
179,AutoGluon,autogluon/autogluon,hyperopt,,{},164.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",13,False,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1297.0,1297.0,https://pypi.org/project/autogluon,1002912.0,1002912.0,,,,2025-06-16 23:01:47.182920,,,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,20.0,20.0,25947.0,2.0,,,,,,,,,,,
180,skorch,skorch-dev/skorch,ml-frameworks,,{},73.0,A scikit-learn compatible neural network library that wraps pytorch.,13,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1813.0,1813.0,https://pypi.org/project/skorch,127440.0,139362.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,846520.0,18.0,,,,,,3.0,,,,,,,,,,,
181,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,{},62.0,Natural Gradient Boosting for Probabilistic Prediction.,13,False,ngboost,conda-forge/ngboost,,,,309.0,309.0,https://pypi.org/project/ngboost,172593.0,174006.0,https://anaconda.org/conda-forge/ngboost,2020-07-18 02:10:27.277,2026-06-26 06:33:29.103,2026-06-26 06:33:29.103000,103211.0,34.0,,,,,,3.0,,,,,,,,,,,
182,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2090.0,2090.0,https://pypi.org/project/textacy,107552.0,110321.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,307462.0,12.0,,,,,,2.0,,,,,,,,,,,
183,nlpaug,makcedward/nlpaug,nlp,,{},34.0,Natrual language processing data Augmentation library.,13,False,nlpaug,conda-forge/nlpaug,,,,1895.0,1895.0,https://pypi.org/project/nlpaug,201014.0,201922.0,https://anaconda.org/conda-forge/nlpaug,2021-06-28 02:58:38.053,2025-04-22 14:57:56.135,2025-04-22 14:57:56.135000,56332.0,7.0,,,,,,2.0,,,,,,,,,,,
184,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],2421.0,2421.0,https://pypi.org/project/spacy-transformers,260308.0,263605.0,https://anaconda.org/conda-forge/spacy-transformers,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640,2026-03-24 13:10:30.640000,187970.0,22.0,,,,,,2.0,,,,,,,,,,,
185,haystack,deepset-ai/haystack,agents,,{},426.0,,13,False,haystack-ai,,,,,1811.0,1811.0,https://pypi.org/project/haystack-ai,892578.0,892578.0,,,,,,,,,,,,3.0,,,,,,,,,,,
186,agno,agno-agi/agno,agents,,{},530.0,,13,False,agno,,,,,3082.0,3082.0,https://pypi.org/project/agno,2257788.0,2257788.0,,,,,,,,,,,,3.0,,,,,,,,,,,
187,deepface,serengil/deepface,image,,{},100.0,,13,False,deepface,,,,,8726.0,8726.0,https://pypi.org/project/deepface,512574.0,512574.0,,,,,,,,,,,,2.0,,,,,,6.0,,,,,
188,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,13,False,mahotas,conda-forge/mahotas,,,,1590.0,1590.0,https://pypi.org/project/mahotas,64832.0,82858.0,https://anaconda.org/conda-forge/mahotas,2020-06-12 13:41:17.109,2025-10-21 21:07:30.102,2025-10-21 21:07:30.102000,1333996.0,14.0,,,,,,2.0,,,,,,,,,,,
189,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,,['pytorch'],5672.0,5672.0,https://pypi.org/project/face_recognition,194623.0,195263.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45482.0,1.0,,,,,,2.0,,,,,,,,,,,
190,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,,['mxnet'],5316.0,5316.0,https://pypi.org/project/insightface,1084758.0,1084758.0,,,,,,,,,,,,2.0,,,,,,,,,,,
191,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,{},14.0,Visualizing large time series with plotly.,13,False,plotly-resampler,conda-forge/plotly-resampler,,,,2101.0,2101.0,https://pypi.org/project/plotly-resampler,500284.0,503659.0,https://anaconda.org/conda-forge/plotly-resampler,2022-01-13 19:12:38.352,2025-10-09 21:44:53.402,2025-10-09 21:44:53.402000,185634.0,23.0,,,,,,2.0,,,,,,,,,,,
192,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,13,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1538.0,1538.0,https://pypi.org/project/dtale,50084.0,58010.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,594474.0,160.0,,,,,,2.0,LGPL-2.1,,,,,,,,,,
193,pyvis,WestHealth/pyvis,data-viz,,{},32.0,,13,False,pyvis,,,,,12647.0,12647.0,https://pypi.org/project/pyvis,2286154.0,2286154.0,,,,,,,,,,,,2.0,,,,,,,,,,,
194,Perspective,finos/perspective,data-viz,,{},103.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,,['jupyter'],215.0,215.0,https://pypi.org/project/perspective-python,39795.0,81700.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-08-05 14:07:57.362,2026-08-05 14:07:57.362000,3031757.0,89.0,,,,,,2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,936.0,,,,,,,
195,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5696.0,5696.0,https://pypi.org/project/pyecharts,1122393.0,1122393.0,,,,,,,,,,,,2.0,,,,,,,,,,,
196,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,4267.0,4267.0,https://pypi.org/project/dgl,133404.0,133404.0,,,,,,,,,,,,1.0,,,,,,,,,,,
197,ogb,snap-stanford/ogb,graph,,{},32.0,Open Graph Benchmark.,13,False,ogb,conda-forge/ogb,,,,2795.0,2795.0,https://pypi.org/project/ogb,105435.0,106551.0,https://anaconda.org/conda-forge/ogb,2020-09-02 17:22:47.382,2025-04-22 14:57:35.121,2025-04-22 14:57:35.121000,79271.0,11.0,,,,,,1.0,,,,,,,,,,,
198,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},57.0,,13,False,bayesian-optimization,,,,,4238.0,4238.0,https://pypi.org/project/bayesian-optimization,640214.0,640214.0,,,,,,,,,,,,2.0,,,,,,,,,,,
199,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,13,False,nevergrad,conda-forge/nevergrad,,,,1254.0,1254.0,https://pypi.org/project/nevergrad,373110.0,374131.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,76628.0,15.0,,,,,,2.0,,,,,,,,,,,
200,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,,,2168.0,2168.0,https://pypi.org/project/featuretools,159436.0,163722.0,https://anaconda.org/conda-forge/featuretools,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460,2025-04-22 14:56:57.460000,317189.0,77.0,,,,,,2.0,,,,,,,,,,,
201,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,{},59.0,Neptune Client.,13,False,neptune-client,conda-forge/neptune-client,,,,982.0,982.0,https://pypi.org/project/neptune-client,58893.0,65031.0,https://anaconda.org/conda-forge/neptune-client,2020-05-20 10:42:43.652,2025-04-22 14:57:20.407,2025-04-22 14:57:20.407000,460416.0,132.0,,,,,,2.0,,,,,,,,,,,
202,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",13,False,aim,conda-forge/aim,,,,1237.0,1237.0,https://pypi.org/project/aim,105464.0,108506.0,https://anaconda.org/conda-forge/aim,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878,2026-02-02 15:43:00.878000,185573.0,12.0,,,,,,2.0,,,,,,,,,,,
203,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},44.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],516.0,516.0,https://pypi.org/project/pyriemann,64693.0,65185.0,https://anaconda.org/conda-forge/pyriemann,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884,2026-07-21 00:00:13.884000,24646.0,11.0,,,,,,3.0,,,,,,,,,,,
204,dask-ml,dask/dask-ml,distributed-ml,,{},82.0,Distributed and parallel machine learning using dask.,13,False,dask-ml,conda-forge/dask-ml,,,,1356.0,1356.0,https://pypi.org/project/dask-ml,87304.0,105376.0,https://anaconda.org/conda-forge/dask-ml,2020-05-26 20:29:09.888,2025-04-22 14:56:42.913,2025-04-22 14:56:42.913000,1355454.0,31.0,,,,,,2.0,,,,,,,,,,,
