,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
275,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,1471.0,1471.0,https://pypi.org/project/knockknock,19019.0,20287.0,https://anaconda.org/conda-forge/knockknock,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064,2025-04-22 14:57:16.064000,24100.0,5.0,,,,,,3.0,,,,,,,,,,,
276,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,,,['paddle'],3625.0,3625.0,https://pypi.org/project/visualdl,211303.0,211303.0,,,,,,,,,,,,3.0,,,,,,,,,,,
277,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,{},525.0,Open source library for training and deploying models on Amazon SageMaker.,11,False,sagemaker,conda-forge/sagemaker-python-sdk,,,,,,https://pypi.org/project/sagemaker,19760366.0,19791921.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2020-08-20 11:36:30.719,2026-05-21 10:16:09.524,2026-05-21 10:16:09.524000,2271995.0,225.0,,,,,,3.0,,,,,,,,,,,
278,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2945.0,2945.0,https://pypi.org/project/MedPy,29447.0,32464.0,https://anaconda.org/conda-forge/medpy,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660,2026-04-25 10:59:35.660000,187090.0,3.0,,,,,,2.0,,,,,,,,,,,
279,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,249.0,249.0,https://pypi.org/project/nipy,5418.0,23843.0,https://anaconda.org/conda-forge/nipy,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480,2025-04-22 14:56:38.480000,460634.0,3.0,,,,,,2.0,,,,,,,,,,,
280,FairScale,facebookresearch/fairscale,distributed-ml,,{},77.0,PyTorch extensions for high performance and large scale training.,11,False,fairscale,conda-forge/fairscale,,,['pytorch'],,,https://pypi.org/project/fairscale,503662.0,515620.0,https://anaconda.org/conda-forge/fairscale,2021-11-07 09:02:15.377,2025-04-22 14:58:04.549,2025-04-22 14:58:04.549000,681613.0,9.0,,,,,,2.0,BSD-3-Clause,,,,,,,,,,
281,Prophet,facebook/prophet,time-series-data,,{},195.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,24.0,24.0,https://pypi.org/project/fbprophet,24525.0,53051.0,https://anaconda.org/conda-forge/prophet,2021-04-14 22:10:05.951,2026-08-17 10:41:07.942,2026-08-17 10:41:07.942000,1825678.0,13.0,,,,,,2.0,,,,,,,,,,,
282,tsfresh,blue-yonder/tsfresh,time-series-data,,{},103.0,Automatic extraction of relevant features from time series.,11,False,tsfresh,conda-forge/tsfresh,,,['sklearn'],24.0,24.0,https://pypi.org/project/tsfresh,338698.0,360316.0,https://anaconda.org/conda-forge/tsfresh,2020-05-13 05:51:14.110,2026-06-13 13:50:18.940,2026-06-13 13:50:18.940000,1621355.0,18.0,,,,,,2.0,,,,,,,,,,,
283,scikit-surprise,NicolasHug/Surprise,recommender-systems,,{},46.0,A Python scikit for building and analyzing recommender systems.,11,False,scikit-surprise,conda-forge/scikit-surprise,,,,24.0,24.0,https://pypi.org/project/scikit-surprise,96049.0,107022.0,https://anaconda.org/conda-forge/scikit-surprise,2020-07-19 15:23:16.043,2026-06-02 08:01:57.981,2026-06-02 08:01:57.981000,801037.0,10.0,,,,,,2.0,,,,,,,,,,,
284,librosa,librosa/librosa,audio,,{},140.0,Python module for audio and music processing.,11,False,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,10926253.0,10950651.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:16.474,2026-08-11 15:54:43.554,2026-08-11 15:54:43.554000,1781083.0,25.0,,,,,,2.0,,,,,,,,,,,
285,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,917.0,917.0,https://pypi.org/project/audiomentations,234240.0,234240.0,,,,,,,,,,,,2.0,,,,,,,,,,,
286,tensorflow-probability,tensorflow/probability,probabilistics,,{},512.0,TensorFlow Probability is a library for probabilistic reasoning and statistical analysis in TensorFlow.,11,False,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],5.0,5.0,https://pypi.org/project/tensorflow-probability,1195940.0,1199502.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-02-10 20:08:37.772,2025-11-05 10:36:05.008,2025-11-05 10:36:05.008000,235105.0,20.0,,,,,,3.0,,,,,,,,,,,
287,GPflow,GPflow/GPflow,probabilistics,,{},85.0,Gaussian processes in TensorFlow.,11,False,gpflow,conda-forge/gpflow,,,['tensorflow'],806.0,806.0,https://pypi.org/project/gpflow,53684.0,54877.0,https://anaconda.org/conda-forge/gpflow,2022-02-02 14:43:05.929,2025-04-22 14:56:50.649,2025-04-22 14:56:50.649000,64455.0,7.0,,,,,,3.0,,,,,,,,,,,
288,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,820.0,820.0,https://pypi.org/project/adversarial-robustness-toolbox,17066.0,18539.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819,2025-07-07 22:05:57.819000,107560.0,37.0,,,,,,1.0,,,,,,,,,,,
289,Foolbox,bethgelab/foolbox,adversarial,,{},35.0,"Foolbox Native is an adversarial attacks library that works natively with PyTorch, TensorFlow and JAX.",11,False,foolbox,conda-forge/foolbox,,,,778.0,778.0,https://pypi.org/project/foolbox,15595.0,15910.0,https://anaconda.org/conda-forge/foolbox,2020-07-06 12:59:52.009,2025-04-22 14:57:29.383,2025-04-22 14:57:29.383000,23045.0,5.0,,,,,,1.0,,,,,,,,,,,
290,TextAttack,QData/TextAttack,adversarial,,{},74.0,Generating adversarial examples for NLP models.,11,False,textattack,conda-forge/textattack,,,,435.0,435.0,https://pypi.org/project/textattack,54315.0,54505.0,https://anaconda.org/conda-forge/textattack,2020-09-28 19:49:15.208,2025-04-22 14:57:36.874,2025-04-22 14:57:36.874000,13531.0,4.0,,,,,,1.0,,,,,,,,,,,
291,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,,,['tensorflow'],1867.0,1867.0,https://pypi.org/project/tfx,23109.0,23109.0,,,,,,,,,,,,2.0,,,,,,,,,,,
292,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,{},90.0,Python module to balance data set using under- and over-sampling.,11,False,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],,,https://pypi.org/project/imbalanced-learn,12628085.0,12639758.0,https://anaconda.org/conda-forge/imbalanced-learn,2020-06-09 15:38:02.306,2026-06-07 21:56:18.335,2026-06-07 21:56:18.335000,863802.0,27.0,,,,,,2.0,,,,,,,,,,,
293,metricflow,transform-data/metricflow,others,,{},60.0,,11,False,metricflow,,,,,159.0,159.0,https://pypi.org/project/metricflow,8214123.0,8214123.0,,,,,,,,,,,,2.0,,,,,,,,,,,
294,gplearn,trevorstephens/gplearn,others,,{},13.0,"gplearn implements Genetic Programming in Python, with a scikit-learn inspired and compatible API.",11,False,gplearn,conda-forge/gplearn,,,['sklearn'],748.0,748.0,https://pypi.org/project/gplearn,62596.0,62785.0,https://anaconda.org/conda-forge/gplearn,2020-06-18 15:08:16.907,2026-01-07 23:59:23.701,2026-01-07 23:59:23.701000,14054.0,3.0,,,,,,2.0,,,,,,,,,,,
295,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,1127.0,1127.0,https://pypi.org/project/carla,23517.0,23517.0,,,,,,,,,,,,2.0,,,,,,,,,,,
296,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,,940.0,940.0,https://pypi.org/project/minisom,37867.0,37867.0,,,,,,,,,,,,2.0,CC-BY-3.0,,,,,,,,,,
297,Geomstats,geomstats/geomstats,ml-frameworks,,{},100.0,Geometric statistics on manifolds.,10,False,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,164.0,164.0,https://pypi.org/project/geomstats,15727.0,15956.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165,2025-04-22 14:58:18.165000,11463.0,4.0,,,,,,3.0,,,,,,,,,,,
298,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},342.0,Vowpal Wabbit Python package.,10,False,vowpalwabbit,conda-forge/vowpalwabbit,,,,2.0,2.0,https://pypi.org/project/vowpalwabbit,36321.0,43792.0,https://anaconda.org/conda-forge/vowpalwabbit,2020-10-06 12:47:15.817,2025-04-22 14:57:07.942,2025-04-22 14:57:07.942000,523020.0,15.0,,,,,,3.0,BSD-3-Clause,,,,,,,,,,
299,PyFlink,apache/flink,ml-frameworks,,{},2131.0,Apache Flink Python API.,10,False,apache-flink,,,,,24.0,24.0,https://pypi.org/project/apache-flink,222458.0,222458.0,,,,,,,,,,,,3.0,,,,,,,,,,,
300,SciSpacy,allenai/scispacy,nlp,,{},40.0,,10,False,scispacy,,,,,1380.0,1380.0,https://pypi.org/project/scispacy,50309.0,50309.0,,,,,,,,,,,,3.0,,,,,,,,,,,
301,scattertext,JasonKessler/scattertext,nlp,,{},14.0,Beautiful visualizations of how language differs among document types.,10,False,scattertext,conda-forge/scattertext,,,,671.0,671.0,https://pypi.org/project/scattertext,7302.0,9537.0,https://anaconda.org/conda-forge/scattertext,2017-08-25 05:29:58.550,2025-04-22 14:56:39.793,2025-04-22 14:56:39.793000,241399.0,18.0,,,,,,3.0,,,,,,,,,,,
302,OpenNMT,OpenNMT/OpenNMT-py,nlp,,{},191.0,,10,False,OpenNMT-py,,,,['pytorch'],357.0,357.0,https://pypi.org/project/OpenNMT-py,11538.0,11538.0,,,,,,,,,,,,3.0,,,,,,,,,,,
303,YouTokenToMe,vkcom/youtokentome,nlp,,{},8.0,Unsupervised text tokenizer focused on computational efficiency.,10,False,youtokentome,conda-forge/youtokentome,,,,840.0,840.0,https://pypi.org/project/youtokentome,14682.0,17167.0,https://anaconda.org/conda-forge/youtokentome,2021-09-07 10:34:42.701,2025-10-27 19:11:49.313,2025-10-27 19:11:49.313000,146657.0,4.0,,,,,,3.0,,,,,,,,,,,
304,NeMo,NVIDIA/NeMo,nlp,,{},499.0,,10,False,nemo-toolkit,,,,['pytorch'],24.0,24.0,https://pypi.org/project/nemo-toolkit,1338589.0,1338589.0,,,,,,,,,,,,3.0,,,,,,,,,,,
305,PyTextRank,DerwenAI/pytextrank,nlp,,{},19.0,,10,False,pytextrank,,,,,918.0,918.0,https://pypi.org/project/pytextrank,121777.0,121777.0,,,,,,,,,,,,3.0,,,,,,,,,,,
306,imageai,OlafenwaMoses/ImageAI,image,,{},19.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,10,False,imageai,conda-forge/imageai,,,,1807.0,1807.0,https://pypi.org/project/imageai,3290.0,3452.0,https://anaconda.org/conda-forge/imageai,2020-07-24 17:05:55.052,2025-04-22 14:57:32.711,2025-04-22 14:57:32.711000,11873.0,2.0,,,,,,3.0,,,,,,,,,,,
307,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,369.0,369.0,https://pypi.org/project/norfair,116821.0,116821.0,,,,,,,,,,,,3.0,,,,,,,,,,,
308,lightly,lightly-ai/lightly,image,,{},93.0,,10,False,lightly,,,,['pytorch'],647.0,647.0,https://pypi.org/project/lightly,167782.0,167782.0,,,,,,,,,,,,3.0,,,,,,,,,,,
309,Tesseract,madmaze/pytesseract,ocr,,{},47.0,Python-tesseract is an optical character recognition (OCR) tool for python.,10,False,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,23987433.0,23998255.0,https://anaconda.org/conda-forge/pytesseract,2020-07-25 19:44:39.224,2025-04-22 14:57:07.821,2025-04-22 14:57:07.821000,790013.0,17.0,,,,,,3.0,,,,,,,,,,,
310,UMAP,lmcinnes/umap,data-viz,,{},148.0,Uniform Manifold Approximation and Projection.,10,False,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,6972681.0,7025642.0,https://anaconda.org/conda-forge/umap-learn,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119,2026-04-09 00:32:16.119000,3919115.0,31.0,,,,,,3.0,,,,,,,,,,,
311,PyWaffle,gyli/PyWaffle,data-viz,,{},6.0,A FigureClass of Matplotlib to make waffle chart.,10,False,pywaffle,conda-forge/pywaffle,,,,562.0,562.0,https://pypi.org/project/pywaffle,19532.0,19839.0,https://anaconda.org/conda-forge/pywaffle,2020-10-03 02:41:37.247,2025-04-22 14:56:58.537,2025-04-22 14:56:58.537000,21526.0,5.0,,,,,,3.0,,,,,,,,,,,
312,causalml,uber/causalml,interpretability,,{},84.0,,10,False,causalml,,,,,335.0,335.0,https://pypi.org/project/causalml,105376.0,105376.0,,,,,,,,,,,,2.0,,,,,,,,,,,
313,fairlearn,fairlearn/fairlearn,interpretability,,{},123.0,Simple and easy fairness assessment and unfairness mitigation.,10,False,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,207434.0,208432.0,https://anaconda.org/conda-forge/fairlearn,2020-11-11 16:56:32.994,2026-06-08 10:56:38.371,2026-06-08 10:56:38.371000,68898.0,16.0,,,,,,2.0,,,,,,,,,,,
314,Alibi,SeldonIO/alibi,interpretability,,{},25.0,,10,False,alibi,,,,,860.0,860.0,https://pypi.org/project/alibi,17160.0,17160.0,,,,,,,,,,,,2.0,,,,,,,,,,,
315,Alphalens,quantopian/alphalens,financial-data,,{},26.0,Performance analysis of predictive (alpha) stock factors.,10,False,alphalens,conda-forge/alphalens,,,,761.0,761.0,https://pypi.org/project/alphalens,1439.0,1780.0,https://anaconda.org/conda-forge/alphalens,2018-02-16 18:31:40.483,2025-04-22 14:56:47.205,2025-04-22 14:56:47.205000,34864.0,3.0,,,,,,3.0,,,,,,,,,,,
316,stockstats,jealous/stockstats,financial-data,,{},12.0,,10,False,stockstats,,,,,1441.0,1441.0,https://pypi.org/project/stockstats,208280.0,208280.0,,,,,,,,,,,,3.0,,,,,,,,,,,
317,AutoKeras,keras-team/autokeras,hyperopt,,{},148.0,,10,False,autokeras,,,,['tensorflow'],946.0,946.0,https://pypi.org/project/autokeras,9869.0,9869.0,,,,,,,,,,,,3.0,,,,,,,,,,,
318,mljar-supervised,mljar/mljar-supervised,hyperopt,,{},30.0,Automated Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,10,False,mljar-supervised,conda-forge/mljar-supervised,,,,176.0,176.0,https://pypi.org/project/mljar-supervised,8211.0,9397.0,https://anaconda.org/conda-forge/mljar-supervised,2021-06-09 11:24:39.196,2026-05-29 16:26:31.878,2026-05-29 16:26:31.878000,73537.0,29.0,,,,,,3.0,,,,,,,,,,,
319,auto-sklearn,automl/auto-sklearn,hyperopt,,{},89.0,Automated machine learning.,10,False,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],769.0,769.0,https://pypi.org/project/auto-sklearn,6290.0,6965.0,https://anaconda.org/conda-forge/auto-sklearn,2021-04-05 18:05:48.879,2025-04-22 14:57:49.654,2025-04-22 14:57:49.654000,43210.0,11.0,,,,,,3.0,,,,,,,,,,,
320,Catalyst,catalyst-team/catalyst,ml-experiments,,{},104.0,,10,False,catalyst,,,,['pytorch'],1300.0,1300.0,https://pypi.org/project/catalyst,16976.0,16976.0,,,,,,,,,,,,3.0,,,,,,,,,,,
321,RLax,deepmind/rlax,reinforcement-learning,,{},24.0,,10,False,rlax,,,,['jax'],446.0,446.0,https://pypi.org/project/rlax,62781.0,62781.0,,,,,,,,,,,,2.0,,,,,,,,,,,
322,Acme,deepmind/acme,reinforcement-learning,,{},91.0,A Python library for Reinforcement Learning.,10,False,dm-acme,conda-forge/dm-acme,,,['tensorflow'],320.0,320.0,https://pypi.org/project/dm-acme,1718.0,1972.0,https://anaconda.org/conda-forge/dm-acme,2020-11-19 20:50:22.810,2025-04-22 14:57:40.447,2025-04-22 14:57:40.447000,17570.0,5.0,,,,,,2.0,,,,,,,,,,,
323,petastorm,uber/petastorm,distributed-ml,,{},52.0,,10,False,petastorm,,,,,420.0,420.0,https://pypi.org/project/petastorm,185793.0,185793.0,,,,,,,,,,,,2.0,,,,,,,,,,,
324,Darts,unit8co/darts,time-series-data,,{},164.0,A python library for user-friendly forecasting and anomaly detection on time series.,10,False,u8darts,conda-forge/u8darts-all,unit8/darts,,,,,https://pypi.org/project/u8darts,97044.0,99102.0,https://anaconda.org/conda-forge/u8darts-all,2021-07-30 09:48:56.369,2026-07-20 14:21:54.140,2026-07-20 14:21:54.140000,121856.0,47.0,https://hub.docker.com/r/unit8/darts,2026-07-20 10:26:36.528437,,,3778.0,2.0,,,,,,,,,,,
325,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,{},32.0,,10,False,skforecast,,,,['sklearn'],505.0,505.0,https://pypi.org/project/skforecast,161616.0,161616.0,,,,,,,,,,,,2.0,,,,,,5.0,,,,,
326,chroma,chroma-core/chroma,nn-search,,{},194.0,,10,False,chromadb,,,,,4.0,4.0,https://pypi.org/project/chromadb,13244966.0,13244966.0,,,,,,,,,,,,3.0,,,,,,,,,,,
327,torchrec,pytorch/torchrec,recommender-systems,,{},497.0,,10,False,torchrec,,,,,279.0,279.0,https://pypi.org/project/torchrec,20578.0,20578.0,,,,,,,,,,,,2.0,,,,,,,,,,,
328,espnet,espnet/espnet,audio,,{},559.0,,10,False,espnet,,,,,504.0,504.0,https://pypi.org/project/espnet,29396.0,29396.0,,,,,,,,,,,,3.0,,,,,,,,,,,
329,python_speech_features,jameslyons/python_speech_features,audio,,{},19.0,,10,False,python_speech_features,,,,,1124.0,1124.0,https://pypi.org/project/python_speech_features,99666.0,99666.0,,,,,,,,,,,,3.0,,,,,,,,,,,
330,DeepSpeech,mozilla/DeepSpeech,audio,,{},163.0,A library for running inference on a DeepSpeech model.,10,False,deepspeech,conda-forge/deepspeech,,,['tensorflow'],547.0,547.0,https://pypi.org/project/deepspeech,1687.0,1765.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:01.146,2025-04-22 14:57:58.207,2025-04-22 14:57:58.207000,4767.0,1.0,,,,,,3.0,,,,,,,,,,,
331,Porcupine,Picovoice/Porcupine,audio,,{},45.0,,10,False,pvporcupine,,,,,56.0,56.0,https://pypi.org/project/pvporcupine,955791.0,955791.0,,,,,,,,,,,,3.0,,,,,,,,,,,
332,Pyro,pyro-ppl/pyro,probabilistics,,{},163.0,A Python library for probabilistic modeling and inference.,10,False,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,1435040.0,1440567.0,https://anaconda.org/conda-forge/pyro-ppl,2021-03-05 15:30:58.525,2025-04-22 14:57:47.967,2025-04-22 14:57:47.967000,359308.0,11.0,,,,,,3.0,,,,,,,,,,,
333,CleverHans,cleverhans-lab/cleverhans,adversarial,,{},131.0,"This repository contains the source code for CleverHans, a Python library to benchmark machine learning systems..",10,False,cleverhans,conda-forge/cleverhans,,,['tensorflow'],844.0,844.0,https://pypi.org/project/cleverhans,1052.0,1243.0,https://anaconda.org/conda-forge/cleverhans,2020-06-24 23:14:07.928,2025-04-22 14:57:28.932,2025-04-22 14:57:28.932000,14155.0,3.0,,,,,,3.0,,,,,,,,,,,
334,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,{},87.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes.,10,False,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],323.0,323.0,https://pypi.org/project/lightning-flash,1570.0,2261.0,https://anaconda.org/conda-forge/lightning-flash,2021-08-24 20:02:16.116,2025-04-22 14:57:59.303,2025-04-22 14:57:59.303000,41501.0,14.0,,,,,,2.0,,,,,,,,,,,
335,detecto,alankbi/detecto,pytorch-utils,,{},12.0,Build fully-functioning computer vision models with PyTorch.,10,False,detecto,conda-forge/detecto,,,['pytorch'],196.0,196.0,https://pypi.org/project/detecto,11496.0,11656.0,https://anaconda.org/conda-forge/detecto,2021-06-09 14:10:48.390,2025-04-22 14:57:54.494,2025-04-22 14:57:54.494000,9969.0,2.0,,,,,,2.0,,,,,,,,,,,
336,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,{},28.0,,10,False,scikit-multilearn,,,,['sklearn'],2214.0,2214.0,https://pypi.org/project/scikit-multilearn,51310.0,51310.0,,,,,,,,,,,,3.0,,,,,,,,,,,
337,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,{},25.0,Python implementations of metric learning algorithms.,10,False,metric-learn,conda-forge/metric-learn,,,['sklearn'],506.0,506.0,https://pypi.org/project/metric-learn,5380.0,5671.0,https://anaconda.org/conda-forge/metric-learn,2020-07-01 11:28:55.023,2025-04-22 14:57:23.763,2025-04-22 14:57:23.763000,21266.0,4.0,,,,,,3.0,,,,,,,,,,,
338,alibi-detect,SeldonIO/alibi-detect,others,,{},28.0,,10,False,alibi-detect,,,,,650.0,650.0,https://pypi.org/project/alibi-detect,76524.0,76524.0,,,,,,,,,,,,3.0,,,,,,,,,,,
339,BioPandas,rasbt/biopandas,others,,{},18.0,Molecular Structures in Pandas DataFrames.,10,False,biopandas,conda-forge/biopandas,,,['pandas'],414.0,414.0,https://pypi.org/project/biopandas,38126.0,43504.0,https://anaconda.org/conda-forge/biopandas,2020-08-04 11:39:32.572,2025-04-22 14:56:30.745,2025-04-22 14:56:30.745000,387274.0,12.0,,,,,,3.0,,,,,,,,,,,
340,anomalib,openvinotoolkit/anomalib,ml-frameworks,,{},121.0,,9,False,anomalib,,,,,221.0,221.0,https://pypi.org/project/anomalib,41141.0,41141.0,,,,,,,,,,,,3.0,,,,,,,,,,,
341,Aesara,aesara-devs/aesara,ml-frameworks,,{},595.0,An optimizing compiler for evaluating mathematical expressions.,9,False,aesara,conda-forge/aesara,,,,,,https://pypi.org/project/aesara,43667.0,75980.0,https://anaconda.org/conda-forge/aesara,2021-02-13 08:34:03.335,2025-04-22 14:57:46.430,2025-04-22 14:57:46.430000,2132712.0,72.0,,,,,,3.0,,,,,,,,,,,
342,mlpack,mlpack/mlpack,ml-frameworks,,{},341.0,"mlpack: a fast, header-only machine learning library.",9,False,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,2212.0,9135.0,https://anaconda.org/conda-forge/mlpack,2020-06-19 07:49:40.555,2026-06-20 14:06:36.438,2026-06-20 14:06:36.438000,512334.0,17.0,,,,,,3.0,,,,,,,,,,,
343,sense2vec,explosion/sense2vec,nlp,,{},20.0,word2vec with NLP-specific tokens.,9,False,sense2vec,conda-forge/sense2vec,,,,474.0,474.0,https://pypi.org/project/sense2vec,2164.0,3494.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:11:50.060,2025-04-22 14:57:12.924,2025-04-22 14:57:12.924000,81183.0,3.0,,,,,,3.0,,,,,,,,,,,
344,adapters,Adapter-Hub/adapters,nlp,,{},18.0,,9,False,adapters,,,,['huggingface'],288.0,288.0,https://pypi.org/project/adapters,70589.0,70589.0,,,,,,,,,,,,3.0,,,,,,,,,,,
345,Augmentor,mdbloice/Augmentor,image,,{},23.0,,9,False,Augmentor,,,,,969.0,969.0,https://pypi.org/project/Augmentor,7959.0,7959.0,,,,,,,,,,,,3.0,,,,,,,,,,,
346,PaddleSeg,PaddlePaddle/PaddleSeg,image,,{},131.0,,9,False,paddleseg,,,,['paddle'],1496.0,1496.0,https://pypi.org/project/paddleseg,1845.0,1845.0,,,,,,,,,,,,3.0,,,,,,,,,,,
347,opencv-python,opencv/opencv-python,image,,{},62.0,,9,False,opencv-python,,,,,,,https://pypi.org/project/opencv-python,55343460.0,55343460.0,,,,,,,,,,,,3.0,,,,,,,,,,,
348,Image Deduplicator,idealo/imagededup,image,,{},19.0,,9,False,imagededup,,,,['tensorflow'],218.0,218.0,https://pypi.org/project/imagededup,72213.0,72213.0,,,,,,,,,,,,3.0,,,,,,,,,,,
349,keras-ocr,faustomorales/keras-ocr,ocr,,{},19.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,9,False,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],720.0,720.0,https://pypi.org/project/keras-ocr,32743.0,32750.0,https://anaconda.org/anaconda/keras-ocr,2020-11-13 22:43:29.643,2025-04-22 15:32:32.089,2025-04-22 15:32:32.089000,508.0,1.0,,,,,,3.0,,,,,,,,,,,
350,Chartify,spotify/chartify,data-viz,,{},27.0,Python library to make plotting simpler for data scientists.,9,False,chartify,conda-forge/chartify,,,,86.0,86.0,https://pypi.org/project/chartify,2255.0,2748.0,https://anaconda.org/conda-forge/chartify,2018-11-26 21:34:46.186,2025-04-22 14:56:57.373,2025-04-22 14:56:57.373000,45891.0,10.0,,,,,,3.0,,,,,,,,,,,
351,lets-plot,JetBrains/lets-plot,data-viz,,{},23.0,,9,False,lets-plot,,,,,215.0,215.0,https://pypi.org/project/lets-plot,59335.0,59335.0,,,,,,,,,,,,3.0,,,,,,,,,,,
352,PandasGUI,adamerose/pandasgui,data-viz,,{},15.0,A GUI for Pandas DataFrames.,9,False,pandasgui,conda-forge/pandasgui,,,['pandas'],534.0,534.0,https://pypi.org/project/pandasgui,2771.0,3466.0,https://anaconda.org/conda-forge/pandasgui,2021-01-27 21:17:12.748,2025-04-22 14:57:45.598,2025-04-22 14:57:45.598000,46567.0,2.0,,,,,,3.0,,,,,,,,,,,
353,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,{},113.0,A suite of visual analysis and diagnostic tools for machine learning.,9,False,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,552676.0,554262.0,https://anaconda.org/conda-forge/yellowbrick,2020-08-07 07:09:40.588,2025-04-22 14:57:33.497,2025-04-22 14:57:33.497000,114199.0,6.0,,,,,,2.0,,,,,,,,,,,
354,shapash,MAIF/shapash,interpretability,,{},49.0,,9,False,shapash,,,,['jupyter'],202.0,202.0,https://pypi.org/project/shapash,9130.0,9130.0,,,,,,,,,,,,2.0,,,,,,,,,,,
355,Deep Checks,deepchecks/deepchecks,interpretability,,{},56.0,,9,False,deepchecks,,,,,556.0,556.0,https://pypi.org/project/deepchecks,28483.0,28483.0,,,,,,,,,,,,2.0,,,,,,,,,,,
356,checklist,marcotcr/checklist,interpretability,,{},15.0,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList.,9,False,checklist,conda-forge/checklist,,,['jupyter'],384.0,384.0,https://pypi.org/project/checklist,7274.0,7454.0,https://anaconda.org/conda-forge/checklist,2021-01-12 20:24:37.883,2025-04-22 14:57:44.390,2025-04-22 14:57:44.390000,12112.0,2.0,,,,,,2.0,,,,,,,,,,,
357,aequitas,dssg/aequitas,interpretability,,{},23.0,,9,False,aequitas,,,,,210.0,210.0,https://pypi.org/project/aequitas,18411.0,18411.0,,,,,,,,,,,,2.0,,,,,,,,,,,
