,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,maven_id,updated_github_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
260,Cornac,PreferredAI/cornac,recommender-systems,,{},33.0,A Comparative Framework for Multimodal Recommender Systems.,12,False,cornac,conda-forge/cornac,,,,2020-06-06 08:50:52.981,2026-08-28 03:39:40.507000,,,,,,,,,,,,44514.0,59.0,306.0,306.0,https://pypi.org/project/cornac,https://anaconda.org/conda-forge/cornac,2026-08-28 03:39:40.507,1152843.0,2.0,,29143.0,,,,,,,,,,,,,,,,,
261,spleeter,deezer/spleeter,audio,,{},22.0,The Deezer source separation library with pretrained models based on tensorflow.,12,False,spleeter,conda-forge/spleeter,['tensorflow'],,,2019-11-08 20:02:52.483,2025-04-22 14:57:16.666000,,,,,,,,,,,,13352.0,10.0,1099.0,1099.0,https://pypi.org/project/spleeter,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,137797.0,2.0,,11672.0,,,,,,,,,,,,,,,,,
262,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,12,False,hmmlearn,conda-forge/hmmlearn,['sklearn'],,,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310000,,,,,,,,,,,,7648.0,12.0,4017.0,4017.0,https://pypi.org/project/hmmlearn,https://anaconda.org/conda-forge/hmmlearn,2025-09-10 16:53:48.310,550682.0,2.0,,,,,,,,,,,,,,,,,,,
263,pgmpy,pgmpy/pgmpy,probabilistics,,{},243.0,,12,False,pgmpy,,,,,,,,,,,,,,,,,,397276.0,,1816.0,1816.0,https://pypi.org/project/pgmpy,,,,2.0,,397276.0,,,,,,,,,,,,,,,,,
264,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,{},20.0,Statistical post-hoc analysis and outlier detection algorithms.,12,False,scikit-posthocs,conda-forge/scikit-posthocs,['sklearn'],,,2020-10-13 01:11:10.773,2026-08-29 16:27:42.650000,,,,,,,,,,,,17091.0,17.0,1297.0,1297.0,https://pypi.org/project/scikit-posthocs,https://anaconda.org/conda-forge/scikit-posthocs,2026-08-29 16:27:42.650,1213519.0,2.0,,,,,,,,,,,,,,,,,,,
265,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,12,False,scikit-survival,conda-forge/scikit-survival,['sklearn'],,,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854000,,,,,,,,,,,,6951.0,19.0,1039.0,1039.0,https://pypi.org/project/scikit-survival,https://anaconda.org/conda-forge/scikit-survival,2026-07-05 12:16:19.854,403168.0,2.0,,,,,,,,,,,,,,,,,,,
266,BioPandas,rasbt/biopandas,others,,{},21.0,Molecular Structures in Pandas DataFrames.,12,False,biopandas,conda-forge/biopandas,['pandas'],,,2020-08-04 11:39:32.572,2026-08-25 14:54:10.199000,,,,,,,,,,,,27303.0,13.0,416.0,416.0,https://pypi.org/project/biopandas,https://anaconda.org/conda-forge/biopandas,2026-08-25 14:54:10.199,390774.0,2.0,,21950.0,,,,,,,,,,,,,,,,,
267,metricflow,transform-data/metricflow,others,,{},62.0,,12,False,metricflow,,,,,,,,,,,,,,,,,,6605782.0,,223.0,223.0,https://pypi.org/project/metricflow,,,,2.0,,6605782.0,,,,,,,,,,,,,,,,,
268,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},128.0,Tools for cleaning pandas DataFrames.,12,False,pyjanitor,conda-forge/pyjanitor,,,,2020-05-18 15:23:06.586,2026-09-03 18:18:16.216000,,,,,,,,,,,,5441.0,82.0,1023.0,1023.0,https://pypi.org/project/pyjanitor,https://anaconda.org/conda-forge/pyjanitor,2026-09-03 18:18:16.216,413579.0,2.0,,,,,,,,,,,,,,,,,,,
269,DeepChem,deepchem/deepchem,others,,{},262.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",12,False,deepchem,conda-forge/deepchem,['tensorflow'],,,2020-06-10 18:42:21.688,2025-04-22 14:57:21.461000,,,,,,,,,,,,30427.0,7.0,671.0,671.0,https://pypi.org/project/deepchem,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,126135.0,2.0,,28746.0,,,,,,,,,,,,,,,,,
270,cleanlab,cleanlab/cleanlab,others,,{},56.0,The standard package for machine learning with noisy labels and finding mislabeled data in Python.,12,False,cleanlab,conda-forge/cleanlab,,,,2021-04-19 15:02:45.542,2026-01-14 17:49:56.450000,,,,,,,,,,,,75979.0,19.0,545.0,545.0,https://pypi.org/project/cleanlab,https://anaconda.org/conda-forge/cleanlab,2026-01-14 17:49:56.450,85361.0,2.0,,74666.0,,,,,,,,,,,,,,,,,
271,datalad,datalad/datalad,others,,{},68.0,data distribution geared toward scientific datasets.,12,False,datalad,conda-forge/datalad,,,,2020-06-24 04:55:07.916,2026-08-17 17:33:35.137000,,,,,,,,,,,,43715.0,80.0,589.0,589.0,https://pypi.org/project/datalad,https://anaconda.org/conda-forge/datalad,2026-08-17 17:33:35.137,1245537.0,2.0,,27108.0,,,,,,,,,,,,,,,,,
272,Milvus,milvus-io/milvus,nn-search,,{},378.0,"Milvus --- an open-source, high-performance vector database (https://milvus.io).",11,False,pymilvus,,,,,,2026-09-17 20:13:18.531940,,,,,,,,106.0,,,,3866366.0,,,,https://pypi.org/project/pymilvus,,,,3.0,milvusdb/milvus,3866366.0,https://hub.docker.com/r/milvusdb/milvus,2026-09-17 20:13:18.531940,106.0,78848046.0,,,,,,,,,,,,,
273,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,{},116.0,,11,False,spark-nlp,,['spark'],,,,,,,,,,,,,,,,788191.0,,622.0,622.0,https://pypi.org/project/spark-nlp,,,,3.0,,788191.0,,,,,,,,,,,,,,,,,
274,opik,comet-ml/opik,nlp,,{},157.0,,11,False,opik,,,,,,,,,,,,,,,,,,2038739.0,,57.0,57.0,https://pypi.org/project/opik,,,,3.0,,2038739.0,,,,,,,,,,,,,,,,,
275,Dedupe,dedupeio/dedupe,nlp,,{},72.0,A python library for accurate and scaleable data deduplication and entity-resolution.,11,False,dedupe,conda-forge/dedupe,,,,2021-12-08 17:23:58.376,2025-04-22 14:58:06.931000,,,,,,,,,,,,43568.0,12.0,385.0,385.0,https://pypi.org/project/dedupe,https://anaconda.org/conda-forge/dedupe,2025-04-22 14:58:06.931,171131.0,3.0,,40566.0,,,,,,,,,,,,,,,,,
276,doctr,mindee/doctr,image,,{},78.0,,11,False,python-doctr,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,235723.0,,1285.0,1285.0,https://pypi.org/project/python-doctr,,,,3.0,,235723.0,,,,,,,,,,,,,,,,,
277,AutoViz,AutoViML/AutoViz,data-viz,,{},17.0,"Automatically Visualize any dataset, any size with a single line of code.",11,False,autoviz,conda-forge/autoviz,,,,2021-08-25 18:46:27.137,2025-04-22 14:57:59.344000,,,,,,,,,,,,9773.0,46.0,905.0,905.0,https://pypi.org/project/autoviz,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,127608.0,3.0,,7682.0,,,,,,,,,,,,,,,,,
278,bqplot,bqplot/bqplot,data-viz,,{},71.0,Plotting library for Jupyter.,11,False,bqplot,conda-forge/bqplot,['jupyter'],,,2020-05-24 11:30:38.431,2026-05-07 12:02:44.851000,,,,,,,,,,,,278388.0,68.0,65.0,65.0,https://pypi.org/project/bqplot,https://anaconda.org/conda-forge/bqplot,2026-05-07 12:02:44.851,3533374.0,3.0,,229739.0,,,,,,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2158.0,,,
279,python-ternary,marcharper/python-ternary,data-viz,,{},28.0,Make ternary plots in matplotlib.,11,False,python-ternary,conda-forge/python-ternary,,,,2021-02-17 20:33:02.087,2025-04-22 14:56:22.353000,,,,,,,,,,,,34146.0,8.0,244.0,244.0,https://pypi.org/project/python-ternary,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,369179.0,3.0,,28636.0,,,,,,,,,,,,,,,,,
280,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,{},5.0,Provides a simple interface for plotting beautiful and interactive ridgeline plots within the extensive Plotly..,11,False,ridgeplot,conda-forge/ridgeplot,,,,2024-12-20 08:59:41.148,2026-04-07 18:29:09.233000,,,,,,,,,,,,61646.0,6.0,289.0,289.0,https://pypi.org/project/ridgeplot,https://anaconda.org/conda-forge/ridgeplot,2026-04-07 18:29:09.233,5905.0,3.0,,61365.0,,,,,,,,,,,,,,,,,
281,UMAP,lmcinnes/umap,data-viz,,{},151.0,Uniform Manifold Approximation and Projection.,11,False,umap-learn,conda-forge/umap-learn,,,,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119000,,,,,,,,,,,,5792091.0,31.0,1.0,1.0,https://pypi.org/project/umap-learn,https://anaconda.org/conda-forge/umap-learn,2026-04-09 00:32:16.119,4027829.0,3.0,,5738387.0,,,,,,,,,,,,,,,,,
282,explainerdashboard,oegedijk/explainerdashboard,interpretability,,{},23.0,explainerdashboard allows you quickly build an interactive dashboard to explain the inner workings of your machine..,11,False,explainerdashboard,conda-forge/explainerdashboard,,,,2020-12-01 04:42:10.329,2026-02-09 15:37:35.767000,,,,,,,,,,,,59731.0,33.0,663.0,663.0,https://pypi.org/project/explainerdashboard,https://anaconda.org/conda-forge/explainerdashboard,2026-02-09 15:37:35.767,95608.0,2.0,,58346.0,,,,,,,,,,,,,,,,,
283,InterpretML,interpretml/interpret,interpretability,,{},59.0,,11,False,interpret,,['jupyter'],,,,,,,,,,,,,,,,159787.0,,986.0,986.0,https://pypi.org/project/interpret,,,,2.0,,159787.0,,,,,,,,,,,,,,,,,
284,DALEX,ModelOriented/DALEX,interpretability,,{},28.0,Responsible Machine Learning in Python.,11,False,dalex,conda-forge/dalex,,,,2021-01-06 18:42:09.821,2025-04-22 14:57:44.228000,,,,,,,,,,,,37915.0,7.0,241.0,241.0,https://pypi.org/project/dalex,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,60448.0,2.0,,37027.0,,,,,,,,,,,,,,,,,
285,AIF 360,Trusted-AI/AIF360,interpretability,,{},75.0,IBM AI Fairness 360.,11,False,aif360,conda-forge/aif360,,,,2020-09-28 14:34:26.554,2025-04-22 14:57:36.856000,,,,,,,,,,,,22694.0,5.0,801.0,801.0,https://pypi.org/project/aif360,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,42163.0,2.0,,22109.0,,,,,,,,,,,,,,,,,
286,Node2Vec,eliorc/node2vec,graph,,{},16.0,"The node2vec algorithm learns continuous representations for nodes in any (un)directed, (un)weighted graph.",11,False,node2vec,conda-forge/node2vec,,,,2018-05-03 02:54:12.032,2025-04-22 14:56:50.341000,,,,,,,,,,,,30750.0,3.0,986.0,986.0,https://pypi.org/project/node2vec,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,43134.0,2.0,,30319.0,,,,,,,,,,,,,,,,,
287,geopy,geopy/geopy,geospatial-data,,{},138.0,Python Geocoding Toolbox.,11,False,geopy,conda-forge/geopy,,,,2020-06-27 22:25:51.029,2026-07-13 01:38:53.987000,,,,,,,,,,,,10829328.0,20.0,,,https://pypi.org/project/geopy,https://anaconda.org/conda-forge/geopy,2026-07-13 01:38:53.987,2367687.0,3.0,,10797759.0,,,,,,,,,,,,,,,,,
288,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,{},101.0,,11,False,arcgis,,,,,,,,,,,,,,,,,,140906.0,,1042.0,1042.0,https://pypi.org/project/arcgis,,,,3.0,esridocker/arcgis-api-python-notebook,140906.0,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,,
289,pyfolio,quantopian/pyfolio,financial-data,,{},60.0,pyfolio is a Python library for performance and risk analysis of financial portfolios.,11,False,pyfolio,conda-forge/pyfolio,,,,2018-02-15 19:39:31.850,2025-04-22 14:56:47.184000,,,,,,,,,,,,13759.0,1.0,1395.0,1395.0,https://pypi.org/project/pyfolio,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,21890.0,2.0,,13547.0,,,,,,,,,,,,,,,,,
290,zipline,quantopian/zipline,financial-data,,{},161.0,A backtester for financial algorithms.,11,False,zipline,conda-forge/zipline,,,,2020-09-08 02:54:53.875,2025-04-22 14:57:35.321000,,,,,,,,,,,,1034.0,2.0,1045.0,1045.0,https://pypi.org/project/zipline,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,13570.0,2.0,,846.0,,,,,,,,,,,,,,,,,
291,backtrader,mementum/backtrader,financial-data,,{},56.0,,11,False,backtrader,,,,,,,,,,,,,,,,,,213480.0,,3671.0,3671.0,https://pypi.org/project/backtrader,,,,2.0,,213480.0,,,,,,,,,,,,,,,,,
292,yfinance,ranaroussi/yfinance,financial-data,,{},185.0,,11,False,yfinance,ranaroussi/yfinance,,,,2021-07-03 13:58:30.250,2025-03-25 16:27:42.706000,,,,,,,,,,,,21466159.0,4.0,,,https://pypi.org/project/yfinance,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,99057.0,2.0,,21464562.0,,,,,,,,,,,,,,,,,
293,TPOT,EpistasisLab/tpot,hyperopt,,{},10.0,A Python tool that automatically creates and optimizes Machine Learning pipelines using genetic programming.,11,False,tpot,conda-forge/tpot,['sklearn'],,,2020-06-02 00:25:11.879,2026-02-18 16:47:35.862000,,,,,,,,,,,,22038.0,24.0,3618.0,3618.0,https://pypi.org/project/tpot,https://anaconda.org/conda-forge/tpot,2026-02-18 16:47:35.862,434015.0,3.0,,16252.0,,,,,,,,,,,,,,,,,
294,lazypredict,shankarpandala/lazypredict,hyperopt,,{},20.0,Rapid low code ML testing with multiple basic models.,11,False,lazypredict,conda-forge/lazypredict,['sklearn'],,,2021-08-24 21:48:59.448,2026-03-15 20:11:16.863000,,,,,,,,,,,,12685.0,5.0,1421.0,1421.0,https://pypi.org/project/lazypredict,https://anaconda.org/conda-forge/lazypredict,2026-03-15 20:11:16.863,10840.0,3.0,,12508.0,,,,,,,,,,,,,,,,,
295,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",11,False,aim,conda-forge/aim,,,,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878000,,,,,,,,,,,,3062.0,12.0,1241.0,1241.0,https://pypi.org/project/aim,https://anaconda.org/conda-forge/aim,2026-02-02 15:43:00.878,189879.0,2.0,,,,,,,,,,,,,,,,,,,
296,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064000,,,,,,,,,,,,12855.0,5.0,1475.0,1475.0,https://pypi.org/project/knockknock,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,24578.0,2.0,,11627.0,,,,,,,,,,,,,,,,,
297,kaggle,Kaggle/kaggle-api,ml-experiments,,{},73.0,Kaggle API.,11,False,kaggle,conda-forge/kaggle,,,,2020-09-04 15:05:55.697,2026-06-26 00:57:52.829000,,,,,,,,,,,,623126.0,35.0,24.0,24.0,https://pypi.org/project/kaggle,https://anaconda.org/conda-forge/kaggle,2026-06-26 00:57:52.829,316479.0,2.0,,618731.0,,,,,,,,,,,,,,,,,
298,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,['paddle'],,,,,,,,,,,,,,,,138662.0,,3633.0,3633.0,https://pypi.org/project/visualdl,,,,2.0,,138662.0,,,,,,,,,,,,,,,,,
299,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,{},533.0,Open source library for training and deploying models on Amazon SageMaker.,11,False,sagemaker,conda-forge/sagemaker-python-sdk,,,,2020-08-20 11:36:30.719,2026-05-21 10:16:09.524000,,,,,,,,,,,,17364388.0,225.0,,,https://pypi.org/project/sagemaker,https://anaconda.org/conda-forge/sagemaker-python-sdk,2026-05-21 10:16:09.524,2327207.0,2.0,,17332509.0,,,,,,,,,,,,,,,,,
300,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660000,,,,,,,,,,,,37166.0,3.0,2947.0,2947.0,https://pypi.org/project/MedPy,https://anaconda.org/conda-forge/medpy,2026-04-25 10:59:35.660,192918.0,2.0,,34104.0,,,,,,,,,,,,,,,,,
301,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480000,,,,,,,,,,,,23128.0,3.0,251.0,251.0,https://pypi.org/project/nipy,https://anaconda.org/conda-forge/nipy,2025-04-22 14:56:38.480,463396.0,2.0,,5306.0,,,,,,,,,,,,,,,,,
302,Prophet,facebook/prophet,time-series-data,,{},196.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,2021-04-14 22:10:05.951,2026-08-26 20:03:40.165000,,,,,,,,,,,,50385.0,13.0,24.0,24.0,https://pypi.org/project/fbprophet,https://anaconda.org/conda-forge/prophet,2026-08-26 20:03:40.165,1857799.0,2.0,,21804.0,,,,,,,,,,,,,,,,,
303,librosa,librosa/librosa,audio,,{},143.0,Python module for audio and music processing.,11,False,librosa,conda-forge/librosa,,,,2020-07-22 10:27:16.474,2026-08-11 15:54:43.554000,,,,,,,,,,,,9029140.0,25.0,,,https://pypi.org/project/librosa,https://anaconda.org/conda-forge/librosa,2026-08-11 15:54:43.554,1805191.0,2.0,,9004746.0,,,,,,,,,,,,,,,,,
304,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,,,,,,,,,,,,,,239466.0,,924.0,924.0,https://pypi.org/project/audiomentations,,,,2.0,,239466.0,,,,,,,,,,,,,,,,,
305,aubio,aubio/aubio,audio,,{},32.0,tools for audio and music analysis and transformation.,11,False,aubio,conda-forge/aubio,,,,2017-03-19 18:06:20.550,2025-04-22 14:56:33.269000,,,,,,,,,,,,48887.0,7.0,599.0,599.0,https://pypi.org/project/aubio,https://anaconda.org/conda-forge/aubio,2025-04-22 14:56:33.269,2468321.0,2.0,,27236.0,,,,,,,,,,,,,,,,,
306,Streamlit,streamlit/streamlit,model-serialisation,,{},338.0,,11,False,streamlit,,,,,,,,,,,,,,,,,,,,1016600.0,1016600.0,https://pypi.org/project/streamlit,,,,2.0,,,,,,,,-8.0,,,,,,,,,,,
307,bambi,bambinos/bambi,probabilistics,,{},55.0,BAyesian Model Building Interface in Python.,11,False,bambi,conda-forge/bambi,,,,2020-12-17 13:09:13.632,2026-08-10 16:11:42.596000,,,,,,,,,,,,1141.0,25.0,257.0,257.0,https://pypi.org/project/bambi,https://anaconda.org/conda-forge/bambi,2026-08-10 16:11:42.596,78778.0,3.0,,,,,,,,,,,,,,,,,,,
308,GPflow,GPflow/GPflow,probabilistics,,{},85.0,Gaussian processes in TensorFlow.,11,False,gpflow,conda-forge/gpflow,['tensorflow'],,,2022-02-02 14:43:05.929,2025-04-22 14:56:50.649000,,,,,,,,,,,,44984.0,7.0,809.0,809.0,https://pypi.org/project/gpflow,https://anaconda.org/conda-forge/gpflow,2025-04-22 14:56:50.649,66401.0,3.0,,43777.0,,,,,,,,,,,,,,,,,
309,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819000,,,,,,,,,,,,14710.0,37.0,822.0,822.0,https://pypi.org/project/adversarial-robustness-toolbox,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,110594.0,1.0,,13216.0,,,,,,,,,,,,,,,,,
310,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,11,False,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759000,,,,,,,,,,,,396.0,4.0,6007.0,6007.0,https://pypi.org/project/torchdiffeq,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,30128.0,2.0,,,,,,,,,,,,,,,,,,,
311,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,['tensorflow'],,,,,,,,,,,,,,,,17101.0,,1867.0,1867.0,https://pypi.org/project/tfx,,,,2.0,,17101.0,,,,,,,,,,,,,,,,,
312,scikit-lego,koaning/scikit-lego,sklearn-utils,,{},74.0,missing blocks for sklearn pipelines.,11,False,scikit-lego,conda-forge/scikit-lego,['sklearn'],,,2020-05-26 10:44:57.130,2025-04-22 14:57:15.493000,,,,,,,,,,,,47710.0,25.0,192.0,192.0,https://pypi.org/project/scikit-lego,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,91453.0,3.0,,46507.0,,,,,,,,,,,,,,,,,
313,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,,,,,,,,,,,,,,17799.0,,1130.0,1130.0,https://pypi.org/project/carla,,,,3.0,,17799.0,,,,,,,,,,,,,,,,,
314,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,CC-BY-3.0,,,,,,,,,,,,,,36609.0,,942.0,942.0,https://pypi.org/project/minisom,,,,3.0,,36609.0,,,,,,,,,,,,,,,,,
315,Data-science,khuyentran1401/Data-science,data-science,,https://github.com/CodeCutTech/Data-science,8.0,"Collection of useful data science topics along with articles, videos, and code.",10,True,,,,https://github.com/CodeCutTech/Data-science,,2020-07-17 19:25:27.000,2025-12-02 21:42:02.000000,2025-12-02 21:41:44,918.0,1008.0,1.0,35.0,4.0,4.0,4217.0,,,,,,,,,,,,1.0,,,,,,,,,,,CodeCutTech/Data-science,,,,,,,,
316,moolib,facebookresearch/moolib,distributed-ml,,https://github.com/facebookresearch/moolib,6.0,A library for distributed ML training with PyTorch.,10,False,,,['pytorch'],https://github.com/facebookresearch/moolib,MIT,2021-08-26 09:15:58.000,2022-12-12 15:07:44.000000,2022-12-12 15:07:38,41.0,21.0,3.0,41.0,7.0,12.0,366.0,2022-02-10 16:56:22,0.0.9c,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
317,Geomstats,geomstats/geomstats,ml-frameworks,,{},101.0,Geometric statistics on manifolds.,10,False,geomstats,conda-forge/geomstats,,,,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165000,,,,,,,,,,,,17906.0,4.0,164.0,164.0,https://pypi.org/project/geomstats,https://anaconda.org/conda-forge/geomstats,2025-04-22 14:58:18.165,11892.0,3.0,,17673.0,,,,,,,,,,,https://geomstats.github.io/,,,,,,
318,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},343.0,Vowpal Wabbit Python package.,10,False,vowpalwabbit,conda-forge/vowpalwabbit,,,BSD-3-Clause,2020-10-06 12:47:15.817,2025-04-22 14:57:07.942000,,,,,,,,,,,,40443.0,15.0,2.0,2.0,https://pypi.org/project/vowpalwabbit,https://anaconda.org/conda-forge/vowpalwabbit,2025-04-22 14:57:07.942,532747.0,3.0,,32940.0,,,,,,,,,,,,,,,,,
319,PyFlink,apache/flink,ml-frameworks,,{},2146.0,Apache Flink Python API.,10,False,apache-flink,,,,,,,,,,,,,,,,,,140126.0,,24.0,24.0,https://pypi.org/project/apache-flink,,,,3.0,,140126.0,,,,,,,,,,,,,,,,,
320,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,{},63.0,Natural Gradient Boosting for Probabilistic Prediction.,10,False,ngboost,conda-forge/ngboost,,,,2020-07-18 02:10:27.277,2026-06-26 06:33:29.103000,,,,,,,,,,,,1433.0,34.0,310.0,310.0,https://pypi.org/project/ngboost,https://anaconda.org/conda-forge/ngboost,2026-06-26 06:33:29.103,106104.0,3.0,,,,,,,,,,,,,,,,,,,
321,SciSpacy,allenai/scispacy,nlp,,{},40.0,,10,False,scispacy,,,,,,,,,,,,,,,,,,33479.0,,1385.0,1385.0,https://pypi.org/project/scispacy,,,,3.0,,33479.0,,,,,,,,,,,,,,,,,
322,PyTextRank,DerwenAI/pytextrank,nlp,,{},19.0,,10,False,pytextrank,,,,,,,,,,,,,,,,,,83735.0,,919.0,919.0,https://pypi.org/project/pytextrank,,,,3.0,,83735.0,,,,,,,,,,,,,,,,,
323,Augmentor,mdbloice/Augmentor,image,,{},23.0,,10,False,Augmentor,,,,,,,,,,,,,,,,,,8718.0,,971.0,971.0,https://pypi.org/project/Augmentor,,,,3.0,,8718.0,,,,,,,,,,,,,,,,,
324,imageai,OlafenwaMoses/ImageAI,image,,{},19.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,10,False,imageai,conda-forge/imageai,,,,2020-07-24 17:05:55.052,2025-04-22 14:57:32.711000,,,,,,,,,,,,2289.0,2.0,1807.0,1807.0,https://pypi.org/project/imageai,https://anaconda.org/conda-forge/imageai,2025-04-22 14:57:32.711,12089.0,3.0,,2126.0,,,,,,,,,,,,,,,,,
325,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,,,,,,,,,,,,,,80125.0,,373.0,373.0,https://pypi.org/project/norfair,,,,3.0,,80125.0,,,,,,,,,,,,,,,,,
326,lightly,lightly-ai/lightly,image,,{},95.0,,10,False,lightly,,['pytorch'],,,,,,,,,,,,,,,,94597.0,,651.0,651.0,https://pypi.org/project/lightly,,,,3.0,,94597.0,,,,,,,,,,,,,,,,,
327,Tesseract,madmaze/pytesseract,ocr,,{},47.0,Python-tesseract is an optical character recognition (OCR) tool for python.,10,False,pytesseract,conda-forge/pytesseract,,,,2020-07-25 19:44:39.224,2025-04-22 14:57:07.821000,,,,,,,,,,,,17478964.0,17.0,,,https://pypi.org/project/pytesseract,https://anaconda.org/conda-forge/pytesseract,2025-04-22 14:57:07.821,803545.0,3.0,,17468106.0,,,,,,,,,,,,,,,,,
328,PyWaffle,gyli/PyWaffle,data-viz,,{},7.0,A FigureClass of Matplotlib to make waffle chart.,10,False,pywaffle,conda-forge/pywaffle,,,,2020-10-03 02:41:37.247,2025-04-22 14:56:58.537000,,,,,,,,,,,,22913.0,5.0,562.0,562.0,https://pypi.org/project/pywaffle,https://anaconda.org/conda-forge/pywaffle,2025-04-22 14:56:58.537,21991.0,3.0,,22604.0,,,,,,,,,,,,,,,,,
329,causalml,uber/causalml,interpretability,,{},84.0,,10,False,causalml,,,,,,,,,,,,,,,,,,77775.0,,335.0,335.0,https://pypi.org/project/causalml,,,,2.0,,77775.0,,,,,,,,,,,,,,,,,
330,Karate Club,benedekrozemberczki/karateclub,graph,,{},20.0,"A general purpose library for community detection, network embedding, and graph mining research.",10,False,karateclub,conda-forge/karateclub,,,,2020-07-28 15:27:56.544,2025-04-22 14:57:32.844000,,,,,,,,,,,,9486.0,12.0,336.0,336.0,https://pypi.org/project/karateclub,https://anaconda.org/conda-forge/karateclub,2025-04-22 14:57:32.844,43557.0,2.0,,8898.0,,,,,,,,,,,,,,,,,
