,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,maven_id,updated_github_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
120,mpi4py,mpi4py/mpi4py,distributed-ml,,{},30.0,Python bindings for MPI.,16,False,mpi4py,conda-forge/mpi4py,,,,2020-10-09 13:03:47.206,2026-09-08 15:25:16.746000,,,,,,,,,,,,734122.0,19.0,12590.0,12590.0,https://pypi.org/project/mpi4py,https://anaconda.org/conda-forge/mpi4py,2026-09-08 15:25:16.746,6848755.0,2.0,,637661.0,,,,,,,,,,,,,,,,,
121,sktime,alan-turing-institute/sktime,time-series-data,,{},687.0,A unified framework for machine learning with time series.,16,False,sktime,conda-forge/sktime-all-extras,['sklearn'],,,2021-07-28 06:16:34.545,2025-12-07 07:18:44.347000,,,,,,,,,,,,1148103.0,76.0,4888.0,4888.0,https://pypi.org/project/sktime,https://anaconda.org/conda-forge/sktime-all-extras,2025-12-07 07:18:44.347,1335380.0,1.0,,1126565.0,,,,,,,,,,,,,,,,,
122,Annoy,spotify/annoy,nn-search,,{},90.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,16,False,annoy,conda-forge/python-annoy,,,,2020-09-18 19:43:51.472,2026-09-12 20:41:17.743000,,,,,,,,,,,,994172.0,22.0,5641.0,5641.0,https://pypi.org/project/annoy,https://anaconda.org/conda-forge/python-annoy,2026-09-12 20:41:17.743,1659804.0,2.0,,971120.0,,,,,,,,,,,,,,,,,
123,Core ML Tools,apple/coremltools,model-serialisation,,{},239.0,Core ML is an Apple framework to integrate machine learning models into your app. Core ML provides a unified..,16,False,coremltools,conda-forge/coremltools,,,,2020-10-16 19:48:15.220,2026-06-22 13:38:39.137000,,,,,,,,,,,,1615024.0,5.0,5672.0,5672.0,https://pypi.org/project/coremltools,https://anaconda.org/conda-forge/coremltools,2026-06-22 13:38:39.137,164458.0,2.0,,1612708.0,,,,,,,,,,,,,,,,,
124,MLxtend,rasbt/mlxtend,sklearn-utils,,{},124.0,Machine Learning Library Extensions.,16,False,mlxtend,conda-forge/mlxtend,['sklearn'],,,2020-07-28 03:34:49.886,2026-06-09 21:10:46.329000,,,,,,,,,,,,772652.0,25.0,21031.0,21031.0,https://pypi.org/project/mlxtend,https://anaconda.org/conda-forge/mlxtend,2026-06-09 21:10:46.329,860813.0,1.0,,761020.0,,,,,,,,,,,,,,,,,
125,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,{},80.0,A collection of sklearn transformers to encode categorical variables as numeric.,16,False,category_encoders,conda-forge/category_encoders,['sklearn'],,,2021-10-13 18:33:31.261,2026-09-08 21:55:04.423000,,,,,,,,,,,,1932176.0,28.0,4237.0,4237.0,https://pypi.org/project/category_encoders,https://anaconda.org/conda-forge/category_encoders,2026-09-08 21:55:04.423,572536.0,1.0,,1922472.0,,,,,,,,,,,,,,,,,
126,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,17.0,"Large-scale linear classification, regression and ranking in Python.",15,False,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,['sklearn'],https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2025-04-22 14:56:24.858000,2022-01-30 01:22:30,743.0,195.0,2.0,111.0,49.0,42.0,1785.0,2022-01-30 01:10:13,0.6.2.post0,1143.0,7389.0,4.0,,,https://pypi.org/project/sklearn-contrib-lightning,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2025-04-22 14:56:24.858,899285.0,2.0,,,,,,,,,,,,,,,,,,,
127,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,{},1535.0,,15,False,paddlepaddle,,['paddle'],,,,,,,,,,,,,,,,1097940.0,,9732.0,9732.0,https://pypi.org/project/paddlepaddle,,,,3.0,,1097940.0,,,,,,,,,,,,,,,,,
128,thefuzz,seatgeek/thefuzz,nlp,,{},13.0,Fuzzy string matching in python.,15,False,thefuzz,conda-forge/thefuzz,,,,2022-01-13 22:10:32.583,2025-04-22 14:58:08.752000,,,,,,,,,,,,8408174.0,2.0,6100.0,6100.0,https://pypi.org/project/thefuzz,https://anaconda.org/conda-forge/thefuzz,2025-04-22 14:58:08.752,84339.0,2.0,,8406668.0,,,,,,,,,,,,,,,,,
129,flair,flairNLP/flair,nlp,,{},278.0,A very simple framework for state-of-the-art NLP.,15,False,flair,conda-forge/python-flair,['pytorch'],,,2020-07-28 19:00:35.095,2025-04-22 14:57:32.879000,,,,,,,,,,,,65837.0,14.0,4189.0,4189.0,https://pypi.org/project/flair,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,62653.0,2.0,,64991.0,,,,,,,,,,,,,,,,,
130,stanza,stanfordnlp/stanza,nlp,,{},78.0,"Stanza: A Python NLP Library for Many Human Languages, by the Stanford NLP Group.",15,False,stanza,stanfordnlp/stanza,,,,2020-03-14 02:34:20.643,2025-03-25 16:28:39.162000,,,,,,,,,,,,812202.0,13.0,4371.0,4371.0,https://pypi.org/project/stanza,https://anaconda.org/stanfordnlp/stanza,2025-03-25 16:28:39.162,9904.0,2.0,,812076.0,,,,,,,,,,,,,,,,,
131,imgaug,aleju/imgaug,image,,{},36.0,Image augmentation for machine learning experiments.,15,False,imgaug,conda-forge/imgaug,,,,2019-06-05 06:04:19.977,2025-04-22 14:57:06.395000,,,,,,,,,,,,373290.0,3.0,26580.0,26580.0,https://pypi.org/project/imgaug,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,268585.0,2.0,,370203.0,,,,,,,,,,,,,,,,,
132,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",15,False,wand,conda-forge/wand,,,MIT,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980000,,,,,,,,,,,,2719.0,6.0,21522.0,21522.0,https://pypi.org/project/wand,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,231132.0,2.0,,,,,,,,,,,,,,,,,,,
133,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,2020-10-14 09:36:00.636,2026-09-16 11:14:29.761000,,,,,,,,,,,,1031851.0,10.0,1460.0,1460.0,https://pypi.org/project/pyvips,https://anaconda.org/conda-forge/pyvips,2026-09-16 11:14:29.761,402822.0,2.0,,1026178.0,,,,,,,,,,,,,,,,,
134,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,{},129.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",15,False,ocrmypdf,conda-forge/ocrmypdf,,,,2021-02-25 13:52:39.515,2026-08-29 01:44:59.983000,,,,,,,,,,,,1222792.0,56.0,1605.0,1605.0,https://pypi.org/project/ocrmypdf,https://anaconda.org/conda-forge/ocrmypdf,2026-08-29 01:44:59.983,163983.0,1.0,,1220345.0,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,
135,hvPlot,holoviz/hvplot,data-viz,,{},54.0,A high-level plotting API for the PyData ecosystem built on HoloViews.,15,False,hvplot,conda-forge/hvplot,,,,2020-06-02 12:42:34.211,2025-12-18 15:35:41.427000,,,,,,,,,,,,620869.0,26.0,7550.0,7550.0,https://pypi.org/project/hvplot,https://anaconda.org/conda-forge/hvplot,2025-12-18 15:35:41.427,1102259.0,2.0,,606173.0,,,,,,,,,,,,,,,,,
136,PyVista,pyvista/pyvista,data-viz,,{},212.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,15,False,pyvista,conda-forge/pyvista,['jupyter'],,,2020-06-02 20:15:44.310,2026-07-22 01:06:54.890000,,,,,,,,,,,,16245.0,97.0,6100.0,6100.0,https://pypi.org/project/pyvista,https://anaconda.org/conda-forge/pyvista,2026-07-22 01:06:54.890,1218410.0,2.0,,,,,,,,,,,,,,,,,,,
137,igraph,igraph/python-igraph,graph,,{},81.0,An open source and free collection of network analysis tool.,15,False,python-igraph,conda-forge/igraph,,,,2020-08-20 13:08:22.426,2025-12-27 19:06:26.854000,,,,,,,,,,,,529659.0,35.0,4972.0,4972.0,https://pypi.org/project/python-igraph,https://anaconda.org/conda-forge/igraph,2025-12-27 19:06:26.854,1320401.0,2.0,,511572.0,,,,,,,,,,,,,,,,,
138,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,{},98.0,A Jupyter widget for dynamic Leaflet maps.,15,False,ipyleaflet,conda-forge/ipyleaflet,['jupyter'],,,2020-05-25 11:11:25.372,2025-06-13 19:35:58.799000,,,,,,,,,,,,285553.0,74.0,18351.0,18351.0,https://pypi.org/project/ipyleaflet,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,3195866.0,3.0,,242156.0,,,,,,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,1347.0,,,
139,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184000,,,,,,,,,,,,979762.0,7.0,10474.0,10474.0,https://pypi.org/project/ta,https://anaconda.org/conda-forge/ta,2025-04-22 14:57:46.184,49329.0,1.0,,979026.0,,,,,,,,,,,,,,,,,
140,arch,bashtage/arch,financial-data,,{},40.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,15,False,arch,conda-forge/arch-py,,,,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450000,,,,,,,,,,,,817795.0,23.0,3895.0,3895.0,https://pypi.org/project/arch,https://anaconda.org/conda-forge/arch-py,2025-10-21 13:02:21.450,849117.0,1.0,,806474.0,,,,,,,,,,,,,,,,,
141,Hyperopt,hyperopt/hyperopt,hyperopt,,{},108.0,Distributed Asynchronous Hyper-parameter Optimization.,15,False,hyperopt,conda-forge/hyperopt,,,,2020-10-14 07:57:11.589,2026-08-04 16:49:49.497000,,,,,,,,,,,,13117.0,8.0,22675.0,22675.0,https://pypi.org/project/hyperopt,https://anaconda.org/conda-forge/hyperopt,2026-08-04 16:49:49.497,931351.0,1.0,,,,,,,,,,,,,,,,,,,
142,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,15,False,scikit-optimize,conda-forge/scikit-optimize,,,,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264000,,,,,,,,,,,,596158.0,14.0,9134.0,9134.0,https://pypi.org/project/scikit-optimize,https://anaconda.org/conda-forge/scikit-optimize,2025-07-26 15:19:34.264,972175.0,1.0,,582841.0,,,,,,,,,,,,,,,,,
143,BoTorch,pytorch/botorch,hyperopt,,{},166.0,Bayesian Optimization in PyTorch.,15,False,botorch,conda-forge/botorch,['pytorch'],,,2020-08-01 11:16:39.122,2026-06-09 03:34:16.649000,,,,,,,,,,,,445246.0,43.0,1960.0,1960.0,https://pypi.org/project/botorch,https://anaconda.org/conda-forge/botorch,2026-06-09 03:34:16.649,233725.0,1.0,,442045.0,,,,,,,,,,,,,,,,,
144,snakemake,snakemake/snakemake,ml-experiments,,{},407.0,A popular workflow management system aiming at full in-silico reproducibility.,15,False,snakemake,bioconda/snakemake,,,,2015-10-17 15:43:54.867,2026-09-14 18:30:44.036000,,,,,,,,,,,,181014.0,373.0,2712.0,2712.0,https://pypi.org/project/snakemake,https://anaconda.org/bioconda/snakemake,2026-09-14 18:30:44.036,1936336.0,2.0,,166233.0,,,,,,,,,,,,,,,,,
145,Lifelines,CamDavidsonPilon/lifelines,medical-data,,{},124.0,"Survival analysis in Python, including Kaplan Meier, Nelson Aalen and regression.",15,False,lifelines,conda-forge/lifelines,,,,2020-05-25 23:39:09.984,2026-04-29 14:43:19.233000,,,,,,,,,,,,1793577.0,65.0,4563.0,4563.0,https://pypi.org/project/lifelines,https://anaconda.org/conda-forge/lifelines,2026-04-29 14:43:19.233,742602.0,2.0,,1783806.0,,,,,,,,,,,,,,,,,
146,DIPY,dipy/dipy,medical-data,,{},206.0,Diffusion MR Imaging in Python.,15,False,dipy,conda-forge/dipy,,,,2020-09-15 04:04:39.951,2026-08-06 14:06:10.268000,,,,,,,,,,,,81145.0,21.0,1661.0,1661.0,https://pypi.org/project/dipy,https://anaconda.org/conda-forge/dipy,2026-08-06 14:06:10.268,1277583.0,2.0,,63401.0,,,,,,,,,,,,,,,,,
147,Submit it,facebookincubator/submitit,distributed-ml,,{},29.0,Python 3.6+ toolbox for submitting jobs to Slurm.,15,False,submitit,conda-forge/submitit,,,,2020-08-26 15:42:24.203,2025-12-18 14:08:10.664000,,,,,,,,,,,,1030172.0,12.0,5203.0,5203.0,https://pypi.org/project/submitit,https://anaconda.org/conda-forge/submitit,2025-12-18 14:08:10.664,80346.0,2.0,,1029072.0,,,,,,4.0,,,,,,,,,,,
148,StatsForecast,Nixtla/statsforecast,time-series-data,,{},71.0,Time series forecasting suite using statistical models.,15,False,statsforecast,conda-forge/statsforecast,,,,2022-03-04 23:51:03.641,2026-07-16 21:01:59.106000,,,,,,,,,,,,1410522.0,37.0,2243.0,2243.0,https://pypi.org/project/statsforecast,https://anaconda.org/conda-forge/statsforecast,2026-07-16 21:01:59.106,326220.0,1.0,,1404481.0,,,,,,,,,,,,,,,,,
149,STUMPY,TDAmeritrade/stumpy,time-series-data,,{},46.0,"STUMPY is a powerful and scalable Python library that computes something called a matrix profile, which can then be..",15,False,stumpy,conda-forge/stumpy,,,BSD-3-Clause,2020-06-15 15:52:12.048,2026-02-08 02:09:16.381000,,,,,,,,,,,,379739.0,29.0,1676.0,1676.0,https://pypi.org/project/stumpy,https://anaconda.org/conda-forge/stumpy,2026-02-08 02:09:16.381,1290852.0,1.0,,362528.0,,,,,,,,,,,,,,,,,
150,weaviate,weaviate/weaviate,nn-search,,{},189.0,,15,False,weaviate-client,,,,,,,,,,,,,,,,,,26812840.0,,1141.0,1141.0,https://pypi.org/project/weaviate-client,,,,2.0,,26812840.0,,,,,,,,,,,,,,,,,
151,hnswlib,nmslib/hnswlib,nn-search,,{},76.0,"Python bindings for Hnswlib, a fast approximate nearest neighbor search package.",15,False,hnswlib,conda-forge/hnswlib,,,,2020-12-23 06:04:48.389,2025-08-30 15:22:17.304000,,,,,,,,,,,,566776.0,6.0,8904.0,8904.0,https://pypi.org/project/hnswlib,https://anaconda.org/conda-forge/hnswlib,2025-08-30 15:22:17.304,511799.0,2.0,,559359.0,,,,,,,,,,,,,,,,,
152,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,['pytorch'],,,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640000,,,,,,,,,,,,711083.0,26.0,3483.0,3483.0,https://pypi.org/project/gpytorch,https://anaconda.org/conda-forge/gpytorch,2026-02-28 20:41:43.640,290101.0,1.0,,707266.0,,,,,,,,,,,,,,,,,
153,pymc,pymc-devs/pymc,probabilistics,,{},572.0,Probabilistic Programming in Python.,15,False,pymc,conda-forge/pymc,,,,2020-10-13 03:19:15.240,2026-08-16 12:00:47.436000,,,,,,,,,,,,14342.0,92.0,8148.0,8148.0,https://pypi.org/project/pymc,https://anaconda.org/conda-forge/pymc,2026-08-16 12:00:47.436,1018344.0,1.0,,,,,,,,,,,,,,,,,,,
154,metrics,Lightning-AI/metrics,pytorch-utils,,{},297.0,Collection of PyTorch native metrics for easy evaluating machine learning models.,15,False,metrics,conda-forge/torchmetrics,['pytorch'],,,2021-03-16 10:50:04.846,2026-03-18 09:56:39.711000,,,,,,,,,,,,49219.0,61.0,48223.0,48223.0,https://pypi.org/project/metrics,https://anaconda.org/conda-forge/torchmetrics,2026-03-18 09:56:39.711,3248462.0,2.0,,,,,,,,,,,,,,,,,,,
155,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,['sklearn'],,,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068000,,,,,,,,,,,,154046.0,31.0,13874.0,13874.0,https://pypi.org/project/scikit-learn-intelex,https://anaconda.org/conda-forge/scikit-learn-intelex,2026-07-14 07:44:54.068,802792.0,2.0,,141696.0,,,,,,,,,,,,,,,,,
156,River,online-ml/river,others,,{},152.0,Online machine learning in Python.,15,False,river,conda-forge/river,,,,2021-04-19 20:23:28.936,2026-08-21 20:07:57.737000,,,,,,,,,,,,179631.0,9.0,923.0,923.0,https://pypi.org/project/river,https://anaconda.org/conda-forge/river,2026-08-21 20:07:57.737,176266.0,1.0,,176920.0,,,,,,,,,,,,,,,,,
157,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,5.0,Distributed Computing for AI Made Simple.,14,False,fiber,,,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,108.0,1.0,37.0,19.0,8.0,1047.0,,,,225.0,,96.0,96.0,https://pypi.org/project/fiber,,,,2.0,,225.0,,,,,,,,,,,,,,,,,
158,rliable,google-research/rliable,reinforcement-learning,,https://github.com/google-research/rliable,9.0,"[NeurIPS21 Outstanding Paper] Library for reliable evaluation on RL and ML benchmarks, even with only a handful of..",14,False,rliable,,,https://github.com/google-research/rliable,Apache-2.0,2021-08-20 00:41:06.000,2024-08-12 20:48:27.000000,2024-08-12 20:48:27,72.0,53.0,,11.0,5.0,17.0,878.0,,,,8744.0,,,,https://pypi.org/project/rliable,,,,1.0,,8744.0,,,,,,,,,,,,,,,,,
159,NeuralCompression,facebookresearch/NeuralCompression,image,,https://github.com/facebookresearch/NeuralCompression,10.0,A collection of tools for neural compression enthusiasts.,14,False,neuralcompression,,,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2024-09-20 14:21:23.000000,2024-09-20 14:21:18,142.0,56.0,4.0,171.0,8.0,66.0,597.0,2023-10-03 14:25:36,0.3.1,,89.0,6.0,,,https://pypi.org/project/neuralcompression,,,,2.0,,89.0,,,,,,,,,,,,,,,,,
160,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},516.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,['pytorch'],,,,2022-09-02 00:25:31.275782,,,,,,,,5.0,,,,1101848.0,,16105.0,16105.0,https://pypi.org/project/deepspeed,,,,2.0,deepspeed/deepspeed,1101848.0,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,27921.0,,,,,,,,,,,,,
161,Catboost,catboost/catboost,ml-frameworks,,{},1439.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774000,,,,,,,,,,,,5255639.0,71.0,21.0,21.0,https://pypi.org/project/catboost,https://anaconda.org/conda-forge/catboost,2026-02-23 23:23:44.774,2786743.0,3.0,,5215829.0,,,,,,,,,,,,,,,,,
162,Fastai,fastai/fastai,ml-frameworks,,{},263.0,,14,False,fastai,,['pytorch'],,,,,,,,,,,,,,,,408050.0,,23543.0,23543.0,https://pypi.org/project/fastai,,,,3.0,,408050.0,,,,,,,,,,,,,,,,,
163,PySpark,apache/spark,ml-frameworks,,{},3596.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,['spark'],,,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659000,,,,,,,,,,,,46847404.0,43.0,,,https://pypi.org/project/pyspark,https://anaconda.org/conda-forge/pyspark,2026-07-16 15:46:27.659,5009804.0,3.0,,46780607.0,,,,,,,stable/spark,,,,,,,,,,
164,Sumy,miso-belica/sumy,nlp,,{},34.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728000,,,,,,,,,,,,123631.0,4.0,4360.0,4360.0,https://pypi.org/project/sumy,https://anaconda.org/conda-forge/sumy,2025-04-22 14:57:55.728,17946.0,2.0,,123347.0,,,,,,,,,,,,,,,,,
165,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409000,,,,,,,,,,,,2098474.0,14.0,8999.0,8999.0,https://pypi.org/project/textdistance,https://anaconda.org/conda-forge/textdistance,2025-04-22 14:56:50.409,1312953.0,2.0,,2079718.0,,,,,,,,,,,,,,,,,
166,autogen,microsoft/autogen,agents,,{},534.0,,14,False,autogen-agentchat,,,,,,,,,,,,,,,,,,515531.0,,4588.0,4588.0,https://pypi.org/project/autogen-agentchat,,,,3.0,,515531.0,,,,,,,,,,,,,,,,,
167,sahi,obss/sahi,image,,{},80.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,2021-10-08 17:03:02.074,2026-08-18 02:17:21.223000,,,,,,,,,,,,170399.0,75.0,1986.0,1986.0,https://pypi.org/project/sahi,https://anaconda.org/conda-forge/sahi,2026-08-18 02:17:21.223,166277.0,2.0,,167581.0,,,,,,,,,,,,,,,,,
168,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,['paddle'],,,,,,,,,,,,,,,,1462425.0,,7103.0,7103.0,https://pypi.org/project/paddleocr,,,,2.0,,1462425.0,,,,,,,,,,,,,,,,,
169,EasyOCR,JaidedAI/EasyOCR,ocr,,{},129.0,,14,False,easyocr,,,,,,,,,,,,,,,,,,2282304.0,,18257.0,18257.0,https://pypi.org/project/easyocr,,,,2.0,,2282304.0,,,,,,,,,,,,,,,,,
170,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903000,,,,,,,,,,,,321313.0,33.0,6489.0,6489.0,https://pypi.org/project/datashader,https://anaconda.org/conda-forge/datashader,2026-05-19 13:17:28.903,2039077.0,2.0,,294484.0,,,,,,,,,,,,,,,,,
171,missingno,ResidentMario/missingno,data-viz,,{},18.0,Missing data visualization module for Python.,14,False,missingno,conda-forge/missingno,,,,2024-03-02 01:06:25.066,2025-09-17 20:28:20.219000,,,,,,,,,,,,326500.0,5.0,23645.0,23645.0,https://pypi.org/project/missingno,https://anaconda.org/conda-forge/missingno,2025-09-17 20:28:20.219,597307.0,2.0,,306590.0,,,,,,,,,,,,,,,,,
172,evaluate,huggingface/evaluate,interpretability,,{},140.0,,14,False,evaluate,,,,,,,,,,,,,,,,,,3215810.0,,26058.0,26058.0,https://pypi.org/project/evaluate,,,,1.0,,3215810.0,,,,,,,,,,,,,,,,,
173,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,14,False,lime,conda-forge/lime,,,,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659000,,,,,,,,,,,,421299.0,11.0,9888.0,9888.0,https://pypi.org/project/lime,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,402845.0,1.0,,415928.0,,,,,,,,,,,,,,,,,
174,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,['jupyter'],,,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622000,,,,,,,,,,,,108615.0,7.0,7511.0,7511.0,https://pypi.org/project/pyldavis,https://anaconda.org/conda-forge/pyldavis,2025-04-22 14:56:51.622,116447.0,1.0,,106851.0,,,,,,,,,,,,,,,,,
175,Captum,pytorch/captum,interpretability,,{},150.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,['pytorch'],,,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995000,,,,,,,,,,,,392807.0,5.0,3766.0,3766.0,https://pypi.org/project/captum,https://anaconda.org/conda-forge/captum,2026-04-17 07:52:38.995,184343.0,1.0,,389573.0,,,,,,,,,,,,,,,,,
176,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251000,,,,,,,,,,,,102854.0,25.0,1877.0,1877.0,https://pypi.org/project/pysal,https://anaconda.org/conda-forge/pysal,2026-08-01 14:34:03.251,1081088.0,3.0,,88245.0,,,,,,,,,,,,,,,,,
177,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,['tensorflow'],,,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681000,,,,,,,,,,,,137901.0,16.0,6286.0,6286.0,https://pypi.org/project/keras-tuner,https://anaconda.org/conda-forge/keras-tuner,2025-12-30 15:56:03.681,84038.0,2.0,,136524.0,,,,,,,,,,,,,,,,,
178,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",14,False,pycaret,conda-forge/pycaret,,,,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170000,,,,,,,,,,,,295189.0,19.0,7967.0,7967.0,https://pypi.org/project/pycaret,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,100191.0,2.0,,293817.0,,,,,,2.0,,,,,,,,,,,
179,Ax,facebook/Ax,hyperopt,,{},219.0,Adaptive Experimentation.,14,False,ax-platform,conda-forge/ax-platform,['pytorch'],,,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329000,,,,,,,,,,,,157233.0,29.0,1343.0,1343.0,https://pypi.org/project/ax-platform,https://anaconda.org/conda-forge/ax-platform,2026-06-17 01:27:01.329,74994.0,2.0,,156043.0,,,,,,,,,,,,,,,,,
180,tensorboardX,lanpa/tensorboardX,ml-experiments,,{},86.0,tensorboard for pytorch.,14,False,tensorboardX,conda-forge/tensorboardx,,,,2020-07-06 20:33:54.325,2025-04-22 14:56:45.200000,,,,,,,,,,,,20079.0,17.0,61982.0,61982.0,https://pypi.org/project/tensorboardX,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1485901.0,2.0,,,,,,,,,,,,,,,,,,,
181,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},174.0,,14,False,stable-baselines3,,,,,,,,,,,,,,,,,,861435.0,,10593.0,10593.0,https://pypi.org/project/stable-baselines3,,,,1.0,,861435.0,,,,,,,,,,,,,,,,,
182,DEAP,deap/deap,distributed-ml,,{},93.0,Distributed Evolutionary Algorithms in Python.,14,False,deap,conda-forge/deap,,,,2020-10-12 23:47:32.551,2026-05-06 22:52:09.525000,,,,,,,,,,,,354036.0,9.0,7106.0,7106.0,https://pypi.org/project/deap,https://anaconda.org/conda-forge/deap,2026-05-06 22:52:09.525,809195.0,2.0,,342639.0,,,,,,,,,,,,,,,,,
183,SDV,sdv-dev/SDV,tabular,,{},51.0,"Synthetic Data Generation for tabular, relational and time series data.",14,False,sdv,conda-forge/sdv,,,,2021-12-01 17:23:52.352,2026-09-06 18:49:28.818000,,,,,,,,,,,,67356.0,78.0,918.0,918.0,https://pypi.org/project/sdv,https://anaconda.org/conda-forge/sdv,2026-09-06 18:49:28.818,110297.0,1.0,,65421.0,,,,,,,,,,,,,,,,,
