,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
273,pyfolio,quantopian/pyfolio,financial-data,,{},60.0,pyfolio is a Python library for performance and risk analysis of financial portfolios.,11,False,pyfolio,conda-forge/pyfolio,,,,1394.0,1394.0,https://pypi.org/project/pyfolio,10247.0,10460.0,https://anaconda.org/conda-forge/pyfolio,2018-02-15 19:39:31.850,2025-04-22 14:56:47.184,2025-04-22 14:56:47.184000,21533.0,1.0,,,,,,2.0,,,,,,,,,,,
274,ffn,pmorissette/ffn,financial-data,,{},38.0,ffn - a financial function library for Python.,11,False,ffn,conda-forge/ffn,,,,623.0,623.0,https://pypi.org/project/ffn,45237.0,45764.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:52.723,2026-03-25 03:10:25.056,2026-03-25 03:10:25.056000,33228.0,12.0,,,,,,2.0,,,,,,,,,,,
275,backtrader,mementum/backtrader,financial-data,,{},56.0,,11,False,backtrader,,,,,3627.0,3627.0,https://pypi.org/project/backtrader,338826.0,338826.0,,,,,,,,,,,,2.0,,,,,,,,,,,
276,TPOT,EpistasisLab/tpot,hyperopt,,{},10.0,A Python tool that automatically creates and optimizes Machine Learning pipelines using genetic programming.,11,False,tpot,conda-forge/tpot,,,['sklearn'],3612.0,3612.0,https://pypi.org/project/tpot,20601.0,26434.0,https://anaconda.org/conda-forge/tpot,2020-06-02 00:25:11.879,2026-02-18 16:47:35.862,2026-02-18 16:47:35.862000,425826.0,24.0,,,,,,2.0,,,,,,,,,,,
277,lazypredict,shankarpandala/lazypredict,hyperopt,,{},20.0,Rapid low code ML testing with multiple basic models.,11,False,lazypredict,conda-forge/lazypredict,,,['sklearn'],1418.0,1418.0,https://pypi.org/project/lazypredict,18538.0,18703.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:48:59.448,2026-03-15 20:11:16.863,2026-03-15 20:11:16.863000,9768.0,5.0,,,,,,2.0,,,,,,,,,,,
278,mljar-supervised,mljar/mljar-supervised,hyperopt,,{},30.0,Automated Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,11,False,mljar-supervised,conda-forge/mljar-supervised,,,,175.0,175.0,https://pypi.org/project/mljar-supervised,8987.0,10141.0,https://anaconda.org/conda-forge/mljar-supervised,2021-06-09 11:24:39.196,2026-05-29 16:26:31.878,2026-05-29 16:26:31.878000,70432.0,29.0,,,,,,2.0,,,,,,,,,,,
279,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,1466.0,1466.0,https://pypi.org/project/knockknock,24836.0,26149.0,https://anaconda.org/conda-forge/knockknock,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064,2025-04-22 14:57:16.064000,23649.0,5.0,,,,,,3.0,,,,,,,,,,,
280,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,,,['paddle'],3622.0,3622.0,https://pypi.org/project/visualdl,217324.0,217324.0,,,,,,,,,,,,3.0,,,,,,,,,,,
281,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2943.0,2943.0,https://pypi.org/project/MedPy,35478.0,38437.0,https://anaconda.org/conda-forge/medpy,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660,2026-04-25 10:59:35.660000,180504.0,3.0,,,,,,2.0,,,,,,,,,,,
282,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,249.0,249.0,https://pypi.org/project/nipy,4649.0,23635.0,https://anaconda.org/conda-forge/nipy,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480,2025-04-22 14:56:38.480000,455682.0,3.0,,,,,,2.0,,,,,,,,,,,
283,FairScale,facebookresearch/fairscale,distributed-ml,,{},77.0,PyTorch extensions for high performance and large scale training.,11,False,fairscale,conda-forge/fairscale,,,['pytorch'],,,https://pypi.org/project/fairscale,531253.0,543063.0,https://anaconda.org/conda-forge/fairscale,2021-11-07 09:02:15.377,2025-04-22 14:58:04.549,2025-04-22 14:58:04.549000,661361.0,9.0,,,,,,2.0,,BSD-3-Clause,,,,,,,,,
284,Prophet,facebook/prophet,time-series-data,,{},191.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,24.0,24.0,https://pypi.org/project/fbprophet,28448.0,56821.0,https://anaconda.org/conda-forge/prophet,2021-04-14 22:10:05.951,2026-06-01 20:12:55.219,2026-06-01 20:12:55.219000,1787509.0,12.0,,,,,,2.0,,,,,,,,,,,
285,tsfresh,blue-yonder/tsfresh,time-series-data,,{},103.0,Automatic extraction of relevant features from time series.,11,False,tsfresh,conda-forge/tsfresh,,,['sklearn'],24.0,24.0,https://pypi.org/project/tsfresh,374437.0,396157.0,https://anaconda.org/conda-forge/tsfresh,2020-05-13 05:51:14.110,2026-06-13 13:50:18.940,2026-06-13 13:50:18.940000,1607323.0,18.0,,,,,,2.0,,,,,,,,,,,
286,scikit-surprise,NicolasHug/Surprise,recommender-systems,,{},46.0,A Python scikit for building and analyzing recommender systems.,11,False,scikit-surprise,conda-forge/scikit-surprise,,,,24.0,24.0,https://pypi.org/project/scikit-surprise,125595.0,136587.0,https://anaconda.org/conda-forge/scikit-surprise,2020-07-19 15:23:16.043,2026-06-02 08:01:57.981,2026-06-02 08:01:57.981000,791466.0,10.0,,,,,,2.0,,,,,,,,,,,
287,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,915.0,915.0,https://pypi.org/project/audiomentations,239597.0,239597.0,,,,,,,,,,,,2.0,,,,,,,,,,,
288,DeepSpeech,mozilla/DeepSpeech,audio,,{},163.0,A library for running inference on a DeepSpeech model.,11,False,deepspeech,conda-forge/deepspeech,,,['tensorflow'],547.0,547.0,https://pypi.org/project/deepspeech,21069.0,21147.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:01.146,2025-04-22 14:57:58.207,2025-04-22 14:57:58.207000,4690.0,1.0,,,,,,2.0,6.0,,,,,,,,,,
289,tensorflow-probability,tensorflow/probability,probabilistics,,{},512.0,TensorFlow Probability is a library for probabilistic reasoning and statistical analysis in TensorFlow.,11,False,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],5.0,5.0,https://pypi.org/project/tensorflow-probability,1145817.0,1149368.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-02-10 20:08:37.772,2025-11-05 10:36:05.008,2025-11-05 10:36:05.008000,230827.0,20.0,,,,,,3.0,,,,,,,,,,,
290,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,818.0,818.0,https://pypi.org/project/adversarial-robustness-toolbox,20225.0,21673.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819,2025-07-07 22:05:57.819000,104319.0,37.0,,,,,,2.0,,,,,,,,,,,
291,Foolbox,bethgelab/foolbox,adversarial,,{},35.0,"Foolbox Native is an adversarial attacks library that works natively with PyTorch, TensorFlow and JAX.",11,False,foolbox,conda-forge/foolbox,,,,778.0,778.0,https://pypi.org/project/foolbox,14975.0,15288.0,https://anaconda.org/conda-forge/foolbox,2020-07-06 12:59:52.009,2025-04-22 14:57:29.383,2025-04-22 14:57:29.383000,22564.0,5.0,,,,,,2.0,,,,,,,,,,,
292,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,,,['tensorflow'],1865.0,1865.0,https://pypi.org/project/tfx,19271.0,19271.0,,,,,,,,,,,,2.0,,,,,,,,,,,
293,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,{},28.0,,11,False,scikit-multilearn,,,,['sklearn'],2211.0,2211.0,https://pypi.org/project/scikit-multilearn,67002.0,67002.0,,,,,,,,,,,,2.0,,,,,,,,,,,
294,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,{},90.0,Python module to balance data set using under- and over-sampling.,11,False,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],,,https://pypi.org/project/imbalanced-learn,12959543.0,12971223.0,https://anaconda.org/conda-forge/imbalanced-learn,2020-06-09 15:38:02.306,2026-06-07 21:56:18.335,2026-06-07 21:56:18.335000,852670.0,27.0,,,,,,2.0,,,,,,,,,,,
295,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,1127.0,1127.0,https://pypi.org/project/carla,18623.0,18623.0,,,,,,,,,,,,2.0,,,,,,,,,,,
296,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,,935.0,935.0,https://pypi.org/project/minisom,41881.0,41881.0,,,,,,,,,,,,2.0,,CC-BY-3.0,,,,,,,,,
297,Geomstats,geomstats/geomstats,ml-frameworks,,{},100.0,Geometric statistics on manifolds.,10,False,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,162.0,162.0,https://pypi.org/project/geomstats,13870.0,14095.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165,2025-04-22 14:58:18.165000,11030.0,4.0,,,,,,3.0,,,,,,,,,,,
298,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},340.0,Vowpal Wabbit Python package.,10,False,vowpalwabbit,conda-forge/vowpalwabbit,,,,2.0,2.0,https://pypi.org/project/vowpalwabbit,34988.0,42366.0,https://anaconda.org/conda-forge/vowpalwabbit,2020-10-06 12:47:15.817,2025-04-22 14:57:07.942,2025-04-22 14:57:07.942000,509106.0,15.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,
299,PyFlink,apache/flink,ml-frameworks,,{},2117.0,Apache Flink Python API.,10,False,apache-flink,,,,,24.0,24.0,https://pypi.org/project/apache-flink,186029.0,186029.0,,,,,,,,,,,,3.0,,,,,,,,,,,
300,scattertext,JasonKessler/scattertext,nlp,,{},14.0,Beautiful visualizations of how language differs among document types.,10,False,scattertext,conda-forge/scattertext,,,,670.0,670.0,https://pypi.org/project/scattertext,8736.0,10963.0,https://anaconda.org/conda-forge/scattertext,2017-08-25 05:29:58.550,2025-04-22 14:56:39.793,2025-04-22 14:56:39.793000,238381.0,18.0,,,,,,3.0,,,,,,,,,,,
301,OpenNMT,OpenNMT/OpenNMT-py,nlp,,{},191.0,,10,False,OpenNMT-py,,,,['pytorch'],355.0,355.0,https://pypi.org/project/OpenNMT-py,17382.0,17382.0,,,,,,,,,,,,3.0,,,,,,,,,,,
302,YouTokenToMe,vkcom/youtokentome,nlp,,{},8.0,Unsupervised text tokenizer focused on computational efficiency.,10,False,youtokentome,conda-forge/youtokentome,,,,840.0,840.0,https://pypi.org/project/youtokentome,42266.0,44719.0,https://anaconda.org/conda-forge/youtokentome,2021-09-07 10:34:42.701,2025-10-27 19:11:49.313,2025-10-27 19:11:49.313000,142300.0,4.0,,,,,,3.0,,,,,,,,,,,
303,NeMo,NVIDIA/NeMo,nlp,,{},494.0,,10,False,nemo-toolkit,,,,['pytorch'],24.0,24.0,https://pypi.org/project/nemo-toolkit,1274321.0,1274321.0,,,,,,,,,,,,3.0,,,,,,,,,,,
304,PyTextRank,DerwenAI/pytextrank,nlp,,{},19.0,,10,False,pytextrank,,,,,913.0,913.0,https://pypi.org/project/pytextrank,104856.0,104856.0,,,,,,,,,,,,3.0,,,,,,,,,,,
305,imageai,OlafenwaMoses/ImageAI,image,,{},19.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,10,False,imageai,conda-forge/imageai,,,,1806.0,1806.0,https://pypi.org/project/imageai,3469.0,3630.0,https://anaconda.org/conda-forge/imageai,2020-07-24 17:05:55.052,2025-04-22 14:57:32.711,2025-04-22 14:57:32.711000,11651.0,2.0,,,,,,3.0,,,,,,,,,,,
306,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,367.0,367.0,https://pypi.org/project/norfair,117033.0,117033.0,,,,,,,,,,,,3.0,,,,,,,,,,,
307,lightly,lightly-ai/lightly,image,,{},83.0,,10,False,lightly,,,,['pytorch'],639.0,639.0,https://pypi.org/project/lightly,162319.0,162319.0,,,,,,,,,,,,3.0,,,,,,,,,,,
308,Tesseract,madmaze/pytesseract,ocr,,{},47.0,Python-tesseract is an optical character recognition (OCR) tool for python.,10,False,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,23191879.0,23202637.0,https://anaconda.org/conda-forge/pytesseract,2020-07-25 19:44:39.224,2025-04-22 14:57:07.821,2025-04-22 14:57:07.821000,774632.0,17.0,,,,,,3.0,,,,,,,,,,,
309,keras-ocr,faustomorales/keras-ocr,ocr,,{},19.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,10,False,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],718.0,718.0,https://pypi.org/project/keras-ocr,130337.0,130344.0,https://anaconda.org/anaconda/keras-ocr,2020-11-13 22:43:29.643,2025-04-22 15:32:32.089,2025-04-22 15:32:32.089000,496.0,1.0,,,,,,3.0,,,,,,,,,,,
310,lets-plot,JetBrains/lets-plot,data-viz,,{},23.0,,10,False,lets-plot,,,,,211.0,211.0,https://pypi.org/project/lets-plot,73844.0,73844.0,,,,,,,,,,,,3.0,,,,,,,,,,,
311,UMAP,lmcinnes/umap,data-viz,,{},148.0,Uniform Manifold Approximation and Projection.,10,False,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,6967891.0,7020175.0,https://anaconda.org/conda-forge/umap-learn,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119,2026-04-09 00:32:16.119000,3816804.0,31.0,,,,,,3.0,,,,,,,,,,,
312,PyWaffle,gyli/PyWaffle,data-viz,,{},6.0,A FigureClass of Matplotlib to make waffle chart.,10,False,pywaffle,conda-forge/pywaffle,,,,562.0,562.0,https://pypi.org/project/pywaffle,16341.0,16646.0,https://anaconda.org/conda-forge/pywaffle,2020-10-03 02:41:37.247,2025-04-22 14:56:58.537,2025-04-22 14:56:58.537000,21075.0,5.0,,,,,,3.0,,,,,,,,,,,
313,causalml,uber/causalml,interpretability,,{},82.0,,10,False,causalml,,,,,334.0,334.0,https://pypi.org/project/causalml,126169.0,126169.0,,,,,,,,,,,,2.0,,,,,,,,,,,
314,fairlearn,fairlearn/fairlearn,interpretability,,{},121.0,Simple and easy fairness assessment and unfairness mitigation.,10,False,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,192192.0,193183.0,https://anaconda.org/conda-forge/fairlearn,2020-11-11 16:56:32.994,2026-06-08 10:56:38.371,2026-06-08 10:56:38.371000,67418.0,16.0,,,,,,2.0,,,,,,,,,,,
315,Alibi,SeldonIO/alibi,interpretability,,{},25.0,,10,False,alibi,,,,,857.0,857.0,https://pypi.org/project/alibi,22608.0,22608.0,,,,,,,,,,,,2.0,,,,,,,,,,,
316,Karate Club,benedekrozemberczki/karateclub,graph,,{},20.0,"A general purpose library for community detection, network embedding, and graph mining research.",10,False,karateclub,conda-forge/karateclub,,,,336.0,336.0,https://pypi.org/project/karateclub,8406.0,8985.0,https://anaconda.org/conda-forge/karateclub,2020-07-28 15:27:56.544,2025-04-22 14:57:32.844,2025-04-22 14:57:32.844000,41719.0,12.0,,,,,,2.0,,,,,,,,,,,
317,Alphalens,quantopian/alphalens,financial-data,,{},26.0,Performance analysis of predictive (alpha) stock factors.,10,False,alphalens,conda-forge/alphalens,,,,761.0,761.0,https://pypi.org/project/alphalens,1482.0,1823.0,https://anaconda.org/conda-forge/alphalens,2018-02-16 18:31:40.483,2025-04-22 14:56:47.205,2025-04-22 14:56:47.205000,34509.0,3.0,,,,,,3.0,,,,,,,,,,,
318,stockstats,jealous/stockstats,financial-data,,{},12.0,,10,False,stockstats,,,,,1433.0,1433.0,https://pypi.org/project/stockstats,222209.0,222209.0,,,,,,,,,,,,3.0,,,,,,,,,,,
319,AutoKeras,keras-team/autokeras,hyperopt,,{},148.0,,10,False,autokeras,,,,['tensorflow'],942.0,942.0,https://pypi.org/project/autokeras,16598.0,16598.0,,,,,,,,,,,,3.0,,,,,,,,,,,
320,auto-sklearn,automl/auto-sklearn,hyperopt,,{},88.0,Automated machine learning.,10,False,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],769.0,769.0,https://pypi.org/project/auto-sklearn,5335.0,6005.0,https://anaconda.org/conda-forge/auto-sklearn,2021-04-05 18:05:48.879,2025-04-22 14:57:49.654,2025-04-22 14:57:49.654000,42214.0,11.0,,,,,,3.0,,,,,,,,,,,
321,Catalyst,catalyst-team/catalyst,ml-experiments,,{},104.0,,10,False,catalyst,,,,['pytorch'],1299.0,1299.0,https://pypi.org/project/catalyst,26140.0,26140.0,,,,,,,,,,,,3.0,,,,,,,,,,,
322,Acme,deepmind/acme,reinforcement-learning,,{},91.0,A Python library for Reinforcement Learning.,10,False,dm-acme,conda-forge/dm-acme,,,['tensorflow'],318.0,318.0,https://pypi.org/project/dm-acme,1463.0,1714.0,https://anaconda.org/conda-forge/dm-acme,2020-11-19 20:50:22.810,2025-04-22 14:57:40.447,2025-04-22 14:57:40.447000,17129.0,5.0,,,,,,2.0,,,,,,,,,,,
323,MNE,mne-tools/mne-python,medical-data,,{},454.0,MNE-Python is a software for MEG and EEG data analysis.,10,False,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,433518.0,444878.0,https://anaconda.org/conda-forge/mne,2020-05-19 23:08:48.350,2026-04-20 20:38:15.777,2026-04-20 20:38:15.777000,840662.0,69.0,,,,,,3.0,,,,,,,,,,,
324,petastorm,uber/petastorm,distributed-ml,,{},52.0,,10,False,petastorm,,,,,418.0,418.0,https://pypi.org/project/petastorm,196570.0,196570.0,,,,,,,,,,,,2.0,,,,,,,,,,,
325,Darts,unit8co/darts,time-series-data,,{},161.0,A python library for user-friendly forecasting and anomaly detection on time series.,10,False,u8darts,conda-forge/u8darts-all,unit8/darts,,,,,https://pypi.org/project/u8darts,127673.0,129691.0,https://anaconda.org/conda-forge/u8darts-all,2021-07-30 09:48:56.369,2026-07-20 14:21:54.140,2026-07-20 14:21:54.140000,117738.0,47.0,https://hub.docker.com/r/unit8/darts,2026-07-20 10:26:36.528437,,,3369.0,2.0,,,,,,,,,,,
326,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,{},32.0,,10,False,skforecast,,,,['sklearn'],504.0,504.0,https://pypi.org/project/skforecast,106198.0,106198.0,,,,,,,,,,,,2.0,,,,,,,,,,,
327,chroma,chroma-core/chroma,nn-search,,{},189.0,,10,False,chromadb,,,,,4.0,4.0,https://pypi.org/project/chromadb,12803509.0,12803509.0,,,,,,,,,,,,3.0,,,,,,,,,,,
328,torchrec,pytorch/torchrec,recommender-systems,,{},488.0,,10,False,torchrec,,,,,274.0,274.0,https://pypi.org/project/torchrec,18410.0,18410.0,,,,,,,,,,,,2.0,,,,,,,,,,,
329,librosa,librosa/librosa,audio,,{},139.0,Python module for audio and music processing.,10,False,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,9079000.0,9103407.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:16.474,2025-04-22 14:56:25.574,2025-04-22 14:56:25.574000,1757322.0,23.0,,,,,,3.0,,,,,,,,,,,
330,espnet,espnet/espnet,audio,,{},550.0,,10,False,espnet,,,,,503.0,503.0,https://pypi.org/project/espnet,22991.0,22991.0,,,,,,,,,,,,3.0,,,,,,,,,,,
331,python_speech_features,jameslyons/python_speech_features,audio,,{},19.0,,10,False,python_speech_features,,,,,1121.0,1121.0,https://pypi.org/project/python_speech_features,186209.0,186209.0,,,,,,,,,,,,3.0,,,,,,,,,,,
332,Pyro,pyro-ppl/pyro,probabilistics,,{},163.0,A Python library for probabilistic modeling and inference.,10,False,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,976525.0,982032.0,https://anaconda.org/conda-forge/pyro-ppl,2021-03-05 15:30:58.525,2025-04-22 14:57:47.967,2025-04-22 14:57:47.967000,352480.0,11.0,,,,,,3.0,,,,,,,,,,,
333,CleverHans,cleverhans-lab/cleverhans,adversarial,,{},131.0,"This repository contains the source code for CleverHans, a Python library to benchmark machine learning systems..",10,False,cleverhans,conda-forge/cleverhans,,,['tensorflow'],840.0,840.0,https://pypi.org/project/cleverhans,1347.0,1536.0,https://anaconda.org/conda-forge/cleverhans,2020-06-24 23:14:07.928,2025-04-22 14:57:28.932,2025-04-22 14:57:28.932000,13852.0,3.0,,,,,,3.0,,,,,,,,,,,
334,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,{},87.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes.,10,False,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],323.0,323.0,https://pypi.org/project/lightning-flash,1200.0,1884.0,https://anaconda.org/conda-forge/lightning-flash,2021-08-24 20:02:16.116,2025-04-22 14:57:59.303,2025-04-22 14:57:59.303000,40380.0,14.0,,,,,,2.0,,,,,,,,,,,
335,detecto,alankbi/detecto,pytorch-utils,,{},12.0,Build fully-functioning computer vision models with PyTorch.,10,False,detecto,conda-forge/detecto,,,['pytorch'],196.0,196.0,https://pypi.org/project/detecto,12485.0,12644.0,https://anaconda.org/conda-forge/detecto,2021-06-09 14:10:48.390,2025-04-22 14:57:54.494,2025-04-22 14:57:54.494000,9726.0,2.0,,,,,,2.0,,,,,,,,,,,
336,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,{},25.0,Python implementations of metric learning algorithms.,10,False,metric-learn,conda-forge/metric-learn,,,['sklearn'],506.0,506.0,https://pypi.org/project/metric-learn,5983.0,6272.0,https://anaconda.org/conda-forge/metric-learn,2020-07-01 11:28:55.023,2025-04-22 14:57:23.763,2025-04-22 14:57:23.763000,20815.0,4.0,,,,,,3.0,,,,,,,,,,,
337,alibi-detect,SeldonIO/alibi-detect,others,,{},28.0,,10,False,alibi-detect,,,,,647.0,647.0,https://pypi.org/project/alibi-detect,78981.0,78981.0,,,,,,,,,,,,3.0,,,,,,,,,,,
338,BioPandas,rasbt/biopandas,others,,{},18.0,Molecular Structures in Pandas DataFrames.,10,False,biopandas,conda-forge/biopandas,,,['pandas'],411.0,411.0,https://pypi.org/project/biopandas,30778.0,36170.0,https://anaconda.org/conda-forge/biopandas,2020-08-04 11:39:32.572,2025-04-22 14:56:30.745,2025-04-22 14:56:30.745000,382857.0,12.0,,,,,,3.0,,,,,,,,,,,
339,metricflow,transform-data/metricflow,others,,{},56.0,,10,False,metricflow,,,,,79.0,79.0,https://pypi.org/project/metricflow,2364319.0,2364319.0,,,,,,,,,,,,3.0,,,,,,,,,,,
340,gplearn,trevorstephens/gplearn,others,,{},13.0,"gplearn implements Genetic Programming in Python, with a scikit-learn inspired and compatible API.",10,False,gplearn,conda-forge/gplearn,,,['sklearn'],745.0,745.0,https://pypi.org/project/gplearn,48638.0,48824.0,https://anaconda.org/conda-forge/gplearn,2020-06-18 15:08:16.907,2026-01-07 23:59:23.701,2026-01-07 23:59:23.701000,13635.0,3.0,,,,,,3.0,,,,,,,,,,,
341,Jina,jina-ai/jina,ml-frameworks,,{},185.0,Build cross-modal and multi-modal applications on the cloud.,9,False,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,25729.0,60917.0,https://anaconda.org/conda-forge/jina-core,2021-09-02 15:10:14.675,2025-04-22 14:57:59.713,2025-04-22 14:57:59.713000,128742.0,45.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,9.0,9.0,1912255.0,3.0,,,,,,,,,,,
342,anomalib,openvinotoolkit/anomalib,ml-frameworks,,{},121.0,,9,False,anomalib,,,,,219.0,219.0,https://pypi.org/project/anomalib,43197.0,43197.0,,,,,,,,,,,,3.0,,,,,,,,,,,
343,Ludwig,ludwig-ai/ludwig,ml-frameworks,,{},159.0,,9,False,ludwig,,,,['tensorflow'],366.0,366.0,https://pypi.org/project/ludwig,3548.0,3548.0,,,,,,,,,,,,3.0,,,,,,,,,,,
344,mlpack,mlpack/mlpack,ml-frameworks,,{},341.0,"mlpack: a fast, header-only machine learning library.",9,False,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3166.0,9986.0,https://anaconda.org/conda-forge/mlpack,2020-06-19 07:49:40.555,2026-06-20 14:06:36.438,2026-06-20 14:06:36.438000,497882.0,17.0,,,,,,3.0,,,,,,,,,,,
345,sense2vec,explosion/sense2vec,nlp,,{},20.0,word2vec with NLP-specific tokens.,9,False,sense2vec,conda-forge/sense2vec,,,,472.0,472.0,https://pypi.org/project/sense2vec,1543.0,2867.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:11:50.060,2025-04-22 14:57:12.924,2025-04-22 14:57:12.924000,79453.0,3.0,,,,,,3.0,,,,,,,,,,,
346,adapters,Adapter-Hub/adapters,nlp,,{},18.0,,9,False,adapters,,,,['huggingface'],284.0,284.0,https://pypi.org/project/adapters,87576.0,87576.0,,,,,,,,,,,,3.0,,,,,,,,,,,
347,Augmentor,mdbloice/Augmentor,image,,{},23.0,,9,False,Augmentor,,,,,969.0,969.0,https://pypi.org/project/Augmentor,7440.0,7440.0,,,,,,,,,,,,3.0,,,,,,,,,,,
348,PaddleSeg,PaddlePaddle/PaddleSeg,image,,{},131.0,,9,False,paddleseg,,,,['paddle'],1492.0,1492.0,https://pypi.org/project/paddleseg,2257.0,2257.0,,,,,,,,,,,,3.0,,,,,,,,,,,
349,opencv-python,opencv/opencv-python,image,,{},61.0,,9,False,opencv-python,,,,,,,https://pypi.org/project/opencv-python,57584132.0,57584132.0,,,,,,,,,,,,3.0,,,,,,,,,,,
350,Image Deduplicator,idealo/imagededup,image,,{},19.0,,9,False,imagededup,,,,['tensorflow'],215.0,215.0,https://pypi.org/project/imagededup,143155.0,143155.0,,,,,,,,,,,,3.0,,,,,,,,,,,
351,Chartify,spotify/chartify,data-viz,,{},27.0,Python library to make plotting simpler for data scientists.,9,False,chartify,conda-forge/chartify,,,,86.0,86.0,https://pypi.org/project/chartify,977.0,1467.0,https://anaconda.org/conda-forge/chartify,2018-11-26 21:34:46.186,2025-04-22 14:56:57.373,2025-04-22 14:56:57.373000,45150.0,10.0,,,,,,3.0,,,,,,,,,,,
352,PandasGUI,adamerose/pandasgui,data-viz,,{},15.0,A GUI for Pandas DataFrames.,9,False,pandasgui,conda-forge/pandasgui,,,['pandas'],533.0,533.0,https://pypi.org/project/pandasgui,2589.0,3278.0,https://anaconda.org/conda-forge/pandasgui,2021-01-27 21:17:12.748,2025-04-22 14:57:45.598,2025-04-22 14:57:45.598000,45498.0,2.0,,,,,,3.0,,,,,,,,,,,
353,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,{},113.0,A suite of visual analysis and diagnostic tools for machine learning.,9,False,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,601097.0,602673.0,https://anaconda.org/conda-forge/yellowbrick,2020-08-07 07:09:40.588,2025-04-22 14:57:33.497,2025-04-22 14:57:33.497000,111934.0,6.0,,,,,,2.0,,,,,,,,,,,
