,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
458,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,{},47.0,,7,False,sklearn-genetic-opt,,,,,74.0,74.0,https://pypi.org/project/sklearn-genetic-opt,5399.0,5399.0,,,,,,,,,,,,3.0,,,,,,,,,,,
459,SMAC3,automl/SMAC3,hyperopt,,{},81.0,Sequential Model-based Algorithm Configuration.,7,False,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,27394.0,28119.0,https://anaconda.org/conda-forge/smac,2021-03-19 15:08:39.735,2025-04-22 14:57:48.900,2025-04-22 14:57:48.900000,46429.0,16.0,,,,,,3.0,,,,,,,,,,,
460,lightwood,mindsdb/lightwood,hyperopt,,{},50.0,,7,False,lightwood,,,,['pytorch'],139.0,139.0,https://pypi.org/project/lightwood,7018.0,7018.0,,,,,,,,,,,,3.0,,,,,,,,,,,
461,Labml,labmlai/labml,ml-experiments,,{},9.0,,7,False,labml,,,,,249.0,249.0,https://pypi.org/project/labml,1135.0,1135.0,,,,,,,,,,,,3.0,,,,,,,,,,,
462,Guild AI,guildai/guildai,ml-experiments,,{},30.0,,7,False,guildai,,,,,107.0,107.0,https://pypi.org/project/guildai,1104.0,1104.0,,,,,,,,,,,,3.0,,,,,,,,,,,
463,Dopamine,google/dopamine,reinforcement-learning,,{},15.0,,7,False,dopamine-rl,,,,['tensorflow'],24.0,24.0,https://pypi.org/project/dopamine-rl,87601.0,87601.0,,,,,,,,,,,,2.0,,,,,,,,,,,
464,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,{},130.0,,7,False,finrl,,,,,114.0,114.0,https://pypi.org/project/finrl,4489.0,4489.0,,,,,,,,,,,,2.0,,,,,,,,,,,
465,keras-rl,keras-rl/keras-rl,reinforcement-learning,,{},41.0,,7,False,keras-rl,,,,['tensorflow'],836.0,836.0,https://pypi.org/project/keras-rl,596.0,596.0,,,,,,,,,,,,2.0,,,,,,,,,,,
466,Glow,projectglow/glow,medical-data,,{},29.0,An open-source toolkit for large-scale genomic analysis.,7,False,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,39735.0,39877.0,https://anaconda.org/conda-forge/glow,2021-02-25 05:34:28.952,2025-04-22 14:57:47.356,2025-04-22 14:57:47.356000,9244.0,3.0,,,,,,3.0,,,,,,,,,,,
467,SynapseML,microsoft/SynapseML,distributed-ml,,{},128.0,,7,False,synapseml,,,,,,,https://pypi.org/project/synapseml,1789229.0,1789229.0,,,,,,,,,,,,3.0,,,,,,,,,,,
468,Hivemind,learning-at-home/hivemind,distributed-ml,,{},34.0,,7,False,hivemind,,,,,135.0,135.0,https://pypi.org/project/hivemind,2533.0,2533.0,,,,,,,,,,,,3.0,,,,,,,,,,,
469,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,{},34.0,Deep learning with TensorFlow on Apache Spark clusters.,7,False,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,12151.0,12606.0,https://anaconda.org/conda-forge/tensorflowonspark,2019-12-05 16:17:47.431,2025-04-22 14:57:18.376,2025-04-22 14:57:18.376000,36010.0,10.0,,,,,,3.0,,,,,,,,,,,
470,miceforest,AnotherSamWilson/miceforest,tabular,,{},9.0,Fast multiple imputation with random forests.,7,False,miceforest,conda-forge/miceforest,,,,,,https://pypi.org/project/miceforest,100305.0,100731.0,https://anaconda.org/conda-forge/miceforest,2021-07-23 19:20:49.403,2025-04-22 14:57:57.911,2025-04-22 14:57:57.911000,25574.0,8.0,,,,,,2.0,,,,,,,,,,,
471,orbit,uber/orbit,time-series-data,,{},23.0,Orbit is a package for bayesian time series modeling and inference.,7,False,orbit-ml,conda-forge/orbit-ml,,,,,,https://pypi.org/project/orbit-ml,15633.0,16420.0,https://anaconda.org/conda-forge/orbit-ml,2022-01-18 22:39:37.059,2026-03-06 03:11:30.016,2026-03-06 03:11:30.016000,42507.0,9.0,,,,,,3.0,,,,,,,,,,,
472,greykite,linkedin/greykite,time-series-data,,{},10.0,,7,False,greykite,,,,,49.0,49.0,https://pypi.org/project/greykite,11008.0,11008.0,,,,,,,,,,,,3.0,,,,,,,,,,,
473,pydlm,wwrechard/pydlm,time-series-data,,{},7.0,,7,False,pydlm,,,,,41.0,41.0,https://pypi.org/project/pydlm,64755.0,64755.0,,,,,,,,,,,,3.0,,,,,,,,,,,
474,tick,X-DataInitiative/tick,time-series-data,,{},22.0,,7,False,tick,,,,,97.0,97.0,https://pypi.org/project/tick,1691.0,1691.0,,,,,,,,,,,,3.0,,,,,,,,,,,
475,Magenta,magenta/magenta,audio,,{},155.0,,7,False,magenta,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/magenta,2284.0,2284.0,,,,,,,,,,,,3.0,,,,,,,,,,,
476,OMLT,cog-imperial/omlt,model-serialisation,,{},22.0,,7,False,omlt,,,,,35.0,35.0,https://pypi.org/project/omlt,11621.0,11621.0,,,,,,,,,,,,3.0,,,,,,,,,,,
477,Hummingbird,microsoft/hummingbird,model-serialisation,,{},40.0,Convert trained traditional machine learning models into tensor computations.,7,False,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,24231.0,25362.0,https://anaconda.org/conda-forge/hummingbird-ml,2021-03-13 14:12:18.710,2025-04-22 14:57:48.691,2025-04-22 14:57:48.691000,72397.0,15.0,,,,,,3.0,,,,,,,,,,,
478,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,{},29.0,,7,False,tf-encrypted,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/tf-encrypted,3360.0,3360.0,,,,,,,,,,,,2.0,,,,,,,,,,,
479,Funsor,pyro-ppl/funsor,probabilistics,,{},14.0,,7,False,funsor,,,,['pytorch'],109.0,109.0,https://pypi.org/project/funsor,44653.0,44653.0,,,,,,,,,,,,3.0,,,,,,,,,,,
480,pomegranate,jmschrei/pomegranate,probabilistics,,{},75.0,"Pomegranate is a graphical models library for Python. Fast, flexible and easy to use probabilistic modelling in Python.",7,False,pomegranate,conda-forge/pomegranate,,,,,,https://pypi.org/project/pomegranate,36330.0,40072.0,https://anaconda.org/conda-forge/pomegranate,2020-05-18 06:13:08.914,2025-04-22 14:57:07.761,2025-04-22 14:57:07.761000,276920.0,9.0,,,,,,3.0,,,,,,,,,,,
481,formulaic,matthewwardrop/formulaic,probabilistics,,{},14.0,,7,False,formulaic,,,,,,,https://pypi.org/project/formulaic,3719289.0,3719289.0,,,,,,,,,,,,3.0,,,,,,,,,,,
482,tnt,pytorch/tnt,pytorch-utils,,{},161.0,,7,False,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,101239.0,101239.0,,,,,,,,,,,,3.0,,,,,,,,,,,
483,TabNet,dreamquark-ai/tabnet,pytorch-utils,,{},21.0,PyTorch implementation of TabNet.,7,False,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,58512.0,58769.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-18 12:18:01.185,2025-04-22 14:58:07.520,2025-04-22 14:58:07.520000,14150.0,3.0,,,,,,3.0,,,,,,,,,,,
484,Saliency,PAIR-code/saliency,tensorflow-utils,,{},18.0,,7,False,saliency,,,,['tensorflow'],156.0,156.0,https://pypi.org/project/saliency,10723.0,10723.0,,,,,,,,,,,,3.0,,,,,,,,,,,
485,combo,yzhao062/combo,sklearn-utils,,{},2.0,,7,False,combo,,,,"['sklearn', 'xgboost']",731.0,731.0,https://pypi.org/project/combo,59808.0,59808.0,,,,,,,,,,,,3.0,,,,,,,,,,,
486,avalanche,ContinualAI/avalanche,others,,{},87.0,,7,False,avalanche-lib,,,,,151.0,151.0,https://pypi.org/project/avalanche-lib,2313.0,2313.0,,,,,,,,,,,,3.0,,,,,,,,,,,
487,rrcf,kLabUM/rrcf,others,,{},7.0,,7,False,rrcf,,,,,107.0,107.0,https://pypi.org/project/rrcf,10824.0,10824.0,,,,,,,,,,,,3.0,,,,,,,,,,,
488,Neural Tangents,google/neural-tangents,ml-frameworks,,{},30.0,,6,False,neural-tangents,,,,,,,https://pypi.org/project/neural-tangents,1649.0,1649.0,,,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,
489,english-words,dwyl/english-words,nlp,,{},34.0,,6,False,english-words,,,,,,,https://pypi.org/project/english-words,124681.0,124681.0,,,,,,,,,,,,3.0,,,,,,,,,,,
490,textaugment,dsfsi/textaugment,nlp,,{},10.0,,6,False,textaugment,,,,,185.0,185.0,https://pypi.org/project/textaugment,1954.0,1954.0,,,,,,,,,,,,3.0,,,,,,,,,,,
491,promptsource,bigscience-workshop/promptsource,nlp,,{},65.0,,6,False,promptsource,,,,,130.0,130.0,https://pypi.org/project/promptsource,286.0,286.0,,,,,,,,,,,,3.0,,,,,,,,,,,
492,ffcv,libffcv/ffcv,image,,{},31.0,,6,False,ffcv,,,,,78.0,78.0,https://pypi.org/project/ffcv,700.0,700.0,,,,,,,,,,,,3.0,,,,,,,,,,,
493,layout-parser,Layout-Parser/layout-parser,image,,{},9.0,,6,False,layoutparser,,,,,,,https://pypi.org/project/layoutparser,1126812.0,1126812.0,,,,,,,,,,,,3.0,,,,,,,,,,,
494,CellProfiler,CellProfiler/CellProfiler,image,,{},147.0,,6,False,cellprofiler,,,,,28.0,28.0,https://pypi.org/project/cellprofiler,2491.0,2491.0,,,,,,,,,,,,3.0,,,,,,,,,,,
495,MMF,facebookresearch/mmf,image,,{},131.0,,6,False,mmf,,,,['pytorch'],23.0,23.0,https://pypi.org/project/mmf,118.0,118.0,,,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,
496,tensorflow-graphics,tensorflow/graphics,image,,{},41.0,,6,False,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,125377.0,125377.0,,,,,,,,,,,,3.0,,,,,,,,,,,
497,doctr,mindee/doctr,image,,{},75.0,,6,False,python-doctr,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/python-doctr,309964.0,309964.0,,,,,,,,,,,,3.0,,,,,,,,,,,
498,doc2text,jlsutherland/doc2text,ocr,,{},5.0,,6,False,doc2text,,,,,185.0,185.0,https://pypi.org/project/doc2text,5617.0,5617.0,,,,,,,,,,,,3.0,,,,,,,,,,,
499,vegafusion,vegafusion/vegafusion,data-viz,,{},7.0,Server-side acceleration for the Vega visualization grammar.,6,False,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,835.0,13959.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2022-03-05 16:45:20.250,2025-10-27 16:33:07.200,2025-10-27 16:33:07.200000,678867.0,46.0,,,,,,3.0,,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,69.0,,,,,,
500,data-validation,tensorflow/data-validation,data-viz,,{},32.0,,6,False,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-data-validation,78520.0,78520.0,,,,,,,,,,,,3.0,,,,,,,,,,,
501,Facets Overview,pair-code/facets,data-viz,,{},31.0,,6,False,facets-overview,,,,['jupyter'],,,https://pypi.org/project/facets-overview,222097.0,222097.0,,,,,,,,,,,,3.0,,,,,,,,,,,
502,PDPbox,SauceCat/PDPbox,interpretability,,{},7.0,Python partial dependence plot toolbox.,6,False,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,9317.0,9745.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:47.253,2025-04-22 14:57:08.147,2025-04-22 14:57:08.147000,27450.0,3.0,,,,,,3.0,,,,,,,,,,,
503,DeepGraph,deepgraph/deepgraph,graph,,{},3.0,Analyze Data with Pandas-based Networks.,6,False,deepgraph,conda-forge/deepgraph,,,['pandas'],,,https://pypi.org/project/deepgraph,921.0,8907.0,https://anaconda.org/conda-forge/deepgraph,2020-10-01 14:55:54.354,2025-11-09 00:27:39.440,2025-11-09 00:27:39.440000,551046.0,7.0,,,,,,3.0,,,,,,,,,,,
504,Backtesting.py,kernc/backtesting.py,financial-data,,{},46.0,,6,False,backtesting,,,,,,,https://pypi.org/project/backtesting,175925.0,175925.0,,,,,,,,,,,,3.0,,,,,,,,,,,
505,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,{},16.0,,6,False,hyperactive,,,,,51.0,51.0,https://pypi.org/project/hyperactive,3736.0,3736.0,,,,,,,,,,,,3.0,,,,,,,,,,,
506,orion,Epistimio/orion,hyperopt,,{},34.0,,6,False,orion,,,,,127.0,127.0,https://pypi.org/project/orion,575.0,575.0,,,,,,,,,,,,3.0,,,,,,,,,,,
507,FEDOT,nccr-itmo/FEDOT,hyperopt,,{},41.0,,6,False,fedot,,,,,65.0,65.0,https://pypi.org/project/fedot,872.0,872.0,,,,,,,,,,,,3.0,,,,,,,,,,,
508,Sherpa,sherpa-ai/sherpa,hyperopt,,{},43.0,,6,False,parameter-sherpa,,,,,43.0,43.0,https://pypi.org/project/parameter-sherpa,550.0,550.0,,,,,,,,,,,,3.0,,,,,,,,,,,
509,PFRL,pfnet/pfrl,reinforcement-learning,,{},21.0,,6,False,pfrl,,,,,128.0,128.0,https://pypi.org/project/pfrl,397.0,397.0,,,,,,,,,,,,3.0,,,,,,,,,,,
510,PARL,PaddlePaddle/PARL,reinforcement-learning,,{},46.0,,6,False,parl,,,,['paddle'],140.0,140.0,https://pypi.org/project/parl,377.0,377.0,,,,,,,,,,,,3.0,,,,,,,,,,,
511,garage,rlworkgroup/garage,reinforcement-learning,,{},80.0,,6,False,garage,,,,['tensorflow'],124.0,124.0,https://pypi.org/project/garage,764.0,764.0,,,,,,,,,,,,3.0,,,,,,,,,,,
512,DeepVariant,google/deepvariant,medical-data,,{},44.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,6,False,,bioconda/deepvariant,,,['tensorflow'],4.0,4.0,,,845.0,https://anaconda.org/bioconda/deepvariant,2018-01-02 11:31:01.469,2026-03-06 20:45:38.817,2026-03-06 20:45:38.817000,86241.0,18.0,,,,,,3.0,,,,,,,,,,,
513,ColossalAI,hpcaitech/colossalai,distributed-ml,,{},199.0,,6,False,,,,,,555.0,555.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
514,horovod,horovod/horovod,distributed-ml,,{},177.0,,6,False,horovod,,,,,,,https://pypi.org/project/horovod,39627.0,39627.0,,,,,,,,,,,,3.0,,,,,,,,,stable/horovod,,
515,upgini,upgini/upgini,tabular,,{},13.0,,6,False,upgini,,,,,11.0,11.0,https://pypi.org/project/upgini,14844.0,14844.0,,,,,,,,,,,,3.0,,,,,,,,,,,
516,ydata-synthetic,ydataai/ydata-synthetic,tabular,,{},24.0,Synthetic data generation methods with different synthetization methods.,6,False,ydata-synthetic,conda-forge/ydata-synthetic,,,,,,https://pypi.org/project/ydata-synthetic,6292.0,6732.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-02-27 12:24:34.185,2025-04-22 14:58:36.339,2025-04-22 14:58:36.339000,18053.0,8.0,,,,,,3.0,,,,,,,,,,,
517,NeuralProphet,ourownstory/neural_prophet,time-series-data,,{},57.0,,6,False,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,88372.0,88372.0,,,,,,,,,,,,3.0,,,,,,,,,,,
518,luminol,linkedin/luminol,time-series-data,,{},9.0,,6,False,luminol,,,,,88.0,88.0,https://pypi.org/project/luminol,3113.0,3113.0,,,,,,,,,,,,3.0,,,,,,,,,,,
519,TF Recommenders,tensorflow/recommenders,recommender-systems,,{},47.0,,6,False,tensorflow-recommenders,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-recommenders,213021.0,213021.0,,,,,,,,,,,,3.0,,,,,,,,,,,
520,cuGraph,rapidsai/cugraph,gpu-utilities,,{},132.0,GPU accelerated graph algorithms.,6,False,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,960.0,2145.0,https://anaconda.org/conda-forge/libcugraph,2021-04-21 14:35:45.489,2025-04-22 14:57:50.593,2025-04-22 14:57:50.593000,74690.0,2.0,,,,,,3.0,,,,,,,,,,,
521,madgrad,facebookresearch/madgrad,pytorch-utils,,{},3.0,,6,False,madgrad,,,,['pytorch'],111.0,111.0,https://pypi.org/project/madgrad,3247.0,3247.0,,,,,,,,,,,,3.0,,,,,,,,,,,
522,TensorFlow I/O,tensorflow/io,tensorflow-utils,,{},116.0,,6,False,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,335577.0,335577.0,,,,,,,,,,,,3.0,,,,,,,,,,,
523,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,{},32.0,,6,False,tensorflow-transform,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-transform,172866.0,172866.0,,,,,,,,,,,,3.0,,,,,,,,,,,
524,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,{},90.0,,6,False,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,81158.0,81158.0,,,,,,,,,,,,3.0,,,,,,,,,,,
525,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,{},17.0,"lightning is a library for large-scale linear classification, regression and ranking in Python.",6,False,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],,,https://pypi.org/project/sklearn-contrib-lightning,3162.0,10557.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2016-07-03 15:38:42.846,2025-04-22 14:56:24.858,2025-04-22 14:56:24.858000,887461.0,4.0,,,,,,3.0,,,,,,,,,,,
526,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,{},7.0,,6,False,scikit-tda,,,,['sklearn'],99.0,99.0,https://pypi.org/project/scikit-tda,1494.0,1494.0,,,,,,,,,,,,3.0,,,,,,,,,,,
527,AstroML,astroML/astroML,others,,{},31.0,Tools for machine learning and data mining in Astronomy.,6,False,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,3321.0,5893.0,https://anaconda.org/conda-forge/astroml,2022-01-26 16:44:05.669,2025-04-22 14:56:39.232,2025-04-22 14:56:39.232000,138905.0,6.0,,,,,,3.0,,,,,,,,,,,
528,Apache Singa,apache/singa,distributed-ml,,{},102.0,SINGA is an Apache project for distributed deep learning.,5,False,,nusdbsystem/singa,apache/singa,,,6.0,6.0,,,136.0,https://anaconda.org/nusdbsystem/singa,2017-02-20 13:59:42.077,2025-03-25 16:26:36.714,2025-03-25 16:26:36.714000,1380.0,16.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,3.0,3.0,14055.0,3.0,,,,,,,,,,,
529,puncc,deel-ai/puncc,ml-frameworks,,{},6.0,,5,False,puncc,,,,,12.0,12.0,https://pypi.org/project/puncc,3929.0,3929.0,,,,,,,,,,,,3.0,,,,,,,,,,,
530,MindsDB,mindsdb/mindsdb,ml-frameworks,,{},907.0,,5,False,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,6388.0,6388.0,,,,,,,,,,,,3.0,,,,,,,,,,,
531,DeepKE,zjunlp/deepke,nlp,,{},34.0,,5,False,deepke,,,,['pytorch'],25.0,25.0,https://pypi.org/project/deepke,518.0,518.0,,,,,,,,,,,,3.0,,,,,,,,,,,
532,finetune,IndicoDataSolutions/finetune,nlp,,{},25.0,,5,False,finetune,,,,"['tensorflow', 'sklearn']",16.0,16.0,https://pypi.org/project/finetune,245.0,245.0,,,,,,,,,,,,3.0,,,,,,,,,,,
533,Ciphey,Ciphey/Ciphey,nlp,,{},60.0,,5,False,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,37665.0,37665.0,,,,,,,https://hub.docker.com/r/remnux/ciphey,,,,,3.0,,,,,,,,,,,
534,ollama,jmorganca/ollama,agents,,{},611.0,,5,False,,,,,,71.0,71.0,,,,,,,,,,,,,,,3.0,-38.0,,,,,,,,,,
535,pytorchvideo,facebookresearch/pytorchvideo,image,,{},62.0,,5,False,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,34146.0,34146.0,,,,,,,,,,,,3.0,,,,,,,,,,,
536,deep-daze,lucidrains/deep-daze,image,,{},14.0,,5,False,deep-daze,,,,,56.0,56.0,https://pypi.org/project/deep-daze,310.0,310.0,,,,,,,,,,,,3.0,,,,,,,,,,,
537,kubric,google-research/kubric,image,,{},34.0,,5,False,kubric-nightly,,,,,8.0,8.0,https://pypi.org/project/kubric-nightly,1749.0,1749.0,,,,,,,,,,,,3.0,,,,,,,,,,,
538,PaddleDetection,PaddlePaddle/PaddleDetection,image,,{},188.0,,5,False,paddledet,,,,['paddle'],,,https://pypi.org/project/paddledet,3349.0,3349.0,,,,,,,,,,,,3.0,,,,,,,,,,,
539,Popmon,ing-bank/popmon,data-viz,,{},20.0,,5,False,popmon,,,,"['pandas', 'spark']",22.0,22.0,https://pypi.org/project/popmon,2112.0,2112.0,,,,,,,,,,,,3.0,,,,,,,,,,,
540,CausalNex,quantumblacklabs/causalnex,interpretability,,{},,,5,False,causalnex,,,,"['pytorch', 'sklearn']",,,https://pypi.org/project/causalnex,1349.0,1349.0,,,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,
541,Model Analysis,tensorflow/model-analysis,interpretability,,{},61.0,,5,False,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,26689.0,26689.0,,,,,,,,,,,,3.0,,,,,,,,,,,
542,LOFO,aerdem4/lofo-importance,interpretability,,{},6.0,,5,False,lofo-importance,,,,,43.0,43.0,https://pypi.org/project/lofo-importance,1053.0,1053.0,,,,,,,,,,,,3.0,,,,,,,,,,,
543,Skater,oracle/Skater,interpretability,,{},,Python Library for Model Agnostic Interpretation.,5,False,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,313.0,3913.0,https://anaconda.org/conda-forge/skater,2020-07-05 18:35:27.012,2025-11-03 16:10:36.918,2025-11-03 16:10:36.918000,259208.0,2.0,,,,,,3.0,,,,,,,,,,,
544,XAI,EthicalML/xai,interpretability,,{},3.0,,5,False,xai,,,,,45.0,45.0,https://pypi.org/project/xai,657.0,657.0,,,,,,,,,,,,3.0,,,,,,,,,,,
545,DiCE,interpretml/DiCE,interpretability,,{},23.0,,5,False,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,36476.0,36476.0,,,,,,,,,,,,3.0,,,,,,,,,,,
546,deepsnap,snap-stanford/deepsnap,graph,,{},18.0,,5,False,deepsnap,,,,,134.0,134.0,https://pypi.org/project/deepsnap,732.0,732.0,,,,,,,,,,,,3.0,,,,,,,,,,,
547,pygraphistry,graphistry/pygraphistry,graph,,{},51.0,,5,False,graphistry,,,,['jupyter'],,,https://pypi.org/project/graphistry,11018.0,11018.0,,,,,,,,,,,,3.0,,,,,,,,,,,
548,FinQuant,fmilthaler/FinQuant,financial-data,,{},7.0,,5,False,FinQuant,,,,,100.0,100.0,https://pypi.org/project/FinQuant,744.0,744.0,,,,,,,,,,,,3.0,,,,,,,,,,,
549,Neuraxle,Neuraxio/Neuraxle,hyperopt,,{},9.0,,5,False,neuraxle,,,,,69.0,69.0,https://pypi.org/project/neuraxle,341.0,341.0,,,,,,,,,,,,3.0,,,,,,,,,,,
550,TF-Agents,tensorflow/agents,reinforcement-learning,,{},155.0,,5,False,tf-agents,,,,['tensorflow'],,,https://pypi.org/project/tf-agents,6440.0,6440.0,,,,,,,,,,,,3.0,,,,,,,,,,,
551,Fiber,uber/fiber,distributed-ml,,{},5.0,,5,False,fiber,,,,,96.0,96.0,https://pypi.org/project/fiber,233.0,233.0,,,,,,,,,,,,3.0,,,,,,,,,,,
552,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,{},29.0,,5,False,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,9044.0,9044.0,,,,,,,,,,,,3.0,,,,,,,,,,,
553,N2,kakao/n2,nn-search,,{},22.0,,5,False,n2,,,,,40.0,40.0,https://pypi.org/project/n2,1079.0,1079.0,,,,,,,,,,,,3.0,,,,,,,,,,,
554,TF Ranking,tensorflow/ranking,recommender-systems,,{},36.0,,5,False,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,54715.0,54715.0,,,,,,,,,,,,3.0,,,,,,,,,,,
555,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,{},20.0,,5,False,recmetrics,,,,,64.0,64.0,https://pypi.org/project/recmetrics,538.0,538.0,,,,,,,,,,,,3.0,,,,,,,,,,,
556,PipelineDP,OpenMined/PipelineDP,privacy-ml,,{},35.0,,5,False,pipeline-dp,,,,,16.0,16.0,https://pypi.org/project/pipeline-dp,632.0,632.0,,,,,,,,,,,,2.0,,,,,,,,,,,
557,PySyft,OpenMined/PySyft,privacy-ml,,{},523.0,,5,False,syft,,,,['pytorch'],1.0,1.0,https://pypi.org/project/syft,6378.0,6378.0,,,,,,,,,,,,2.0,,,,,,,,,,,
558,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,{},62.0,,5,False,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,10698.0,10698.0,,,,,,,,,,,,2.0,,,,,,,,,,,
559,cuML,rapidsai/cuml,gpu-utilities,,{},201.0,,5,False,cuml,,,,,,,https://pypi.org/project/cuml,1798.0,1798.0,,,,,,,,,,,,3.0,,,,,,,,,,,
560,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,{},32.0,,5,False,merlin-core,,,,,,,https://pypi.org/project/merlin-core,11044.0,11044.0,,,,,,,,,,,,3.0,,,,,,,,,,,
561,AdaBound,Luolc/AdaBound,pytorch-utils,,{},2.0,,5,False,adabound,,,,['pytorch'],233.0,233.0,https://pypi.org/project/adabound,944.0,944.0,,,,,,,,,,,,3.0,,,,,,,,,,,
562,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,{},23.0,,5,False,poutyne,,,,['pytorch'],,,https://pypi.org/project/poutyne,20410.0,20410.0,,,,,,,,,,,,3.0,,,,,,,,,,,
563,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,{},18.0,,5,False,facenet-pytorch,,,,['pytorch'],,,https://pypi.org/project/facenet-pytorch,142775.0,142775.0,,,,,,,,,,,,3.0,,,,,,,,,,,
564,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,{},30.0,,5,False,tensorflow-cloud,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-cloud,40268.0,40268.0,,,,,,,,,,,,3.0,,,,,,,,,,,
565,evojax,google/evojax,jax-utils,,{},14.0,EvoJAX: Hardware-accelerated Neuroevolution.,5,False,evojax,conda-forge/evojax,,,['jax'],,,https://pypi.org/project/evojax,1268.0,2278.0,https://anaconda.org/conda-forge/evojax,2022-02-14 16:32:21.864,2025-04-22 14:58:11.525,2025-04-22 14:58:11.525000,53553.0,20.0,,,,,,3.0,,,,,,,,,,,
566,pymdp,infer-actively/pymdp,others,,{},36.0,,5,False,inferactively-pymdp,,,,,,,https://pypi.org/project/inferactively-pymdp,13252.0,13252.0,,,,,,,,,,,,3.0,,,,,,,,,,,
