,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,recent_commit_count,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
475,Explainability 360,Trusted-AI/AIX360,interpretability,,{},43.0,,7,False,aix360,,,,,,,,,,,,,,,,,,1379.0,,175.0,175.0,https://pypi.org/project/aix360,1379.0,,,,3.0,,,,,,,,,,,,,,,,,,
476,StellarGraph,stellargraph/stellargraph,graph,,{},42.0,,7,False,stellargraph,,['tensorflow'],,,,,,,,,,,,,,,,500.0,,311.0,311.0,https://pypi.org/project/stellargraph,500.0,,,,3.0,,,,,,,,,,,,,,,,,,
477,Talos,autonomio/talos,hyperopt,,{},23.0,,7,False,talos,,['tensorflow'],,,,,,,,,,,,,,,,453.0,,208.0,208.0,https://pypi.org/project/talos,453.0,,,,3.0,,,,,,,,,,,,,,,,,,
478,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,{},50.0,,7,False,sklearn-genetic-opt,,,,,,,,,,,,,,,,,,2830.0,,75.0,75.0,https://pypi.org/project/sklearn-genetic-opt,2830.0,,,,3.0,,,,,,,,,,,,,,,,,,
479,SMAC3,automl/SMAC3,hyperopt,,{},83.0,Sequential Model-based Algorithm Configuration.,7,False,smac,conda-forge/smac,,,,2021-03-19 15:08:39.735,2025-04-22 14:57:48.900000,,,,,,,,,,,,26662.0,16.0,,,https://pypi.org/project/smac,25924.0,https://anaconda.org/conda-forge/smac,2025-04-22 14:57:48.900,48761.0,3.0,,,,,,,,,,,,,,,,,,
480,lightwood,mindsdb/lightwood,hyperopt,,{},50.0,,7,False,lightwood,,['pytorch'],,,,,,,,,,,,,,,,7650.0,,141.0,141.0,https://pypi.org/project/lightwood,7650.0,,,,3.0,,,,,,,,,,,,,,,,,,
481,Dopamine,google/dopamine,reinforcement-learning,,{},15.0,,7,False,dopamine-rl,,['tensorflow'],,,,,,,,,,,,,,,,69946.0,,24.0,24.0,https://pypi.org/project/dopamine-rl,69946.0,,,,3.0,,,,,,,,,,,,,,,,,,
482,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,{},130.0,,7,False,finrl,,,,,,,,,,,,,,,,,,2515.0,,115.0,115.0,https://pypi.org/project/finrl,2515.0,,,,3.0,,,,,,,,,,,,,,,,,,
483,keras-rl,keras-rl/keras-rl,reinforcement-learning,,{},41.0,,7,False,keras-rl,,['tensorflow'],,,,,,,,,,,,,,,,636.0,,836.0,836.0,https://pypi.org/project/keras-rl,636.0,,,,3.0,,,,,,,,,,,,,,,,,,
484,Glow,projectglow/glow,medical-data,,{},29.0,An open-source toolkit for large-scale genomic analysis.,7,False,glow.py,conda-forge/glow,,,,2021-02-25 05:34:28.952,2025-04-22 14:57:47.356000,,,,,,,,,,,,39525.0,3.0,,,https://pypi.org/project/glow.py,39380.0,https://anaconda.org/conda-forge/glow,2025-04-22 14:57:47.356,9719.0,3.0,,,,,,,,,,,,,,,,,,
485,SynapseML,microsoft/SynapseML,distributed-ml,,{},133.0,,7,False,synapseml,,,,,,,,,,,,,,,,,,1305986.0,,,,https://pypi.org/project/synapseml,1305986.0,,,,3.0,,,,,,,,,,,,,,,,,,
486,Hivemind,learning-at-home/hivemind,distributed-ml,,{},34.0,,7,False,hivemind,,,,,,,,,,,,,,,,,,6075.0,,135.0,135.0,https://pypi.org/project/hivemind,6075.0,,,,3.0,,,,,,,,,,,,,,,,,,
487,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,{},34.0,Deep learning with TensorFlow on Apache Spark clusters.,7,False,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,,2019-12-05 16:17:47.431,2025-04-22 14:57:18.376000,,,,,,,,,,,,9590.0,10.0,,,https://pypi.org/project/tensorflowonspark,9131.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-04-22 14:57:18.376,37247.0,3.0,,,,,,,,,,,,,,,,,,
488,orbit,uber/orbit,time-series-data,,{},23.0,Orbit is a package for bayesian time series modeling and inference.,7,False,orbit-ml,conda-forge/orbit-ml,,,,2022-01-18 22:39:37.059,2026-03-06 03:11:30.016000,,,,,,,,,,,,17277.0,9.0,,,https://pypi.org/project/orbit-ml,16464.0,https://anaconda.org/conda-forge/orbit-ml,2026-03-06 03:11:30.016,45560.0,3.0,,,,,,,,,,,,,,,,,,
489,ADTK,arundo/adtk,time-series-data,,{},11.0,A package for unsupervised time series anomaly detection.,7,False,adtk,conda-forge/adtk,,,,2020-03-04 17:10:14.111,2025-04-22 14:57:22.632000,,,,,,,,,,,,425850.0,3.0,,,https://pypi.org/project/adtk,425685.0,https://anaconda.org/conda-forge/adtk,2025-04-22 14:57:22.632,12923.0,3.0,,,,,,,,,,,,,,,,,,
490,RecBole,RUCAIBox/RecBole,recommender-systems,,{},79.0,"A unified, comprehensive and efficient recommendation library.",7,False,recbole,aibox/recbole,['pytorch'],,,2020-11-03 11:40:53.137,2025-03-25 16:28:44.170000,,,,,,,,,,,,42269.0,11.0,,,https://pypi.org/project/recbole,42121.0,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,10421.0,3.0,,,,,,,,,,,,,,,,,,
491,OMLT,cog-imperial/omlt,model-serialisation,,{},22.0,,7,False,omlt,,,,,,,,,,,,,,,,,,9555.0,,36.0,36.0,https://pypi.org/project/omlt,9555.0,,,,3.0,,,,,,,,,,,,,,,,,,
492,Hummingbird,microsoft/hummingbird,model-serialisation,,{},40.0,Convert trained traditional machine learning models into tensor computations.,7,False,hummingbird-ml,conda-forge/hummingbird-ml,,,,2021-03-13 14:12:18.710,2025-04-22 14:57:48.691000,,,,,,,,,,,,10728.0,15.0,,,https://pypi.org/project/hummingbird-ml,9594.0,https://anaconda.org/conda-forge/hummingbird-ml,2025-04-22 14:57:48.691,74848.0,3.0,,,,,,,,,,,,,,,,,,
493,pomegranate,jmschrei/pomegranate,probabilistics,,{},75.0,"Pomegranate is a graphical models library for Python. Fast, flexible and easy to use probabilistic modelling in Python.",7,False,pomegranate,conda-forge/pomegranate,,,,2020-05-18 06:13:08.914,2025-04-22 14:57:07.761000,,,,,,,,,,,,29429.0,9.0,,,https://pypi.org/project/pomegranate,25637.0,https://anaconda.org/conda-forge/pomegranate,2025-04-22 14:57:07.761,288233.0,3.0,,,,,,,,,,,,,,,,,,
494,formulaic,matthewwardrop/formulaic,probabilistics,,{},15.0,,7,False,formulaic,,,,,,,,,,,,,,,,,,6278279.0,,,,https://pypi.org/project/formulaic,6278279.0,,,,3.0,,,,,,,,,,,,,,,,,,
495,tnt,pytorch/tnt,pytorch-utils,,{},165.0,,7,False,torchtnt,,['pytorch'],,,,,,,,,,,,,,,,144367.0,,,,https://pypi.org/project/torchtnt,144367.0,,,,3.0,,,,,,,,,,,,,,,,,,
496,TabNet,dreamquark-ai/tabnet,pytorch-utils,,{},21.0,PyTorch implementation of TabNet.,7,False,pytorch-tabnet,conda-forge/pytorch-tabnet,['pytorch'],,,2021-12-18 12:18:01.185,2025-04-22 14:58:07.520000,,,,,,,,,,,,36511.0,3.0,,,https://pypi.org/project/pytorch-tabnet,36254.0,https://anaconda.org/conda-forge/pytorch-tabnet,2025-04-22 14:58:07.520,14695.0,3.0,,,,,,,,,,,,,,,,,,
497,Saliency,PAIR-code/saliency,tensorflow-utils,,{},18.0,,7,False,saliency,,['tensorflow'],,,,,,,,,,,,,,,,11940.0,,157.0,157.0,https://pypi.org/project/saliency,11940.0,,,,3.0,,,,,,,,,,,,,,,,,,
498,combo,yzhao062/combo,sklearn-utils,,{},2.0,,7,False,combo,,"['sklearn', 'xgboost']",,,,,,,,,,,,,,,,39656.0,,733.0,733.0,https://pypi.org/project/combo,39656.0,,,,3.0,,,,,,,,,,,,,,,,,,
499,dstack,dstackai/dstack,others,,{},76.0,,7,False,dstack,,,,,,,,,,,,,,,,,,30761.0,,26.0,26.0,https://pypi.org/project/dstack,30761.0,,,,3.0,,,,,,,,,,,,,,,,,,
500,avalanche,ContinualAI/avalanche,others,,{},87.0,,7,False,avalanche-lib,,,,,,,,,,,,,,,,,,1380.0,,152.0,152.0,https://pypi.org/project/avalanche-lib,1380.0,,,,3.0,,,,,,,,,,,,,,,,,,
501,Apache Singa,apache/singa,distributed-ml,,{},102.0,SINGA is an Apache project for distributed deep learning.,6,False,,nusdbsystem/singa,,,,2017-02-20 13:59:42.077,2025-03-25 16:26:36.714000,,,,,,,,3.0,,,,291.0,16.0,6.0,6.0,,,https://anaconda.org/nusdbsystem/singa,2025-03-25 16:26:36.714,1390.0,3.0,,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,3.0,32113.0,,,,,,,,,,,,
502,MindsDB,mindsdb/mindsdb,ml-frameworks,,{},908.0,,6,False,mindsdb,,['pytorch'],,,,,,,,,,,,,,,,10469.0,,,,https://pypi.org/project/mindsdb,10469.0,,,,3.0,,,,,,,,,,,,,,,,,,
503,english-words,dwyl/english-words,nlp,,{},34.0,,6,False,english-words,,,,,,,,,,,,,,,,,,122040.0,,,,https://pypi.org/project/english-words,122040.0,,,,3.0,,,,,,,,,,,,,,,,,,
504,promptsource,bigscience-workshop/promptsource,nlp,,{},65.0,,6,False,promptsource,,,,,,,,,,,,,,,,,,190.0,,130.0,130.0,https://pypi.org/project/promptsource,190.0,,,,3.0,,,,,,,,,,,,,,,,,,
505,Ciphey,Ciphey/Ciphey,nlp,,{},60.0,,6,False,ciphey,,,,,,,,,,,,,,,,,,104625.0,,,,https://pypi.org/project/ciphey,104625.0,,,,3.0,,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,,,,,,,,,,,,,,,
506,ffcv,libffcv/ffcv,image,,{},31.0,,6,False,ffcv,,,,,,,,,,,,,,,,,,320.0,,78.0,78.0,https://pypi.org/project/ffcv,320.0,,,,3.0,,,,,,,,,,,,,,,,,,
507,CellProfiler,CellProfiler/CellProfiler,image,,{},147.0,,6,False,cellprofiler,,,,,,,,,,,,,,,,,,5992.0,,28.0,28.0,https://pypi.org/project/cellprofiler,5992.0,,,,3.0,,,,,,,,,,,,,,,,,,
508,doc2text,jlsutherland/doc2text,ocr,,{},5.0,,6,False,doc2text,,,,,,,,,,,,,,,,,,2942.0,,185.0,185.0,https://pypi.org/project/doc2text,2942.0,,,,3.0,,,,,,,,,,,,,,,,,,
509,data-validation,tensorflow/data-validation,data-viz,,{},32.0,,6,False,tensorflow-data-validation,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,123112.0,,,,https://pypi.org/project/tensorflow-data-validation,123112.0,,,,3.0,,,,,,,,,,,,,,,,,,
510,PDPbox,SauceCat/PDPbox,interpretability,,{},7.0,Python partial dependence plot toolbox.,6,False,pdpbox,conda-forge/pdpbox,,,,2021-03-14 19:37:47.253,2025-04-22 14:57:08.147000,,,,,,,,,,,,11373.0,3.0,,,https://pypi.org/project/pdpbox,10949.0,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,27989.0,3.0,,,,,,,,,,,,,,,,,,
511,Paddle Graph Learning,PaddlePaddle/PGL,graph,,{},31.0,,6,False,pgl,,['paddle'],,,,,,,,,,,,,,,,534.0,,69.0,69.0,https://pypi.org/project/pgl,534.0,,,,3.0,,,,,,,,,,,,,,,,,,
512,AmpliGraph,Accenture/AmpliGraph,graph,,{},21.0,,6,False,ampligraph,,['tensorflow'],,,,,,,,,,,,,,,,225.0,,70.0,70.0,https://pypi.org/project/ampligraph,225.0,,,,3.0,,,,,,,,,,,,,,,,,,
513,DeepGraph,deepgraph/deepgraph,graph,,{},3.0,Analyze Data with Pandas-based Networks.,6,False,deepgraph,conda-forge/deepgraph,['pandas'],,,2020-10-01 14:55:54.354,2025-11-09 00:27:39.440000,,,,,,,,,,,,8621.0,7.0,,,https://pypi.org/project/deepgraph,620.0,https://anaconda.org/conda-forge/deepgraph,2025-11-09 00:27:39.440,568071.0,3.0,,,,,,,,,,,,,,,,,,
514,Backtesting.py,kernc/backtesting.py,financial-data,,{},46.0,,6,False,backtesting,,,,,,,,,,,,,,,,,,193931.0,,,,https://pypi.org/project/backtesting,193931.0,,,,3.0,,,,,,,,,,,,,,,,,,
515,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,{},16.0,,6,False,hyperactive,,,,,,,,,,,,,,,,,,3496.0,,53.0,53.0,https://pypi.org/project/hyperactive,3496.0,,,,3.0,,,,,,,,,,,,,,,,,,
516,orion,Epistimio/orion,hyperopt,,{},34.0,,6,False,orion,,,,,,,,,,,,,,,,,,641.0,,127.0,127.0,https://pypi.org/project/orion,641.0,,,,3.0,,,,,,,,,,,,,,,,,,
517,FEDOT,nccr-itmo/FEDOT,hyperopt,,{},43.0,,6,False,fedot,,,,,,,,,,,,,,,,,,659.0,,66.0,66.0,https://pypi.org/project/fedot,659.0,,,,3.0,,,,,,,,,,,,,,,,,,
518,Guild AI,guildai/guildai,ml-experiments,,{},30.0,,6,False,guildai,,,,,,,,,,,,,,,,,,553.0,,107.0,107.0,https://pypi.org/project/guildai,553.0,,,,3.0,,,,,,,,,,,,,,,,,,
519,PFRL,pfnet/pfrl,reinforcement-learning,,{},21.0,,6,False,pfrl,,,,,,,,,,,,,,,,,,246.0,,128.0,128.0,https://pypi.org/project/pfrl,246.0,,,,3.0,,,,,,,,,,,,,,,,,,
520,PARL,PaddlePaddle/PARL,reinforcement-learning,,{},46.0,,6,False,parl,,['paddle'],,,,,,,,,,,,,,,,310.0,,140.0,140.0,https://pypi.org/project/parl,310.0,,,,3.0,,,,,,,,,,,,,,,,,,
521,garage,rlworkgroup/garage,reinforcement-learning,,{},80.0,,6,False,garage,,['tensorflow'],,,,,,,,,,,,,,,,918.0,,124.0,124.0,https://pypi.org/project/garage,918.0,,,,3.0,,,,,,,,,,,,,,,,,,
522,DeepVariant,google/deepvariant,medical-data,,{},44.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,6,False,,bioconda/deepvariant,['tensorflow'],,,2018-01-02 11:31:01.469,2026-03-06 20:45:38.817000,,,,,,,,,,,,843.0,18.0,4.0,4.0,,,https://anaconda.org/bioconda/deepvariant,2026-03-06 20:45:38.817,87701.0,3.0,,,,,,,,,,,,,,,,,,
523,ColossalAI,hpcaitech/colossalai,distributed-ml,,{},199.0,,6,False,,,,,,,,,,,,,,,,,,,,,558.0,558.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
524,miceforest,AnotherSamWilson/miceforest,tabular,,{},9.0,Fast multiple imputation with random forests.,6,False,miceforest,conda-forge/miceforest,,,,2021-07-23 19:20:49.403,2025-04-22 14:57:57.911000,,,,,,,,,,,,39868.0,8.0,,,https://pypi.org/project/miceforest,39439.0,https://anaconda.org/conda-forge/miceforest,2025-04-22 14:57:57.911,26627.0,2.0,,,,,,,,,,,,,,,,,,
525,upgini,upgini/upgini,tabular,,{},13.0,,6,False,upgini,,,,,,,,,,,,,,,,,,13570.0,,11.0,11.0,https://pypi.org/project/upgini,13570.0,,,,2.0,,,,,,,,,,,,,,,,,,
526,ydata-synthetic,ydataai/ydata-synthetic,tabular,,{},24.0,Synthetic data generation methods with different synthetization methods.,6,False,ydata-synthetic,conda-forge/ydata-synthetic,,,,2023-02-27 12:24:34.185,2025-04-22 14:58:36.339000,,,,,,,,,,,,4649.0,8.0,,,https://pypi.org/project/ydata-synthetic,4200.0,https://anaconda.org/conda-forge/ydata-synthetic,2025-04-22 14:58:36.339,19340.0,2.0,,,,,,,,,,,,,,,,,,
527,NeuralProphet,ourownstory/neural_prophet,time-series-data,,{},57.0,,6,False,neuralprophet,,['pytorch'],,,,,,,,,,,,,,,,70610.0,,,,https://pypi.org/project/neuralprophet,70610.0,,,,3.0,,,,,,,,,,,,,,,,,,
528,greykite,linkedin/greykite,time-series-data,,{},10.0,,6,False,greykite,,,,,,,,,,,,,,,,,,7155.0,,50.0,50.0,https://pypi.org/project/greykite,7155.0,,,,3.0,,,,,,,,,,,,,,,,,,
529,pydlm,wwrechard/pydlm,time-series-data,,{},7.0,,6,False,pydlm,,,,,,,,,,,,,,,,,,44843.0,,41.0,41.0,https://pypi.org/project/pydlm,44843.0,,,,3.0,,,,,,,,,,,,,,,,,,
530,tick,X-DataInitiative/tick,time-series-data,,{},22.0,,6,False,tick,,,,,,,,,,,,,,,,,,872.0,,97.0,97.0,https://pypi.org/project/tick,872.0,,,,3.0,,,,,,,,,,,,,,,,,,
531,luminol,linkedin/luminol,time-series-data,,{},9.0,,6,False,luminol,,,,,,,,,,,,,,,,,,1901.0,,88.0,88.0,https://pypi.org/project/luminol,1901.0,,,,3.0,,,,,,,,,,,,,,,,,,
532,TF Recommenders,tensorflow/recommenders,recommender-systems,,{},47.0,,6,False,tensorflow-recommenders,,['tensorflow'],,,,,,,,,,,,,,,,166940.0,,,,https://pypi.org/project/tensorflow-recommenders,166940.0,,,,3.0,,,,,,,,,,,,,,,,,,
533,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,{},29.0,,6,False,tf-encrypted,,['tensorflow'],,,,,,,,,,,,,,,,908.0,,68.0,68.0,https://pypi.org/project/tf-encrypted,908.0,,,,2.0,,,,,,,,,,,,,,,,,,
534,cuGraph,rapidsai/cugraph,gpu-utilities,,{},134.0,GPU accelerated graph algorithms.,6,False,cugraph,conda-forge/libcugraph,,,,2021-04-21 14:35:45.489,2025-04-22 14:57:50.593000,,,,,,,,,,,,3296.0,2.0,,,https://pypi.org/project/cugraph,2122.0,https://anaconda.org/conda-forge/libcugraph,2025-04-22 14:57:50.593,76363.0,3.0,,,,,,,,,,,,,,,,,,
535,madgrad,facebookresearch/madgrad,pytorch-utils,,{},3.0,,6,False,madgrad,,['pytorch'],,,,,,,,,,,,,,,,2878.0,,111.0,111.0,https://pypi.org/project/madgrad,2878.0,,,,3.0,,,,,,,,,,,,,,,,,,
536,TensorFlow I/O,tensorflow/io,tensorflow-utils,,{},116.0,,6,False,tensorflow-io,,['tensorflow'],,,,,,,,,,,,,,,,249291.0,,,,https://pypi.org/project/tensorflow-io,249291.0,,,,3.0,,,,,,,,,,,,,,,,,,
537,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,{},32.0,,6,False,tensorflow-transform,,['tensorflow'],,,,,,,,,,,,,,,,96250.0,,,,https://pypi.org/project/tensorflow-transform,96250.0,,,,3.0,,,,,,,,,,,,,,,,,,
538,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,{},90.0,,6,False,tensorflow-model-optimization,,['tensorflow'],,,,,,,,,,,,,,,,70943.0,,,,https://pypi.org/project/tensorflow-model-optimization,70943.0,,,,3.0,,,,,,,,,,,,,,,,,,
539,AstroML,astroML/astroML,others,,{},31.0,Tools for machine learning and data mining in Astronomy.,6,False,astroML,conda-forge/astroml,['sklearn'],,,2022-01-26 16:44:05.669,2025-04-22 14:56:39.232000,,,,,,,,,,,,4605.0,6.0,,,https://pypi.org/project/astroML,2082.0,https://anaconda.org/conda-forge/astroml,2025-04-22 14:56:39.232,141327.0,3.0,,,,,,,,,,,,,,,,,,
540,puncc,deel-ai/puncc,ml-frameworks,,{},7.0,,5,False,puncc,,,,,,,,,,,,,,,,,,7284.0,,12.0,12.0,https://pypi.org/project/puncc,7284.0,,,,3.0,,,,,,,,,,,,,,,,,,
541,NeoML,neoml-lib/neoml,ml-frameworks,,{},41.0,,5,False,neoml,,,,Apache-2.0,,,,,,,,,,,,,,255.0,,2.0,2.0,https://pypi.org/project/neoml,255.0,,,,3.0,,,,,,,,,,,,,,,,,,
542,textaugment,dsfsi/textaugment,nlp,,{},10.0,,5,False,textaugment,,,,,,,,,,,,,,,,,,1038.0,,185.0,185.0,https://pypi.org/project/textaugment,1038.0,,,,3.0,,,,,,,,,,,,,,,,,,
543,DeepKE,zjunlp/deepke,nlp,,{},34.0,,5,False,deepke,,['pytorch'],,,,,,,,,,,,,,,,327.0,,25.0,25.0,https://pypi.org/project/deepke,327.0,,,,3.0,,,,,,,,,,,,,,,,,,
544,ollama,jmorganca/ollama,agents,,{},615.0,,5,False,,,,,,,,,,,,,,,,,,,,,71.0,71.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
545,pytorchvideo,facebookresearch/pytorchvideo,image,,{},62.0,,5,False,pytorchvideo,,['pytorch'],,,,,,,,,,,,,,,,32159.0,,,,https://pypi.org/project/pytorchvideo,32159.0,,,,3.0,,,,,,,,,,,,,,,,,,
546,kubric,google-research/kubric,image,,{},34.0,,5,False,kubric-nightly,,,,,,,,,,,,,,,,,,2199.0,,8.0,8.0,https://pypi.org/project/kubric-nightly,2199.0,,,,3.0,,,,,,,,,,,,,,,,,,
547,layout-parser,Layout-Parser/layout-parser,image,,{},9.0,,5,False,layoutparser,,,,,,,,,,,,,,,,,,101656.0,,,,https://pypi.org/project/layoutparser,101656.0,,,,3.0,,,,,,,,,,,,,,,,,,
548,tensorflow-graphics,tensorflow/graphics,image,,{},41.0,,5,False,tensorflow-graphics,,['tensorflow'],,,,,,,,,,,,,,,,41116.0,,,,https://pypi.org/project/tensorflow-graphics,41116.0,,,,3.0,,,,,,,,,,,,,,,,,,
549,Popmon,ing-bank/popmon,data-viz,,{},20.0,,5,False,popmon,,"['pandas', 'spark']",,,,,,,,,,,,,,,,1351.0,,22.0,22.0,https://pypi.org/project/popmon,1351.0,,,,3.0,,,,,,,,,,,,,,,,,,
550,CausalNex,quantumblacklabs/causalnex,interpretability,,{},,,5,False,causalnex,,"['pytorch', 'sklearn']",,Apache-2.0,,,,,,,,,,,,,,1706.0,,,,https://pypi.org/project/causalnex,1706.0,,,,3.0,,,,,,,,,,,,,,,,,,
551,Model Analysis,tensorflow/model-analysis,interpretability,,{},61.0,,5,False,tensorflow-model-analysis,,"['tensorflow', 'jupyter']",,,,,,,,,,,,,,,,20475.0,,,,https://pypi.org/project/tensorflow-model-analysis,20475.0,,,,3.0,,,,,,,,,,,,,,,,,,
552,LOFO,aerdem4/lofo-importance,interpretability,,{},6.0,,5,False,lofo-importance,,,,,,,,,,,,,,,,,,965.0,,43.0,43.0,https://pypi.org/project/lofo-importance,965.0,,,,3.0,,,,,,,,,,,,,,,,,,
553,Skater,oracle/Skater,interpretability,,{},,Python Library for Model Agnostic Interpretation.,5,False,skater,conda-forge/skater,,,,2020-07-05 18:35:27.012,2025-11-03 16:10:36.918000,,,,,,,,,,,,3680.0,2.0,,,https://pypi.org/project/skater,106.0,https://anaconda.org/conda-forge/skater,2025-11-03 16:10:36.918,264544.0,3.0,,,,,,,,,,,,,,,,,,
554,XAI,EthicalML/xai,interpretability,,{},3.0,,5,False,xai,,,,,,,,,,,,,,,,,,954.0,,45.0,45.0,https://pypi.org/project/xai,954.0,,,,3.0,,,,,,,,,,,,,,,,,,
555,DiCE,interpretml/DiCE,interpretability,,{},23.0,,5,False,dice-ml,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,30992.0,,,,https://pypi.org/project/dice-ml,30992.0,,,,3.0,,,,,,,,,,,,,,,,,,
556,deepsnap,snap-stanford/deepsnap,graph,,{},18.0,,5,False,deepsnap,,,,,,,,,,,,,,,,,,280.0,,134.0,134.0,https://pypi.org/project/deepsnap,280.0,,,,3.0,,,,,,,,,,,,,,,,,,
557,pygraphistry,graphistry/pygraphistry,graph,,{},53.0,,5,False,graphistry,,['jupyter'],,,,,,,,,,,,,,,,10272.0,,,,https://pypi.org/project/graphistry,10272.0,,,,3.0,,,,,,,,,,,,,,,,,,
558,FinQuant,fmilthaler/FinQuant,financial-data,,{},7.0,,5,False,FinQuant,,,,,,,,,,,,,,,,,,528.0,,100.0,100.0,https://pypi.org/project/FinQuant,528.0,,,,3.0,,,,,,,,,,,,,,,,,,
559,Sherpa,sherpa-ai/sherpa,hyperopt,,{},43.0,,5,False,parameter-sherpa,,,,,,,,,,,,,,,,,,147.0,,43.0,43.0,https://pypi.org/project/parameter-sherpa,147.0,,,,3.0,,,,,,,,,,,,,,,,,,
560,TF-Agents,tensorflow/agents,reinforcement-learning,,{},155.0,,5,False,tf-agents,,['tensorflow'],,,,,,,,,,,,,,,,4116.0,,,,https://pypi.org/project/tf-agents,4116.0,,,,3.0,,,,,,,,,,,,,,,,,,
561,N2,kakao/n2,nn-search,,{},22.0,,5,False,n2,,,,,,,,,,,,,,,,,,166.0,,40.0,40.0,https://pypi.org/project/n2,166.0,,,,3.0,,,,,,,,,,,,,,,,,,
562,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,{},20.0,,5,False,recmetrics,,,,,,,,,,,,,,,,,,167.0,,64.0,64.0,https://pypi.org/project/recmetrics,167.0,,,,3.0,,,,,,,,,,,,,,,,,,
563,TimeSide,Parisson/TimeSide,audio,,{},23.0,,5,False,TimeSide,,,,,,,,,,,,,,,,,,224.0,,20.0,20.0,https://pypi.org/project/TimeSide,224.0,,,,3.0,,,,,,,,,,,,,,,,,,
564,PySyft,OpenMined/PySyft,privacy-ml,,{},524.0,,5,False,syft,,['pytorch'],,,,,,,,,,,,,,,,7842.0,,1.0,1.0,https://pypi.org/project/syft,7842.0,,,,3.0,,,,,,,,,,,,,,,,,,
565,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,{},63.0,,5,False,tensorflow-privacy,,['tensorflow'],,,,,,,,,,,,,,,,9501.0,,,,https://pypi.org/project/tensorflow-privacy,9501.0,,,,3.0,,,,,,,,,,,,,,,,,,
566,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,{},32.0,,5,False,merlin-core,,,,,,,,,,,,,,,,,,11195.0,,,,https://pypi.org/project/merlin-core,11195.0,,,,3.0,,,,,,,,,,,,,,,,,,
567,AdaBound,Luolc/AdaBound,pytorch-utils,,{},2.0,,5,False,adabound,,['pytorch'],,,,,,,,,,,,,,,,780.0,,233.0,233.0,https://pypi.org/project/adabound,780.0,,,,3.0,,,,,,,,,,,,,,,,,,
568,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,{},23.0,,5,False,poutyne,,['pytorch'],,,,,,,,,,,,,,,,55003.0,,,,https://pypi.org/project/poutyne,55003.0,,,,3.0,,,,,,,,,,,,,,,,,,
569,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,{},18.0,,5,False,facenet-pytorch,,['pytorch'],,,,,,,,,,,,,,,,102419.0,,,,https://pypi.org/project/facenet-pytorch,102419.0,,,,3.0,,,,,,,,,,,,,,,,,,
570,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,{},31.0,,5,False,tensorflow-cloud,,['tensorflow'],,,,,,,,,,,,,,,,15421.0,,,,https://pypi.org/project/tensorflow-cloud,15421.0,,,,3.0,,,,,,,,,,,,,,,,,,
571,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,{},7.0,,5,False,scikit-tda,,['sklearn'],,,,,,,,,,,,,,,,712.0,,99.0,99.0,https://pypi.org/project/scikit-tda,712.0,,,,3.0,,,,,,,,,,,,,,,,,,
572,pymdp,infer-actively/pymdp,others,,{},38.0,,5,False,inferactively-pymdp,,,,,,,,,,,,,,,,,,25611.0,,,,https://pypi.org/project/inferactively-pymdp,25611.0,,,,3.0,,,,,,,,,,,,,,,,,,
