,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,recent_commit_count,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
259,DoWhy,py-why/dowhy,interpretability,,{},117.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions.,12,False,dowhy,conda-forge/dowhy,,,,2020-11-22 07:16:29.903,2025-07-13 12:15:04.418000,,,,,,,,,,,,185470.0,12.0,773.0,773.0,https://pypi.org/project/dowhy,184602.0,https://anaconda.org/conda-forge/dowhy,2025-07-13 12:15:04.418,60798.0,2.0,,,,,,,,,,,,,,,,,,
260,explainerdashboard,oegedijk/explainerdashboard,interpretability,,{},23.0,explainerdashboard allows you quickly build an interactive dashboard to explain the inner workings of your machine..,12,False,explainerdashboard,conda-forge/explainerdashboard,,,,2020-12-01 04:42:10.329,2026-02-09 15:37:35.767000,,,,,,,,,,,,60367.0,33.0,663.0,663.0,https://pypi.org/project/explainerdashboard,58992.0,https://anaconda.org/conda-forge/explainerdashboard,2026-02-09 15:37:35.767,94910.0,2.0,,,,,,,,,,,,,,,,,,
261,Satpy,pytroll/satpy,geospatial-data,,{},196.0,Meteorological processing package.,12,False,satpy,conda-forge/satpy,,,,2020-06-10 19:56:45.218,2026-03-05 18:39:22.244000,,,,,,,,,,,,46398.0,76.0,215.0,215.0,https://pypi.org/project/satpy,39500.0,https://anaconda.org/conda-forge/satpy,2026-03-05 18:39:22.244,517377.0,3.0,,,,,,,,,,,,,,,,,,
262,pymap3d,geospace-code/pymap3d,geospatial-data,,{},19.0,Pure Python 3-D geographic coordinate conversions and geodesy.,12,False,pymap3d,conda-forge/pymap3d,,,,2020-09-24 05:54:03.868,2025-07-08 12:06:19.595000,,,,,,,,,,,,863768.0,19.0,590.0,590.0,https://pypi.org/project/pymap3d,861725.0,https://anaconda.org/conda-forge/pymap3d,2025-07-08 12:06:19.595,147121.0,3.0,,,,,,,,,,,,,,,,,,
263,empyrical,quantopian/empyrical,financial-data,,{},23.0,Common financial risk metrics.,12,False,empyrical,conda-forge/empyrical,,,,2018-02-15 14:11:16.165,2025-04-22 14:56:47.167000,,,,,,,,,,,,27839.0,4.0,1825.0,1825.0,https://pypi.org/project/empyrical,27255.0,https://anaconda.org/conda-forge/empyrical,2025-04-22 14:56:47.167,60163.0,2.0,,,,,,,,,,,,,,,,,,
264,ffn,pmorissette/ffn,financial-data,,{},50.0,ffn - a financial function library for Python.,12,False,ffn,conda-forge/ffn,,,,2021-04-22 14:02:52.723,2026-09-01 21:41:16.477000,,,,,,,,,,,,45192.0,12.0,631.0,631.0,https://pypi.org/project/ffn,44651.0,https://anaconda.org/conda-forge/ffn,2026-09-01 21:41:16.477,35165.0,2.0,,,,,,,,,,,,,,,,,,
265,bt,pmorissette/bt,financial-data,,{},45.0,bt - flexible backtesting for Python.,12,False,bt,conda-forge/bt,,,,2021-04-23 10:15:55.354,2026-04-26 16:07:23.806000,,,,,,,,,,,,23988.0,9.0,1752.0,1752.0,https://pypi.org/project/bt,21475.0,https://anaconda.org/conda-forge/bt,2026-04-26 16:07:23.806,163363.0,2.0,,,,,,,,,,,,,,,,,,
266,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",12,False,pycaret,conda-forge/pycaret,,,,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170000,,,,,,,,,,,,1361.0,19.0,7967.0,7967.0,https://pypi.org/project/pycaret,,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,99367.0,2.0,,,,,,,,,,,,,,,,,,
267,ClearML,allegroai/clearml,ml-experiments,,{},118.0,Auto-Magical Experiment Manager & Version Control for AI.,12,False,clearml,,,,,,2020-10-05 10:16:46.865671,,,,,,,,,,,,607379.0,,1983.0,1983.0,https://pypi.org/project/clearml,607379.0,,,,2.0,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,34123.0,,,,,,,,,,,,
268,sacred,IDSIA/sacred,ml-experiments,,{},107.0,Facilitates automated and reproducible experimental research.,12,False,sacred,conda-forge/sacred,,,,2021-11-14 09:49:21.832,2025-04-22 14:58:05.313000,,,,,,,,,,,,28286.0,3.0,3671.0,3671.0,https://pypi.org/project/sacred,28073.0,https://anaconda.org/conda-forge/sacred,2025-04-22 14:58:05.313,12383.0,2.0,,,,,,,,,,,,,,,,,,
269,H2O-3,h2oai/h2o-3,distributed-ml,,{},288.0,,12,False,h2o,,,,Apache-2.0,,,,,,,,,,,,,,176657.0,,100.0,100.0,https://pypi.org/project/h2o,176657.0,,,,3.0,,,,,,,,,,,,,,,,,,
270,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,{},113.0,Timeseries forecasting with PyTorch.,12,False,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,2020-09-14 11:56:00.946,2026-06-25 08:25:03.077000,,,,,,,,,,,,253480.0,32.0,712.0,712.0,https://pypi.org/project/pytorch-forecasting,251982.0,https://anaconda.org/conda-forge/pytorch-forecasting,2026-06-25 08:25:03.077,107907.0,2.0,,,,,,,,,,,,,,,,,,
271,qdrant,qdrant/qdrant,nn-search,,{},202.0,,12,False,qdrant-client,,,,,,,,,,,,,,,,,,14629018.0,,117.0,117.0,https://pypi.org/project/qdrant-client,14629018.0,,,,3.0,,,,,,,,,,,,,,,,,,
272,lightfm,lyst/lightfm,recommender-systems,,{},47.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",12,False,lightfm,conda-forge/lightfm,,,,2018-01-05 14:24:50.552,2025-04-22 14:56:45.003000,,,,,,,,,,,,47386.0,4.0,1949.0,1949.0,https://pypi.org/project/lightfm,42747.0,https://anaconda.org/conda-forge/lightfm,2025-04-22 14:56:45.003,482464.0,2.0,,,,,,,,,,,,,,,,,,
273,Cornac,PreferredAI/cornac,recommender-systems,,{},31.0,A Comparative Framework for Multimodal Recommender Systems.,12,False,cornac,conda-forge/cornac,,,,2020-06-06 08:50:52.981,2026-08-28 03:39:40.507000,,,,,,,,,,,,49735.0,59.0,306.0,306.0,https://pypi.org/project/cornac,34442.0,https://anaconda.org/conda-forge/cornac,2026-08-28 03:39:40.507,1147011.0,2.0,,,,,,,,,,,,,,,,,,
274,BentoML,bentoml/BentoML,model-serialisation,,{},238.0,,12,False,bentoml,,,,,,,,,,,,,,,,,,209562.0,,2876.0,2876.0,https://pypi.org/project/bentoml,209562.0,,,,3.0,,,,,,,,,,,,,,,,,,
275,equinox,patrick-kidger/equinox,jax-utils,,{},102.0,,12,False,equinox,,['jax'],,,,,,,,,,,,,,,,971449.0,,1981.0,1981.0,https://pypi.org/project/equinox,971449.0,,,,3.0,,,,,,,,,,,,,,,,,,
276,metricflow,transform-data/metricflow,others,,{},62.0,,12,False,metricflow,,,,,,,,,,,,,,,,,,7232024.0,,208.0,208.0,https://pypi.org/project/metricflow,7232024.0,,,,2.0,,,,,,,,,,,,,,,,,,
277,DeepChem,deepchem/deepchem,others,,{},262.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",12,False,deepchem,conda-forge/deepchem,['tensorflow'],,,2020-06-10 18:42:21.688,2025-04-22 14:57:21.461000,,,,,,,,,,,,30280.0,7.0,671.0,671.0,https://pypi.org/project/deepchem,28601.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,125951.0,2.0,,,,,,,,,,,,,,,,,,
278,cleanlab,cleanlab/cleanlab,others,,{},55.0,The standard package for machine learning with noisy labels and finding mislabeled data in Python.,12,False,cleanlab,conda-forge/cleanlab,,,,2021-04-19 15:02:45.542,2026-01-14 17:49:56.450000,,,,,,,,,,,,80819.0,19.0,544.0,544.0,https://pypi.org/project/cleanlab,79514.0,https://anaconda.org/conda-forge/cleanlab,2026-01-14 17:49:56.450,84852.0,2.0,,,,,,,,,,,,,,,,,,
279,datalad,datalad/datalad,others,,{},66.0,data distribution geared toward scientific datasets.,12,False,datalad,conda-forge/datalad,,,,2020-06-24 04:55:07.916,2026-08-17 17:33:35.137000,,,,,,,,,,,,46145.0,80.0,588.0,588.0,https://pypi.org/project/datalad,29633.0,https://anaconda.org/conda-forge/datalad,2026-08-17 17:33:35.137,1238429.0,2.0,,,,,,,,,,,,,,,,,,
280,Milvus,milvus-io/milvus,nn-search,,{},374.0,"Milvus --- an open-source, high-performance vector database (https://milvus.io).",11,False,pymilvus,,,,,,2026-09-10 17:13:57.036154,,,,,,,,106.0,,,,4346850.0,,,,https://pypi.org/project/pymilvus,4346850.0,,,,3.0,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2026-09-10 17:13:57.036154,106.0,78685408.0,,,,,,,,,,,,
281,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,{},116.0,,11,False,spark-nlp,,['spark'],,,,,,,,,,,,,,,,863644.0,,622.0,622.0,https://pypi.org/project/spark-nlp,863644.0,,,,3.0,,,,,,,,,,,,,,,,,,
282,argilla,argilla-io/argilla,nlp,,{},110.0,,11,False,argilla,,,,,,,,,,,,,,,,,,82954.0,,3179.0,3179.0,https://pypi.org/project/argilla,82954.0,,,,3.0,,,,,,,,,,,,,,,,,,
283,opik,comet-ml/opik,nlp,,{},154.0,,11,False,opik,,,,,,,,,,,,,,,,,,2407760.0,,57.0,57.0,https://pypi.org/project/opik,2407760.0,,,,3.0,,,,,,,,,,,,,,,,,,
284,Dedupe,dedupeio/dedupe,nlp,,{},72.0,A python library for accurate and scaleable data deduplication and entity-resolution.,11,False,dedupe,conda-forge/dedupe,,,,2021-12-08 17:23:58.376,2025-04-22 14:58:06.931000,,,,,,,,,,,,46142.0,12.0,385.0,385.0,https://pypi.org/project/dedupe,43154.0,https://anaconda.org/conda-forge/dedupe,2025-04-22 14:58:06.931,170352.0,3.0,,,,,,,,,,,,,,,,,,
285,doctr,mindee/doctr,image,,{},78.0,,11,False,python-doctr,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,257768.0,,1284.0,1284.0,https://pypi.org/project/python-doctr,257768.0,,,,3.0,,,,,,,,,,,,,,,,,,
286,AutoViz,AutoViML/AutoViz,data-viz,,{},17.0,"Automatically Visualize any dataset, any size with a single line of code.",11,False,autoviz,conda-forge/autoviz,,,,2021-08-25 18:46:27.137,2025-04-22 14:57:59.344000,,,,,,,,,,,,12633.0,46.0,904.0,904.0,https://pypi.org/project/autoviz,10558.0,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,126630.0,3.0,,,,,,,,,,,,,,,,,,
287,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,11,False,mpld3,conda-forge/mpld3,,,,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823000,,,,,,,,,,,,412983.0,13.0,69.0,69.0,https://pypi.org/project/mpld3,406154.0,https://anaconda.org/conda-forge/mpld3,2025-11-05 19:20:00.823,453578.0,3.0,,,,,,,,,,,,,mpld3,https://www.npmjs.com/package/mpld3,782.0,,,
288,bqplot,bqplot/bqplot,data-viz,,{},71.0,Plotting library for Jupyter.,11,False,bqplot,conda-forge/bqplot,['jupyter'],,,2020-05-24 11:30:38.431,2026-05-07 12:02:44.851000,,,,,,,,,,,,301082.0,68.0,65.0,65.0,https://pypi.org/project/bqplot,252605.0,https://anaconda.org/conda-forge/bqplot,2026-05-07 12:02:44.851,3517396.0,3.0,,,,,,,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2196.0,,,
289,python-ternary,marcharper/python-ternary,data-viz,,{},28.0,Make ternary plots in matplotlib.,11,False,python-ternary,conda-forge/python-ternary,,,,2021-02-17 20:33:02.087,2025-04-22 14:56:22.353000,,,,,,,,,,,,36342.0,8.0,243.0,243.0,https://pypi.org/project/python-ternary,30838.0,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,368789.0,3.0,,,,,,,,,,,,,,,,,,
290,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,{},5.0,Provides a simple interface for plotting beautiful and interactive ridgeline plots within the extensive Plotly..,11,False,ridgeplot,conda-forge/ridgeplot,,,,2024-12-20 08:59:41.148,2026-04-07 18:29:09.233000,,,,,,,,,,,,83938.0,6.0,289.0,289.0,https://pypi.org/project/ridgeplot,83664.0,https://anaconda.org/conda-forge/ridgeplot,2026-04-07 18:29:09.233,5759.0,3.0,,,,,,,,,,,,,,,,,,
291,UMAP,lmcinnes/umap,data-viz,,{},150.0,Uniform Manifold Approximation and Projection.,11,False,umap-learn,conda-forge/umap-learn,,,,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119000,,,,,,,,,,,,6078448.0,31.0,1.0,1.0,https://pypi.org/project/umap-learn,6025051.0,https://anaconda.org/conda-forge/umap-learn,2026-04-09 00:32:16.119,4004795.0,3.0,,,,,,,,,,,,,,,,,,
292,InterpretML,interpretml/interpret,interpretability,,{},59.0,,11,False,interpret,,['jupyter'],,,,,,,,,,,,,,,,193258.0,,986.0,986.0,https://pypi.org/project/interpret,193258.0,,,,2.0,,,,,,,,,,,,,,,,,,
293,DALEX,ModelOriented/DALEX,interpretability,,{},28.0,Responsible Machine Learning in Python.,11,False,dalex,conda-forge/dalex,,,,2021-01-06 18:42:09.821,2025-04-22 14:57:44.228000,,,,,,,,,,,,40163.0,7.0,241.0,241.0,https://pypi.org/project/dalex,39291.0,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,59304.0,2.0,,,,,,,,,,,,,,,,,,
294,AIF 360,Trusted-AI/AIF360,interpretability,,{},75.0,IBM AI Fairness 360.,11,False,aif360,conda-forge/aif360,,,,2020-09-28 14:34:26.554,2025-04-22 14:57:36.856000,,,,,,,,,,,,25749.0,5.0,800.0,800.0,https://pypi.org/project/aif360,25169.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,41761.0,2.0,,,,,,,,,,,,,,,,,,
295,Node2Vec,eliorc/node2vec,graph,,{},16.0,"The node2vec algorithm learns continuous representations for nodes in any (un)directed, (un)weighted graph.",11,False,node2vec,conda-forge/node2vec,,,,2018-05-03 02:54:12.032,2025-04-22 14:56:50.341000,,,,,,,,,,,,33921.0,3.0,986.0,986.0,https://pypi.org/project/node2vec,33491.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,43000.0,2.0,,,,,,,,,,,,,,,,,,
296,EarthPy,earthlab/earthpy,geospatial-data,,{},45.0,Utility functions for the working with spatial data.,11,False,earthpy,conda-forge/earthpy,,,,2019-04-02 17:33:42.874,2025-04-22 14:57:03.644000,,,,,,,,,,,,8204.0,14.0,448.0,448.0,https://pypi.org/project/earthpy,6959.0,https://anaconda.org/conda-forge/earthpy,2025-04-22 14:57:03.644,110884.0,3.0,,,,,,,,,,,,,,,,,,
297,geopy,geopy/geopy,geospatial-data,,{},138.0,Python Geocoding Toolbox.,11,False,geopy,conda-forge/geopy,,,,2020-06-27 22:25:51.029,2026-07-13 01:38:53.987000,,,,,,,,,,,,11248588.0,20.0,,,https://pypi.org/project/geopy,11217251.0,https://anaconda.org/conda-forge/geopy,2026-07-13 01:38:53.987,2350341.0,3.0,,,,,,,,,,,,,,,,,,
298,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,{},100.0,,11,False,arcgis,,,,,,,,,,,,,,,,,,151179.0,,1042.0,1042.0,https://pypi.org/project/arcgis,151179.0,,,,3.0,,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,
299,pyfolio,quantopian/pyfolio,financial-data,,{},60.0,pyfolio is a Python library for performance and risk analysis of financial portfolios.,11,False,pyfolio,conda-forge/pyfolio,,,,2018-02-15 19:39:31.850,2025-04-22 14:56:47.184000,,,,,,,,,,,,16965.0,1.0,1395.0,1395.0,https://pypi.org/project/pyfolio,16753.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,21851.0,2.0,,,,,,,,,,,,,,,,,,
300,zipline,quantopian/zipline,financial-data,,{},161.0,A backtester for financial algorithms.,11,False,zipline,conda-forge/zipline,,,,2020-09-08 02:54:53.875,2025-04-22 14:57:35.321000,,,,,,,,,,,,1053.0,2.0,1045.0,1045.0,https://pypi.org/project/zipline,867.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,13417.0,2.0,,,,,,,,,,,,,,,,,,
301,backtrader,mementum/backtrader,financial-data,,{},56.0,,11,False,backtrader,,,,,,,,,,,,,,,,,,242957.0,,3661.0,3661.0,https://pypi.org/project/backtrader,242957.0,,,,2.0,,,,,,,,,,,,,,,,,,
302,yfinance,ranaroussi/yfinance,financial-data,,{},185.0,,11,False,yfinance,ranaroussi/yfinance,,,,2021-07-03 13:58:30.250,2025-03-25 16:27:42.706000,,,,,,,,,,,,24035729.0,4.0,,,https://pypi.org/project/yfinance,24034132.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,99046.0,2.0,,,,,,,,,,,,,,,,,,
303,TPOT,EpistasisLab/tpot,hyperopt,,{},10.0,A Python tool that automatically creates and optimizes Machine Learning pipelines using genetic programming.,11,False,tpot,conda-forge/tpot,['sklearn'],,,2020-06-02 00:25:11.879,2026-02-18 16:47:35.862000,,,,,,,,,,,,23334.0,24.0,3616.0,3616.0,https://pypi.org/project/tpot,17559.0,https://anaconda.org/conda-forge/tpot,2026-02-18 16:47:35.862,433190.0,3.0,,,,,,,,,,,,,,,,,,
304,lazypredict,shankarpandala/lazypredict,hyperopt,,{},20.0,Rapid low code ML testing with multiple basic models.,11,False,lazypredict,conda-forge/lazypredict,['sklearn'],,,2021-08-24 21:48:59.448,2026-03-15 20:11:16.863000,,,,,,,,,,,,14653.0,5.0,1421.0,1421.0,https://pypi.org/project/lazypredict,14478.0,https://anaconda.org/conda-forge/lazypredict,2026-03-15 20:11:16.863,10695.0,3.0,,,,,,,,,,,,,,,,,,
305,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064000,,,,,,,,,,,,15501.0,5.0,1474.0,1474.0,https://pypi.org/project/knockknock,14279.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,24453.0,3.0,,,,,,,,,,,,,,,,,,
306,kaggle,Kaggle/kaggle-api,ml-experiments,,{},72.0,Kaggle API.,11,False,kaggle,conda-forge/kaggle,,,,2020-09-04 15:05:55.697,2026-06-26 00:57:52.829000,,,,,,,,,,,,682902.0,35.0,24.0,24.0,https://pypi.org/project/kaggle,678527.0,https://anaconda.org/conda-forge/kaggle,2026-06-26 00:57:52.829,315045.0,3.0,,,,,,,,,,,,,,,,,,
307,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,['paddle'],,,,,,,,,,,,,,,,158029.0,,3631.0,3631.0,https://pypi.org/project/visualdl,158029.0,,,,3.0,,,,,,,,,,,,,,,,,,
308,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,{},529.0,Open source library for training and deploying models on Amazon SageMaker.,11,False,sagemaker,conda-forge/sagemaker-python-sdk,,,,2020-08-20 11:36:30.719,2026-05-21 10:16:09.524000,,,,,,,,,,,,17785904.0,225.0,,,https://pypi.org/project/sagemaker,17754171.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2026-05-21 10:16:09.524,2316535.0,3.0,,,,,,,,,,,,,,,,,,
309,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660000,,,,,,,,,,,,35094.0,3.0,2947.0,2947.0,https://pypi.org/project/MedPy,32050.0,https://anaconda.org/conda-forge/medpy,2026-04-25 10:59:35.660,191810.0,2.0,,,,,,,,,,,,,,,,,,
310,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480000,,,,,,,,,,,,23100.0,3.0,251.0,251.0,https://pypi.org/project/nipy,5301.0,https://anaconda.org/conda-forge/nipy,2025-04-22 14:56:38.480,462782.0,2.0,,,,,,,,,,,,,,,,,,
311,Submit it,facebookincubator/submitit,distributed-ml,,{},29.0,Python 3.6+ toolbox for submitting jobs to Slurm.,11,False,submitit,conda-forge/submitit,,,,2020-08-26 15:42:24.203,2025-12-18 14:08:10.664000,,,,,,,,,,,,1093.0,12.0,5190.0,5190.0,https://pypi.org/project/submitit,,https://anaconda.org/conda-forge/submitit,2025-12-18 14:08:10.664,79800.0,3.0,-4.0,,,,,,,,,,,,,,,,,
312,Prophet,facebook/prophet,time-series-data,,{},196.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,2021-04-14 22:10:05.951,2026-08-26 20:03:40.165000,,,,,,,,,,,,51712.0,13.0,24.0,24.0,https://pypi.org/project/fbprophet,23241.0,https://anaconda.org/conda-forge/prophet,2026-08-26 20:03:40.165,1850679.0,2.0,,,,,,,,,,,,,,,,,,
313,librosa,librosa/librosa,audio,,{},140.0,Python module for audio and music processing.,11,False,librosa,conda-forge/librosa,,,,2020-07-22 10:27:16.474,2026-08-11 15:54:43.554000,,,,,,,,,,,,9743415.0,25.0,,,https://pypi.org/project/librosa,9719098.0,https://anaconda.org/conda-forge/librosa,2026-08-11 15:54:43.554,1799522.0,2.0,,,,,,,,,,,,,,,,,,
314,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,,,,,,,,,,,,,,234133.0,,923.0,923.0,https://pypi.org/project/audiomentations,234133.0,,,,2.0,,,,,,,,,,,,,,,,,,
315,python-soundfile,bastibe/python-soundfile,audio,,{},44.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",11,False,soundfile,anaconda/pysoundfile,,,,2026-03-03 08:12:51.546,2026-09-02 13:30:34.678000,,,,,,,,,,,,26187222.0,1.0,,,https://pypi.org/project/soundfile,26187153.0,https://anaconda.org/anaconda/pysoundfile,2026-09-02 13:30:34.678,415.0,2.0,,,,,,,,,,,,,,,,,,
316,aubio,aubio/aubio,audio,,{},32.0,tools for audio and music analysis and transformation.,11,False,aubio,conda-forge/aubio,,,,2017-03-19 18:06:20.550,2025-04-22 14:56:33.269000,,,,,,,,,,,,48111.0,7.0,599.0,599.0,https://pypi.org/project/aubio,26484.0,https://anaconda.org/conda-forge/aubio,2025-04-22 14:56:33.269,2465559.0,2.0,,,,,,,,,,,,,,,,,,
317,spleeter,deezer/spleeter,audio,,{},22.0,The Deezer source separation library with pretrained models based on tensorflow.,11,False,spleeter,conda-forge/spleeter,['tensorflow'],,,2019-11-08 20:02:52.483,2025-04-22 14:57:16.666000,,,,,,,,,,,,1677.0,10.0,1099.0,1099.0,https://pypi.org/project/spleeter,,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,137530.0,2.0,,,,,,,,,,,,,,,,,,
318,tensorflow-probability,tensorflow/probability,probabilistics,,{},514.0,TensorFlow Probability is a library for probabilistic reasoning and statistical analysis in TensorFlow.,11,False,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,,2021-02-10 20:08:37.772,2025-11-05 10:36:05.008000,,,,,,,,,,,,1066381.0,20.0,5.0,5.0,https://pypi.org/project/tensorflow-probability,1062826.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-11-05 10:36:05.008,238230.0,3.0,,,,,,,,,,,,,,,,,,
319,GPflow,GPflow/GPflow,probabilistics,,{},85.0,Gaussian processes in TensorFlow.,11,False,gpflow,conda-forge/gpflow,['tensorflow'],,,2022-02-02 14:43:05.929,2025-04-22 14:56:50.649000,,,,,,,,,,,,44064.0,7.0,808.0,808.0,https://pypi.org/project/gpflow,42864.0,https://anaconda.org/conda-forge/gpflow,2025-04-22 14:56:50.649,66054.0,3.0,,,,,,,,,,,,,,,,,,
320,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819000,,,,,,,,,,,,15130.0,37.0,822.0,822.0,https://pypi.org/project/adversarial-robustness-toolbox,13648.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,109695.0,1.0,,,,,,,,,,,,,,,,,,
321,Foolbox,bethgelab/foolbox,adversarial,,{},35.0,"Foolbox Native is an adversarial attacks library that works natively with PyTorch, TensorFlow and JAX.",11,False,foolbox,conda-forge/foolbox,,,,2020-07-06 12:59:52.009,2025-04-22 14:57:29.383000,,,,,,,,,,,,12879.0,5.0,778.0,778.0,https://pypi.org/project/foolbox,12564.0,https://anaconda.org/conda-forge/foolbox,2025-04-22 14:57:29.383,23381.0,1.0,,,,,,,,,,,,,,,,,,
322,TextAttack,QData/TextAttack,adversarial,,{},74.0,Generating adversarial examples for NLP models.,11,False,textattack,conda-forge/textattack,,,,2020-09-28 19:49:15.208,2025-04-22 14:57:36.874000,,,,,,,,,,,,14578.0,4.0,439.0,439.0,https://pypi.org/project/textattack,14388.0,https://anaconda.org/conda-forge/textattack,2025-04-22 14:57:36.874,13738.0,1.0,,,,,,,,,,,,,,,,,,
323,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,['tensorflow'],,,,,,,,,,,,,,,,17424.0,,1867.0,1867.0,https://pypi.org/project/tfx,17424.0,,,,2.0,,,,,,,,,,,,,,,,,,
324,scikit-lego,koaning/scikit-lego,sklearn-utils,,{},74.0,missing blocks for sklearn pipelines.,11,False,scikit-lego,conda-forge/scikit-lego,['sklearn'],,,2020-05-26 10:44:57.130,2025-04-22 14:57:15.493000,,,,,,,,,,,,56996.0,25.0,192.0,192.0,https://pypi.org/project/scikit-lego,55800.0,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,90903.0,2.0,,,,,,,,,,,,,,,,,,
325,BioPandas,rasbt/biopandas,others,,{},19.0,Molecular Structures in Pandas DataFrames.,11,False,biopandas,conda-forge/biopandas,['pandas'],,,2020-08-04 11:39:32.572,2026-08-25 14:54:10.199000,,,,,,,,,,,,31682.0,13.0,415.0,415.0,https://pypi.org/project/biopandas,26342.0,https://anaconda.org/conda-forge/biopandas,2026-08-25 14:54:10.199,389889.0,2.0,,,,,,,,,,,,,,,,,,
326,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,,,,,,,,,,,,,,18433.0,,1128.0,1128.0,https://pypi.org/project/carla,18433.0,,,,2.0,,,,,,,,,,,,,,,,,,
327,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,CC-BY-3.0,,,,,,,,,,,,,,34938.0,,942.0,942.0,https://pypi.org/project/minisom,34938.0,,,,2.0,,,,,,,,,,,,,,,,,,
