,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
133,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",15,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],3231.0,3231.0,https://pypi.org/project/pytorch-metric-learning,3694860.0,3695035.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582,2025-03-25 16:28:35.582000,13885.0,54.0,,,,,,1.0,,,,,,,,,,,
134,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5954.0,5954.0,https://pypi.org/project/torchdiffeq,1019648.0,1020037.0,https://anaconda.org/conda-forge/torchdiffeq,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759,2025-04-22 14:57:25.759000,29212.0,4.0,,,,,,1.0,,,,,,,,,,,
135,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13866.0,13866.0,https://pypi.org/project/scikit-learn-intelex,166878.0,179043.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,778608.0,31.0,,,,,,2.0,,,,,,,,,,,
136,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},495.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],15987.0,15987.0,https://pypi.org/project/deepspeed,1199150.0,1199150.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,26990.0,2.0,,,,,,,,,,,
137,Catboost,catboost/catboost,ml-frameworks,,{},1412.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,20.0,20.0,https://pypi.org/project/catboost,6072005.0,6111088.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2696729.0,71.0,,,,,,2.0,,,,,,,,,,,
138,PySpark,apache/spark,ml-frameworks,,{},3545.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,49916259.0,49982532.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4904243.0,43.0,,,,,,2.0,,,,,,stable/spark,,,,,
139,Sumy,miso-belica/sumy,nlp,,{},33.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4351.0,4351.0,https://pypi.org/project/sumy,171638.0,171917.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17346.0,4.0,,,,,,2.0,,,,,,,,,,,
140,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,8983.0,8983.0,https://pypi.org/project/textdistance,2556750.0,2574415.0,https://anaconda.org/conda-forge/textdistance,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409,2025-04-22 14:56:50.409000,1218924.0,14.0,,,,,,2.0,,,,,,,,,,,
141,autogen,microsoft/autogen,agents,,{},534.0,,14,False,autogen-agentchat,,,,,4539.0,4539.0,https://pypi.org/project/autogen-agentchat,1034438.0,1034438.0,,,,,,,,,,,,3.0,,,,,,,,,,,
142,sahi,obss/sahi,image,,{},78.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,1979.0,1979.0,https://pypi.org/project/sahi,271738.0,274451.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-08-04 14:59:37.663,2026-08-04 14:59:37.663000,157360.0,74.0,,,,,,2.0,,,,,,,,,,,
143,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,,['pytorch'],2641.0,2641.0,https://pypi.org/project/detectron2,,14914.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1088749.0,9.0,,,,,,2.0,,,,,,,,,,,
144,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,,['pytorch'],4126.0,4126.0,https://pypi.org/project/mmdet,683910.0,683910.0,,,,,,,,,,,,2.0,,,,,,,,,,,
145,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,,['paddle'],6973.0,6973.0,https://pypi.org/project/paddleocr,3165419.0,3165419.0,,,,,,,,,,,,2.0,,,,,,,,,,,
146,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,1456.0,1456.0,https://pypi.org/project/tesserocr,549809.0,554875.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,369857.0,6.0,,,,,,2.0,,,,,,,,,,,
147,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,14,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1538.0,1538.0,https://pypi.org/project/dtale,59788.0,67625.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,587815.0,160.0,,,,,,2.0,LGPL-2.1,,,,,,,,,,
148,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,6461.0,6461.0,https://pypi.org/project/datashader,397336.0,423126.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,1934309.0,33.0,,,,,,2.0,,,,,,,,,,,
149,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,14,False,lime,conda-forge/lime,,,,9837.0,9837.0,https://pypi.org/project/lime,384945.0,390292.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,395696.0,11.0,,,,,,1.0,,,,,,,,,,,
150,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,14,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6601.0,6601.0,https://pypi.org/project/scikit-plot,486027.0,491339.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,579078.0,6.0,,,,,,1.0,,,,,,,,,,,
151,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7509.0,7509.0,https://pypi.org/project/pyldavis,94392.0,96135.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,113320.0,7.0,,,,,,1.0,,,,,,,,,,,
152,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,,,1632.0,1632.0,https://pypi.org/project/dtreeviz,75847.0,77888.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,140895.0,22.0,,,,,,1.0,,,,,,,,,,,
153,Captum,pytorch/captum,interpretability,,{},145.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,,['pytorch'],3729.0,3729.0,https://pypi.org/project/captum,554015.0,557137.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,174841.0,5.0,,,,,,1.0,,,,,,,,,,,
154,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,1873.0,1873.0,https://pypi.org/project/pysal,109608.0,124288.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251,2026-08-01 14:34:03.251000,1071647.0,25.0,,,,,,3.0,,,,,,,,,,,
155,arch,bashtage/arch,financial-data,,{},40.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,14,False,arch,conda-forge/arch-py,,,,3825.0,3825.0,https://pypi.org/project/arch,995200.0,1006271.0,https://anaconda.org/conda-forge/arch-py,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450,2025-10-21 13:02:21.450000,819320.0,23.0,,,,,,2.0,,,,,,,,,,,
156,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6268.0,6268.0,https://pypi.org/project/keras-tuner,177750.0,179107.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,81475.0,16.0,,,,,,2.0,,,,,,,,,,,
157,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},173.0,,14,False,stable-baselines3,,,,,10496.0,10496.0,https://pypi.org/project/stable-baselines3,1406292.0,1406292.0,,,,,,,,,,,,1.0,,,,,,,,,,,
158,tslearn,tslearn-team/tslearn,time-series-data,,{},50.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,,['sklearn'],2008.0,2008.0,https://pypi.org/project/tslearn,288269.0,315925.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2046554.0,30.0,,,,,,1.0,,,,,,,,,,,
159,sktime,alan-turing-institute/sktime,time-series-data,,{},618.0,A unified framework for machine learning with time series.,14,False,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4871.0,4871.0,https://pypi.org/project/sktime,,21462.0,https://anaconda.org/conda-forge/sktime-all-extras,2021-07-28 06:16:34.545,2025-12-07 07:18:44.347,2025-12-07 07:18:44.347000,1309192.0,76.0,,,,,,1.0,,,,,,,,,,,
160,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3793.0,3793.0,https://pypi.org/project/tts,97448.0,98103.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,37994.0,4.0,,,,,,1.0,,,,,,,,,,,
161,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},359.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,449169900.0,449271556.0,https://anaconda.org/conda-forge/huggingface_hub,2021-02-12 21:11:22.751,2026-07-30 22:28:46.931,2026-07-30 22:28:46.931000,6709328.0,168.0,,,,,,2.0,,,,,,,,,,,
162,gpustat,wookayin/gpustat,gpu-utilities,,{},18.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8218.0,8218.0,https://pypi.org/project/gpustat,1122186.0,1127073.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,337204.0,5.0,,,,,,2.0,,,,,,,,,,,
163,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4127.0,4127.0,https://pypi.org/project/pycuda,84120.0,105918.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1416890.0,9.0,,,,,,2.0,,,,,,,,,,,
164,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,3428.0,3428.0,https://pypi.org/project/emcee,923792.0,937128.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,826854.0,12.0,,,,,,2.0,,,,,,,,,,,
165,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10630.0,10630.0,https://pypi.org/project/pystan,1447342.0,1497201.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3589877.0,13.0,,,,,,2.0,,,,,,,,,,,
166,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1782.0,1782.0,https://pypi.org/project/salib,702242.0,709934.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,538456.0,16.0,,,,,,2.0,,,,,,,,,,,
167,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],1023.0,1023.0,https://pypi.org/project/scikit-survival,265048.0,271774.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,383402.0,19.0,,,,,,2.0,,,,,,,,,,,
168,Feature Engine,feature-engine/feature_engine,others,,{},65.0,Feature engineering and selection package with Scikit-learns fit and transform functionality.,14,False,feature_engine,conda-forge/feature_engine,,,,3925.0,3925.0,https://pypi.org/project/feature_engine,310168.0,311510.0,https://anaconda.org/conda-forge/feature_engine,2020-08-06 19:43:35.639,2026-02-28 00:54:25.851,2026-02-28 00:54:25.851000,96681.0,26.0,,,,,,1.0,,,,,,,,,,,
169,PennyLane,PennyLaneAI/PennyLane,others,,{},225.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2147.0,2147.0,https://pypi.org/project/pennylane,303560.0,311321.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,442409.0,19.0,,,,,,1.0,,,,,,,,,,,
170,River,online-ml/river,others,,{},148.0,Online machine learning in Python.,14,False,river,conda-forge/river,,,,907.0,907.0,https://pypi.org/project/river,214218.0,216799.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-06-01 01:52:46.506,2026-06-01 01:52:46.506000,165187.0,8.0,,,,,,1.0,,,,,,,,,,,
171,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3211.0,3211.0,https://pypi.org/project/kmodes,540666.0,541829.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,88434.0,6.0,,,,,,1.0,,,,,,,,,,,
172,skorch,skorch-dev/skorch,ml-frameworks,,{},73.0,A scikit-learn compatible neural network library that wraps pytorch.,13,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1808.0,1808.0,https://pypi.org/project/skorch,142768.0,154658.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,844209.0,18.0,,,,,,3.0,,,,,,,,,,,
173,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,{},62.0,Natural Gradient Boosting for Probabilistic Prediction.,13,False,ngboost,conda-forge/ngboost,,,,308.0,308.0,https://pypi.org/project/ngboost,173439.0,174833.0,https://anaconda.org/conda-forge/ngboost,2020-07-18 02:10:27.277,2026-06-26 06:33:29.103,2026-06-26 06:33:29.103000,101769.0,34.0,,,,,,3.0,,,,,,,,,,,
174,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2088.0,2088.0,https://pypi.org/project/textacy,102351.0,105102.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,305430.0,12.0,,,,,,2.0,,,,,,,,,,,
175,nlpaug,makcedward/nlpaug,nlp,,{},34.0,Natrual language processing data Augmentation library.,13,False,nlpaug,conda-forge/nlpaug,,,,1892.0,1892.0,https://pypi.org/project/nlpaug,191101.0,191991.0,https://anaconda.org/conda-forge/nlpaug,2021-06-28 02:58:38.053,2025-04-22 14:57:56.135,2025-04-22 14:57:56.135000,55239.0,7.0,,,,,,2.0,,,,,,,,,,,
176,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],2421.0,2421.0,https://pypi.org/project/spacy-transformers,262517.0,265758.0,https://anaconda.org/conda-forge/spacy-transformers,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640,2026-03-24 13:10:30.640000,184772.0,22.0,,,,,,2.0,,,,,,,,,,,
177,ag2,ag2ai/ag2,agents,,{},497.0,,13,False,ag2,,,,,968.0,968.0,https://pypi.org/project/ag2,460401.0,460401.0,,,,,,,,,,,,3.0,,,,,,,,,,,
178,haystack,deepset-ai/haystack,agents,,{},415.0,,13,False,haystack-ai,,,,,1779.0,1779.0,https://pypi.org/project/haystack-ai,972261.0,972261.0,,,,,,,,,,,,3.0,,,,,,,,,,,
179,agno,agno-agi/agno,agents,,{},526.0,,13,False,agno,,,,,3031.0,3031.0,https://pypi.org/project/agno,2132591.0,2132591.0,,,,,,,,,,,,3.0,,,,,,,,,,,
180,deepface,serengil/deepface,image,,{},98.0,,13,False,deepface,,,,,8715.0,8715.0,https://pypi.org/project/deepface,556852.0,556852.0,,,,,,,,,,,,2.0,,,,,,,,,,,
181,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,13,False,mahotas,conda-forge/mahotas,,,,1589.0,1589.0,https://pypi.org/project/mahotas,59641.0,77567.0,https://anaconda.org/conda-forge/mahotas,2020-06-12 13:41:17.109,2025-10-21 21:07:30.102,2025-10-21 21:07:30.102000,1326572.0,14.0,,,,,,2.0,,,,,,,,,,,
182,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,,['pytorch'],5669.0,5669.0,https://pypi.org/project/face_recognition,203461.0,204099.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45298.0,1.0,,,,,,2.0,,,,,,,,,,,
183,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,,['mxnet'],5282.0,5282.0,https://pypi.org/project/insightface,1087811.0,1087811.0,,,,,,,,,,,,2.0,,,,,,,,,,,
184,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,{},14.0,Visualizing large time series with plotly.,13,False,plotly-resampler,conda-forge/plotly-resampler,,,,2097.0,2097.0,https://pypi.org/project/plotly-resampler,545496.0,548805.0,https://anaconda.org/conda-forge/plotly-resampler,2022-01-13 19:12:38.352,2025-10-09 21:44:53.402,2025-10-09 21:44:53.402000,182028.0,23.0,,,,,,2.0,,,,,,,,,,,
185,pyvis,WestHealth/pyvis,data-viz,,{},32.0,,13,False,pyvis,,,,,12590.0,12590.0,https://pypi.org/project/pyvis,2282641.0,2282641.0,,,,,,,,,,,,2.0,,,,,,,,,,,
186,Perspective,finos/perspective,data-viz,,{},103.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,,['jupyter'],213.0,213.0,https://pypi.org/project/perspective-python,38900.0,79988.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-08-05 14:07:57.362,2026-08-05 14:07:57.362000,2983909.0,89.0,,,,,,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,765.0,,,,,,
187,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5691.0,5691.0,https://pypi.org/project/pyecharts,1075966.0,1075966.0,,,,,,,,,,,,2.0,,,,,,,,,,,
188,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,4258.0,4258.0,https://pypi.org/project/dgl,136019.0,136019.0,,,,,,,,,,,,2.0,,,,,,,,,,,
189,ogb,snap-stanford/ogb,graph,,{},32.0,Open Graph Benchmark.,13,False,ogb,conda-forge/ogb,,,,2789.0,2789.0,https://pypi.org/project/ogb,115456.0,116562.0,https://anaconda.org/conda-forge/ogb,2020-09-02 17:22:47.382,2025-04-22 14:57:35.121,2025-04-22 14:57:35.121000,78539.0,11.0,,,,,,2.0,,,,,,,,,,,
190,Satpy,pytroll/satpy,geospatial-data,,{},193.0,Meteorological processing package.,13,False,satpy,conda-forge/satpy,,,,207.0,207.0,https://pypi.org/project/satpy,63015.0,69254.0,https://anaconda.org/conda-forge/satpy,2020-06-10 19:56:45.218,2026-03-05 18:39:22.244,2026-03-05 18:39:22.244000,461715.0,76.0,,,,,,3.0,,,,,,,,,,,
191,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},57.0,,13,False,bayesian-optimization,,,,,4232.0,4232.0,https://pypi.org/project/bayesian-optimization,717783.0,717783.0,,,,,,,,,,,,2.0,,,,,,,,,,,
192,Ax,facebook/Ax,hyperopt,,{},216.0,Adaptive Experimentation.,13,False,ax-platform,conda-forge/ax-platform,,,['pytorch'],1336.0,1336.0,https://pypi.org/project/ax-platform,,1146.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329,2026-06-17 01:27:01.329000,71077.0,29.0,,,,,,2.0,,,,,,,,,,,
193,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,13,False,nevergrad,conda-forge/nevergrad,,,,1249.0,1249.0,https://pypi.org/project/nevergrad,434016.0,435029.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,76014.0,15.0,,,,,,2.0,,,,,,,,,,,
194,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,,,2167.0,2167.0,https://pypi.org/project/featuretools,183986.0,188230.0,https://anaconda.org/conda-forge/featuretools,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460,2025-04-22 14:56:57.460000,314087.0,77.0,,,,,,2.0,,,,,,,,,,,
195,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,{},59.0,Neptune Client.,13,False,neptune-client,conda-forge/neptune-client,,,,981.0,981.0,https://pypi.org/project/neptune-client,61643.0,67715.0,https://anaconda.org/conda-forge/neptune-client,2020-05-20 10:42:43.652,2025-04-22 14:57:20.407,2025-04-22 14:57:20.407000,455413.0,132.0,,,,,,2.0,,,,,,,,,,,
196,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",13,False,aim,conda-forge/aim,,,,1233.0,1233.0,https://pypi.org/project/aim,116892.0,119890.0,https://anaconda.org/conda-forge/aim,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878,2026-02-02 15:43:00.878000,182903.0,12.0,,,,,,2.0,,,,,,,,,,,
197,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},43.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],514.0,514.0,https://pypi.org/project/pyriemann,76890.0,77371.0,https://anaconda.org/conda-forge/pyriemann,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884,2026-07-21 00:00:13.884000,24097.0,11.0,,,,,,3.0,,,,,,,,,,,
198,DEAP,deap/deap,distributed-ml,,{},93.0,Distributed Evolutionary Algorithms in Python.,13,False,deap,conda-forge/deap,,,,7075.0,7075.0,https://pypi.org/project/deap,,11316.0,https://anaconda.org/conda-forge/deap,2020-10-12 23:47:32.551,2026-05-06 22:52:09.525,2026-05-06 22:52:09.525000,792158.0,9.0,,,,,,2.0,,,,,,,,,,,
199,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,{},108.0,Timeseries forecasting with PyTorch.,13,False,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,709.0,709.0,https://pypi.org/project/pytorch-forecasting,326433.0,327907.0,https://anaconda.org/conda-forge/pytorch-forecasting,2020-09-14 11:56:00.946,2026-06-25 08:25:03.077,2026-06-25 08:25:03.077000,104686.0,32.0,,,,,,2.0,,,,,,,,,,,
200,Opacus,pytorch/opacus,privacy-ml,,{},91.0,Train PyTorch models with Differential Privacy.,13,False,opacus,conda-forge/opacus,,,['pytorch'],1292.0,1292.0,https://pypi.org/project/opacus,165967.0,166631.0,https://anaconda.org/conda-forge/opacus,2022-01-11 20:35:33.574,2026-05-05 21:02:34.391,2026-05-05 21:02:34.391000,36522.0,12.0,,,,,,1.0,,,,,,,,,,,
201,Apex,NVIDIA/apex,gpu-utilities,,{},140.0,a Pytorch extension with NVIDIA-maintained utilities to streamline mixed precision and distributed training.,13,False,,conda-forge/nvidia-apex,,,['pytorch'],3369.0,3369.0,,,10777.0,https://anaconda.org/conda-forge/nvidia-apex,2020-10-08 01:21:09.615,2026-06-17 09:19:03.496,2026-06-17 09:19:03.496000,754432.0,5.0,,,,,,2.0,,,,,,,,,,,
202,pgmpy,pgmpy/pgmpy,probabilistics,,{},241.0,,13,False,pgmpy,,,,,1803.0,1803.0,https://pypi.org/project/pgmpy,922282.0,922282.0,,,,,,,,,,,,2.0,,,,,,,,,,,
203,torchinfo,TylerYep/torchinfo,pytorch-utils,,{},29.0,,13,False,torchinfo,,,,['pytorch'],8251.0,8251.0,https://pypi.org/project/torchinfo,645614.0,645614.0,,,,,,,,,,,,2.0,,,,,,,,,,,
204,tensorly,tensorly/tensorly,others,,{},76.0,Tensor learning in Python.,13,False,tensorly,conda-forge/tensorly,,,,1232.0,1232.0,https://pypi.org/project/tensorly,98986.0,104749.0,https://anaconda.org/conda-forge/tensorly,2020-10-20 14:38:35.389,2025-04-22 14:56:50.737,2025-04-22 14:56:50.737000,403448.0,9.0,,,,,,2.0,,,,,,,,,,,
