,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
19,Seaborn,mwaskom/seaborn,data-viz,,{},217.0,Statistical data visualization.,21,False,seaborn,conda-forge/seaborn,,,,718109.0,718109.0,https://pypi.org/project/seaborn,38516891.0,38763562.0,https://anaconda.org/conda-forge/seaborn,2020-06-11 12:34:59.562,2025-04-22 14:56:26.328,2025-04-22 14:56:26.328000,18253725.0,15.0,,,,,,1.0,,,,,,,,,,,
20,Altair,altair-viz/altair,data-viz,,{},200.0,Altair: A declarative statistical visualization library for Python.,21,False,altair,conda-forge/altair,,,,249372.0,249372.0,https://pypi.org/project/altair,53753633.0,53819454.0,https://anaconda.org/conda-forge/altair,2021-12-29 16:43:13.728,2026-06-25 09:08:16.682,2026-06-25 09:08:16.682000,3685985.0,35.0,,,,,,1.0,,,,,,,,,,,
21,pyproj,pyproj4/pyproj,geospatial-data,,{},83.0,Python interface to PROJ library.,21,False,pyproj,conda-forge/pyproj,,,,49807.0,49807.0,https://pypi.org/project/pyproj,25874447.0,26076259.0,https://anaconda.org/conda-forge/pyproj,2020-07-28 04:30:26.055,2026-08-10 09:08:02.355,2026-08-10 09:08:02.355000,14732311.0,37.0,,,,,,1.0,MIT,,,,,,,,,,
22,wandb client,wandb/client,ml-experiments,,{},250.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",21,False,wandb,conda-forge/wandb,,,,89935.0,89935.0,https://pypi.org/project/wandb,27266667.0,27290086.0,https://anaconda.org/conda-forge/wandb,2020-07-28 19:00:23.555,2026-07-21 22:59:37.840,2026-07-21 22:59:37.840000,1709599.0,111.0,,,,,,1.0,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,{},1140.0,MLflow is an open source platform for the machine learning lifecycle.,21,False,mlflow,conda-forge/mlflow,,,,69186.0,69186.0,https://pypi.org/project/mlflow,42050608.0,42120184.0,https://anaconda.org/conda-forge/mlflow,2020-06-25 18:11:47.672,2026-08-03 13:56:12.118,2026-08-03 13:56:12.118000,5148625.0,123.0,,,,,,1.0,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,{},655.0,Parallel PyData with Task Scheduling.,21,False,dask,conda-forge/dask,,,,80220.0,80220.0,https://pypi.org/project/dask,30077525.0,30310515.0,https://anaconda.org/conda-forge/dask,2020-05-27 04:42:11.739,2026-07-14 19:10:02.983,2026-07-14 19:10:02.983000,17474251.0,210.0,,,,,,1.0,,,,,stable/dask,,,,,,
25,accelerate,huggingface/accelerate,pytorch-utils,,{},426.0,Training loop of PyTorch without boilerplate code.,21,False,accelerate,conda-forge/accelerate,,,['pytorch'],117344.0,117344.0,https://pypi.org/project/accelerate,27211266.0,27240291.0,https://anaconda.org/conda-forge/accelerate,2021-10-11 19:33:54.475,2026-06-12 15:26:42.843,2026-06-12 15:26:42.843000,1683490.0,64.0,,,,,,1.0,,,,,,,,,,,
26,SymPy,sympy/sympy,others,,{},1502.0,Python library for symbolic mathematics.,21,False,sympy,conda-forge/sympy,,,,308739.0,308739.0,https://pypi.org/project/sympy,171458769.0,171669663.0,https://anaconda.org/conda-forge/sympy,2020-05-24 15:55:07.810,2026-02-24 17:00:41.277,2026-02-24 17:00:41.277000,15817119.0,25.0,,,,,,1.0,,,,,,,,,,,
27,StatsModels,statsmodels/statsmodels,ml-frameworks,,{},548.0,Statistical computations and models for use with SciPy.,20,False,statsmodels,conda-forge/statsmodels,,,,185627.0,185627.0,https://pypi.org/project/statsmodels,41239096.0,41614364.0,https://anaconda.org/conda-forge/statsmodels,2020-06-12 12:09:15.928,2025-12-06 02:07:50.082,2025-12-06 02:07:50.082000,27769833.0,23.0,,,,,,2.0,,,,,,,,,,,
28,jax,google/jax,ml-frameworks,,{},1105.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",20,False,jax,conda-forge/jaxlib,,,,50782.0,50782.0,https://pypi.org/project/jax,20195276.0,20253970.0,https://anaconda.org/conda-forge/jaxlib,2020-06-16 01:44:03.567,2026-07-06 18:55:29.549,2026-07-06 18:55:29.549000,4343373.0,93.0,,,,,,2.0,,,,,,,,,,,
29,spaCy,explosion/spaCy,nlp,,{},781.0,Industrial-strength Natural Language Processing.,20,False,spacy,conda-forge/spacy,,,,146151.0,146151.0,https://pypi.org/project/spacy,24350116.0,24473541.0,https://anaconda.org/conda-forge/spacy,2020-06-17 09:17:51.026,2026-03-29 21:12:40.594,2026-03-29 21:12:40.594000,9133501.0,92.0,,,,,,1.0,,,,,,,,,,,
30,sentencepiece,google/sentencepiece,nlp,,{},117.0,Unsupervised text tokenizer for Neural Network-based text generation.,20,False,sentencepiece,conda-forge/sentencepiece,,,,130344.0,130344.0,https://pypi.org/project/sentencepiece,36691396.0,36722483.0,https://anaconda.org/conda-forge/sentencepiece,2020-07-09 18:30:01.986,2026-06-22 20:34:01.820,2026-06-22 20:34:01.820000,2269380.0,8.0,,,,,,1.0,,,,,,,,,,,
31,langchain,langchain-ai/langchain,agents,,{},3708.0,,20,False,langchain,,,,,290248.0,290248.0,https://pypi.org/project/langchain,281508705.0,281508705.0,,,,,,,,,,,,1.0,,,,,,,,,,,
32,scikit-image,scikit-image/scikit-image,image,,{},650.0,Image processing in Python.,20,False,scikit-image,conda-forge/scikit-image,,,,247443.0,247443.0,https://pypi.org/project/scikit-image,28259620.0,28409375.0,https://anaconda.org/conda-forge/scikit-image,2020-06-09 21:49:09.288,2025-12-25 22:03:47.378,2025-12-25 22:03:47.378000,11081938.0,29.0,,,,,,1.0,,,,,,,,,,,
33,dash,plotly/dash,data-viz,,{},219.0,A Python framework for building reactive web-apps. Developed by Plotly.,20,False,dash,conda-forge/dash,,,,91002.0,91002.0,https://pypi.org/project/dash,10507708.0,10542154.0,https://anaconda.org/conda-forge/dash,2020-06-21 21:47:00.236,2026-07-22 05:14:16.153,2026-07-22 05:14:16.153000,2549005.0,126.0,,,,,,1.0,,,,,,,,,,,
34,Shapely,shapely/shapely,geospatial-data,,{},176.0,Python package for manipulation and analysis of geometric objects in the Cartesian plane.,20,False,shapely,conda-forge/shapely,,,,123210.0,123210.0,https://pypi.org/project/shapely,79520592.0,79783472.0,https://anaconda.org/conda-forge/shapely,2020-08-21 06:18:37.778,2025-11-07 14:27:39.980,2025-11-07 14:27:39.980000,18927376.0,36.0,,,,,,1.0,,,,,,,,,,,
35,Tensorboard,tensorflow/tensorboard,ml-experiments,,{},336.0,TensorFlows Visualization Toolkit.,20,False,tensorboard,conda-forge/tensorboard,,,['tensorflow'],339990.0,339990.0,https://pypi.org/project/tensorboard,27610593.0,27718662.0,https://anaconda.org/conda-forge/tensorboard,2020-06-22 10:06:52.606,2026-05-24 17:36:10.396,2026-05-24 17:36:10.396000,7997106.0,45.0,,,,,,1.0,,,,,,,,,,,
36,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,{},600.0,A standard API for reinforcement learning and a diverse set of reference environments (formerly Gym).,20,False,gymnasium,conda-forge/gymnasium,,,,23243.0,23243.0,https://pypi.org/project/gymnasium,7116541.0,7126526.0,https://anaconda.org/conda-forge/gymnasium,2022-12-09 21:41:49.555,2026-05-28 18:13:39.730,2026-05-28 18:13:39.730000,439356.0,12.0,,,,,,1.0,MIT,,,,,,,,,,
37,Ray,ray-project/ray,distributed-ml,,{},1685.0,Ray is a fast and simple framework for building and running distributed applications.,20,False,ray,conda-forge/ray-tune,,,,29345.0,29345.0,https://pypi.org/project/ray,63273910.0,63292006.0,https://anaconda.org/conda-forge/ray-tune,2020-12-10 16:27:52.723,2026-05-11 14:58:33.213,2026-05-11 14:58:33.213000,1230588.0,79.0,,,,,,1.0,,,,,,,,,,,
38,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,{},1070.0,PyTorch Lightning is the lightweight PyTorch wrapper for ML researchers. Scale your models. Write less boilerplate.,19,False,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],50834.0,50834.0,https://pypi.org/project/pytorch-lightning,10856362.0,10885583.0,https://anaconda.org/conda-forge/pytorch-lightning,2020-06-03 07:36:42.521,2026-06-02 08:12:13.235,2026-06-02 08:12:13.235000,2162397.0,129.0,,,,,,2.0,,,,,,,,,,,
39,einops,arogozhnikov/einops,ml-frameworks,,{},38.0,A new flavour of deep learning operations.,19,False,einops,conda-forge/einops,,,,90715.0,90715.0,https://pypi.org/project/einops,25375805.0,25387285.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:16.939,2026-01-26 11:30:26.666,2026-01-26 11:30:26.666000,803629.0,12.0,,,,,,2.0,,,,,,,,,,,
40,litellm,BerriAI/litellm,nlp,,{},1574.0,,19,False,litellm,,,,,27676.0,27676.0,https://pypi.org/project/litellm,741403911.0,741403911.0,,,,,,,,,,,,2.0,,,,,,,,,,,
41,gensim,RaRe-Technologies/gensim,nlp,,{},464.0,Topic Modelling for Humans.,19,False,gensim,conda-forge/gensim,,,,78833.0,78833.0,https://pypi.org/project/gensim,5052350.0,5086240.0,https://anaconda.org/conda-forge/gensim,2021-03-31 07:19:16.610,2026-03-18 20:01:38.726,2026-03-18 20:01:38.726000,2202892.0,23.0,,,,,,2.0,,,,,,,,,,,
42,PyTorch Image Models,rwightman/pytorch-image-models,image,,{},198.0,(Unofficial) PyTorch Image Models.,19,False,timm,conda-forge/timm,,,['pytorch'],65978.0,65978.0,https://pypi.org/project/timm,15842379.0,15852275.0,https://anaconda.org/conda-forge/timm,2020-07-18 18:44:49.142,2026-07-16 02:58:41.608,2026-07-16 02:58:41.608000,722433.0,47.0,,,,,,1.0,,,,,,,,,,,
43,imageio,imageio/imageio,image,,{},131.0,A Python library for reading and writing image data.,19,False,imageio,conda-forge/imageio,,,,189660.0,189660.0,https://pypi.org/project/imageio,40921983.0,41064375.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:23.772,2025-04-22 14:56:30.839,2025-04-22 14:56:30.839000,10394651.0,52.0,,,,,,1.0,,,,,,,,,,,
44,shap,slundberg/shap,interpretability,,{},323.0,A unified approach to explain the output of any machine learning model.,19,False,shap,conda-forge/shap,,,,37795.0,37795.0,https://pypi.org/project/shap,15939948.0,16086179.0,https://anaconda.org/conda-forge/shap,2020-12-16 18:34:09.024,2026-06-12 18:46:58.089,2026-06-12 18:46:58.089000,9943749.0,41.0,,,,,,1.0,,,,,,,,,,,
45,pydeck,visgl/deck.gl,geospatial-data,,{},321.0,Widget for deck.gl maps.,19,False,pydeck,conda-forge/pydeck,,,['jupyter'],9637.0,9637.0,https://pypi.org/project/pydeck,26965993.0,28033850.0,https://anaconda.org/conda-forge/pydeck,2020-07-24 06:30:33.668,2026-07-03 03:15:08.148,2026-07-03 03:15:08.148000,1130803.0,16.0,,,,,,2.0,,deck.gl,https://www.npmjs.com/package/deck.gl,1052367.0,,,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,{},265.0,Geographic pandas extensions.,19,False,geopandas,conda-forge/geopandas,,,['pandas'],63164.0,63164.0,https://pypi.org/project/geopandas,18644806.0,18749460.0,https://anaconda.org/conda-forge/geopandas,2020-06-24 14:59:24.383,2026-06-26 20:58:44.934,2026-06-26 20:58:44.934000,7744441.0,44.0,,,,,,2.0,,,,,,,,,,,
47,Rasterio,rasterio/rasterio,geospatial-data,,{},184.0,Rasterio reads and writes geospatial raster datasets.,19,False,rasterio,conda-forge/rasterio,,,,20479.0,20479.0,https://pypi.org/project/rasterio,6343496.0,6455935.0,https://anaconda.org/conda-forge/rasterio,2021-01-25 19:58:39.144,2026-08-09 22:38:17.456,2026-08-09 22:38:17.456000,7533435.0,88.0,,,,,,2.0,,,,,,,,,,,
48,Optuna,optuna/optuna,hyperopt,,{},394.0,A hyperparameter optimization framework.,19,False,optuna,conda-forge/optuna,,,,33253.0,33253.0,https://pypi.org/project/optuna,17880808.0,17937202.0,https://anaconda.org/conda-forge/optuna,2020-06-01 09:17:12.717,2026-06-01 10:52:13.216,2026-06-01 10:52:13.216000,4173207.0,46.0,,,,,,1.0,,,,,,,,,,,
49,dask.distributed,dask/distributed,distributed-ml,,{},350.0,Distributed scheduler for Dask.,19,False,distributed,conda-forge/distributed,,,,42995.0,42995.0,https://pypi.org/project/distributed,8132569.0,8475993.0,https://anaconda.org/conda-forge/distributed,2020-05-27 03:49:13.707,2026-07-14 15:35:28.936,2026-07-14 15:35:28.936000,25756850.0,232.0,,,,,,1.0,,,,,,,,,,,
50,onnx,onnx/onnx,model-serialisation,,{},406.0,Open Neural Network Exchange library.,19,False,onnx,conda-forge/onnx,,,,53788.0,53788.0,https://pypi.org/project/onnx,19277648.0,19322042.0,https://anaconda.org/conda-forge/onnx,2020-06-03 11:32:32.173,2026-06-23 19:00:35.296,2026-06-23 19:00:35.296000,3285192.0,35.0,,,,,,1.0,,,,,,,,,,,
51,Streamlit,streamlit/streamlit,model-serialisation,,{},337.0,,19,False,streamlit,,,,,1014877.0,1014877.0,https://pypi.org/project/streamlit,30155047.0,30155047.0,,,,,,,,,,,,1.0,,,,,,,,,,,
52,Flax,google/flax,ml-frameworks,,{},307.0,Flax: A neural network library for JAX designed for flexibility.,18,False,flax,conda-forge/flax,,,['jax'],16720.0,16720.0,https://pypi.org/project/flax,4482096.0,4485353.0,https://anaconda.org/conda-forge/flax,2021-03-31 20:01:18.364,2026-07-21 05:36:54.150,2026-07-21 05:36:54.150000,211737.0,31.0,,,,,,2.0,,,,,,,,,,,
53,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",18,False,wand,conda-forge/wand,,,,21499.0,21499.0,https://pypi.org/project/wand,1441088.0,1443784.0,https://anaconda.org/conda-forge/wand,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980,2025-04-22 14:57:10.980000,226479.0,6.0,,,,,,1.0,MIT,,,,,,,,,,
54,Bokeh,bokeh/bokeh,data-viz,,{},736.0,Statistical and novel interactive HTML plots for Python.,18,False,bokeh,conda-forge/bokeh,,,,105921.0,105921.0,https://pypi.org/project/bokeh,,279679.0,https://anaconda.org/conda-forge/bokeh,2020-06-16 00:40:01.624,2026-07-28 14:45:56.979,2026-07-28 14:45:56.979000,20696259.0,77.0,,,,,,2.0,,,,,,,,,,,
55,arviz,arviz-devs/arviz,interpretability,,{},195.0,Exploratory analysis of Bayesian models with Python.,18,False,arviz,conda-forge/arviz,,,,11988.0,11988.0,https://pypi.org/project/arviz,4033482.0,4071305.0,https://anaconda.org/conda-forge/arviz,2020-05-23 03:05:32.458,2026-06-17 20:54:16.234,2026-06-17 20:54:16.234000,2836796.0,38.0,,,,,,1.0,,,,,,,,,,,
56,folium,python-visualization/folium,geospatial-data,,{},193.0,Make beautiful maps with Leaflet.js and Python.,18,False,folium,conda-forge/folium,,,,66021.0,66021.0,https://pypi.org/project/folium,3410766.0,3507618.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:07.776,2025-06-16 22:46:07.761,2025-06-16 22:46:07.761000,6489098.0,31.0,,,,,,2.0,,,,,,,,,,,
57,NIPYPE,nipy/nipype,medical-data,,{},266.0,"Nipype, an open-source, community-developed initiative under the umbrella of NiPy, is a Python project that provides a..",18,False,nipype,conda-forge/nipype,,,,7318.0,7318.0,https://pypi.org/project/nipype,445779.0,468327.0,https://anaconda.org/conda-forge/nipype,2020-08-16 18:50:39.769,2025-05-05 13:43:30.848,2025-05-05 13:43:30.848000,1623516.0,49.0,,,,,,1.0,Apache-2.0,,,,,,,,,,
58,Faiss,facebookresearch/faiss,nn-search,,{},337.0,A library for efficient similarity search and clustering of dense vectors.,18,False,pymilvus,conda-forge/faiss,,,,5022.0,5022.0,https://pypi.org/project/pymilvus,5976463.0,6030920.0,https://anaconda.org/conda-forge/faiss,2020-06-13 12:51:19.207,2026-08-12 02:39:26.284,2026-08-12 02:39:26.284000,4029835.0,12.0,,,,,,1.0,,,,,,,,,,,
59,Pydub,jiaaro/pydub,audio,,{},96.0,Manipulate audio with a simple and easy high level interface.,18,False,pydub,conda-forge/pydub,,,,112435.0,112435.0,https://pypi.org/project/pydub,21537755.0,21542687.0,https://anaconda.org/conda-forge/pydub,2021-03-07 19:47:43.182,2025-04-22 14:56:58.184,2025-04-22 14:56:58.184000,320628.0,4.0,,,,,,1.0,,,,,,,,,,,
60,PyOD,yzhao062/pyod,ml-frameworks,,{},73.0,A Python Toolkit for Scalable Outlier Detection (Anomaly Detection).,17,False,pyod,conda-forge/pyod,,,,5710.0,5710.0,https://pypi.org/project/pyod,5149196.0,5152065.0,https://anaconda.org/conda-forge/pyod,2020-05-21 23:31:10.016,2026-08-02 15:38:23.195,2026-08-02 15:38:23.195000,215197.0,58.0,,,,,,2.0,,,,,,,,,,,
61,Thinc,explosion/thinc,ml-frameworks,,{},68.0,thinc: a lightweight deep learning library.,17,False,thinc,conda-forge/thinc,,,,72802.0,72802.0,https://pypi.org/project/thinc,23683597.0,23754517.0,https://anaconda.org/conda-forge/thinc,2020-05-25 09:58:57.636,2026-03-24 12:17:35.079,2026-03-24 12:17:35.079000,5319040.0,66.0,,,,,,2.0,,,,,,,,,,,
62,ftfy,rspeer/python-ftfy,nlp,,{},22.0,Fixes some problems with Unicode text after the fact.,17,False,ftfy,conda-forge/ftfy,,,,35887.0,35887.0,https://pypi.org/project/ftfy,14283134.0,14291725.0,https://anaconda.org/conda-forge/ftfy,2021-01-20 08:08:07.817,2025-04-22 14:56:35.312,2025-04-22 14:56:35.312000,575652.0,15.0,,,,,,2.0,,,,,,,,,,,
63,llama_index,run-llama/llama_index,agents,,{},1978.0,,17,False,llama_index,,,,,25308.0,25308.0,https://pypi.org/project/llama_index,7231786.0,7231786.0,,,,,,,,,,,,2.0,,,,,,,,,,,
64,langgraph,langchain-ai/langgraph,agents,,{},283.0,,17,False,langgraph,,,,,45972.0,45972.0,https://pypi.org/project/langgraph,72706816.0,72706816.0,,,,,,,,,,,,2.0,,,,,,,,,,,
65,ImageHash,JohannesBuchner/imagehash,image,,{},29.0,A Python Perceptual Image Hahsing Module.,17,False,ImageHash,conda-forge/imagehash,,,,18801.0,18801.0,https://pypi.org/project/ImageHash,5947902.0,5957237.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:47.916,2025-04-22 14:56:29.803,2025-04-22 14:56:29.803000,644152.0,8.0,,,,,,1.0,,,,,,,,,,,
66,Kornia,kornia/kornia,image,,{},362.0,Kornia is a differentiable computer vision library for PyTorch.,17,False,kornia,conda-forge/kornia,,,['pytorch'],17833.0,17833.0,https://pypi.org/project/kornia,3123483.0,3127941.0,https://anaconda.org/conda-forge/kornia,2020-12-09 16:29:41.029,2025-11-08 13:20:35.488,2025-11-08 13:20:35.488000,303178.0,27.0,,,,,,1.0,,,,,,,,,,,
67,PyVista,pyvista/pyvista,data-viz,,{},209.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,17,False,pyvista,conda-forge/pyvista,,,['jupyter'],6005.0,6005.0,https://pypi.org/project/pyvista,1357909.0,1373301.0,https://anaconda.org/conda-forge/pyvista,2020-06-02 20:15:44.310,2026-07-22 01:06:54.890,2026-07-22 01:06:54.890000,1139075.0,97.0,,,,,,2.0,,,,,,,,,,,
