,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
262,ffn,pmorissette/ffn,financial-data,,{},50.0,ffn - a financial function library for Python.,12,False,ffn,conda-forge/ffn,,,,2021-04-22 14:02:52.723,2026-09-24 16:49:48.885000,,,,,,,,,,,,46423.0,13.0,632.0,632.0,https://pypi.org/project/ffn,45874.0,https://anaconda.org/conda-forge/ffn,2026-09-24 16:49:48.885,35729.0,2.0,,,,,,,,,,,,,,,,,,
263,ClearML,allegroai/clearml,ml-experiments,,{},118.0,Auto-Magical Experiment Manager & Version Control for AI.,12,False,clearml,,,,,,2020-10-05 10:16:46.865671,,,,,,,,,,,,701127.0,,2005.0,2005.0,https://pypi.org/project/clearml,701127.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,34241.0,,,,,,,,,,,,,
264,sacred,IDSIA/sacred,ml-experiments,,{},107.0,Facilitates automated and reproducible experimental research.,12,False,sacred,conda-forge/sacred,,,,2021-11-14 09:49:21.832,2025-04-22 14:58:05.313000,,,,,,,,,,,,23017.0,3.0,3674.0,3674.0,https://pypi.org/project/sacred,22801.0,https://anaconda.org/conda-forge/sacred,2025-04-22 14:58:05.313,12551.0,2.0,,,,,,,,,,,,,,,,,,
265,H2O-3,h2oai/h2o-3,distributed-ml,,{},288.0,,12,False,h2o,,,,Apache-2.0,,,,,,,,,,,,,,158048.0,,100.0,100.0,https://pypi.org/project/h2o,158048.0,,,,3.0,,,,,,,,,,,,,,,,,,
266,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,{},116.0,Timeseries forecasting with PyTorch.,12,False,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,2020-09-14 11:56:00.946,2026-06-25 08:25:03.077000,,,,,,,,,,,,171254.0,32.0,713.0,713.0,https://pypi.org/project/pytorch-forecasting,169740.0,https://anaconda.org/conda-forge/pytorch-forecasting,2026-06-25 08:25:03.077,109061.0,2.0,,,,,,,,,,,,,,,,,,
267,qdrant,qdrant/qdrant,nn-search,,{},202.0,,12,False,qdrant-client,,,,,,,,,,,,,,,,,,11277295.0,,117.0,117.0,https://pypi.org/project/qdrant-client,11277295.0,,,,3.0,,,,,,,,,,,,,,,,,,
268,lightfm,lyst/lightfm,recommender-systems,,{},47.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",12,False,lightfm,conda-forge/lightfm,,,,2018-01-05 14:24:50.552,2025-04-22 14:56:45.003000,,,,,,,,,,,,47114.0,4.0,1951.0,1951.0,https://pypi.org/project/lightfm,42454.0,https://anaconda.org/conda-forge/lightfm,2025-04-22 14:56:45.003,484712.0,2.0,,,,,,,,,,,,,,,,,,
269,Cornac,PreferredAI/cornac,recommender-systems,,{},33.0,A Comparative Framework for Multimodal Recommender Systems.,12,False,cornac,conda-forge/cornac,,,,2020-06-06 08:50:52.981,2026-09-20 03:54:15.445000,,,,,,,,,,,,38563.0,60.0,306.0,306.0,https://pypi.org/project/cornac,23104.0,https://anaconda.org/conda-forge/cornac,2026-09-20 03:54:15.445,1159459.0,2.0,,,,,,,,,,,,,,,,,,
270,spleeter,deezer/spleeter,audio,,{},22.0,The Deezer source separation library with pretrained models based on tensorflow.,12,False,spleeter,conda-forge/spleeter,['tensorflow'],,,2019-11-08 20:02:52.483,2025-04-22 14:57:16.666000,,,,,,,,,,,,10471.0,10.0,1099.0,1099.0,https://pypi.org/project/spleeter,8785.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,138273.0,2.0,,,,,,,,,,,,,,,,,,
271,BentoML,bentoml/BentoML,model-serialisation,,{},238.0,,12,False,bentoml,,,,,,,,,,,,,,,,,,140121.0,,2877.0,2877.0,https://pypi.org/project/bentoml,140121.0,,,,3.0,,,,,,,,,,,,,,,,,,
272,pgmpy,pgmpy/pgmpy,probabilistics,,{},243.0,,12,False,pgmpy,,,,,,,,,,,,,,,,,,321084.0,,1818.0,1818.0,https://pypi.org/project/pgmpy,321084.0,,,,3.0,,,,,,,,,,,,,,,,,,
273,torchinfo,TylerYep/torchinfo,pytorch-utils,,{},30.0,,12,False,torchinfo,,['pytorch'],,,,,,,,,,,,,,,,412492.0,,8296.0,8296.0,https://pypi.org/project/torchinfo,412492.0,,,,2.0,,,,,,,,,,,,,,,,,,
274,equinox,patrick-kidger/equinox,jax-utils,,{},102.0,,12,False,equinox,,['jax'],,,,,,,,,,,,,,,,940190.0,,2004.0,2004.0,https://pypi.org/project/equinox,940190.0,,,,3.0,,,,,,,,,,,,,,,,,,
275,BioPandas,rasbt/biopandas,others,,{},21.0,Molecular Structures in Pandas DataFrames.,12,False,biopandas,conda-forge/biopandas,['pandas'],,,2020-08-04 11:39:32.572,2026-08-25 14:54:10.199000,,,,,,,,,,,,25775.0,13.0,416.0,416.0,https://pypi.org/project/biopandas,20413.0,https://anaconda.org/conda-forge/biopandas,2026-08-25 14:54:10.199,391491.0,2.0,,,,,,,,,,,,,,,,,,
276,metricflow,transform-data/metricflow,others,,{},62.0,,12,False,metricflow,,,,,,,,,,,,,,,,,,6002153.0,,240.0,240.0,https://pypi.org/project/metricflow,6002153.0,,,,2.0,,,,,,,,,,,,,,,,,,
277,DeepChem,deepchem/deepchem,others,,{},262.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",12,False,deepchem,conda-forge/deepchem,['tensorflow'],,,2020-06-10 18:42:21.688,2025-04-22 14:57:21.461000,,,,,,,,,,,,19705.0,7.0,671.0,671.0,https://pypi.org/project/deepchem,18022.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,126273.0,2.0,,,,,,,,,,,,,,,,,,
278,cleanlab,cleanlab/cleanlab,others,,{},56.0,The standard package for machine learning with noisy labels and finding mislabeled data in Python.,12,False,cleanlab,conda-forge/cleanlab,,,,2021-04-19 15:02:45.542,2026-01-14 17:49:56.450000,,,,,,,,,,,,66865.0,19.0,545.0,545.0,https://pypi.org/project/cleanlab,65547.0,https://anaconda.org/conda-forge/cleanlab,2026-01-14 17:49:56.450,85728.0,2.0,,,,,,,,,,,,,,,,,,
279,datalad,datalad/datalad,others,,{},68.0,data distribution geared toward scientific datasets.,12,False,datalad,conda-forge/datalad,,,,2020-06-24 04:55:07.916,2026-09-24 12:43:38.164000,,,,,,,,,,,,39745.0,82.0,589.0,589.0,https://pypi.org/project/datalad,23046.0,https://anaconda.org/conda-forge/datalad,2026-09-24 12:43:38.164,1252480.0,2.0,,,,,,,,,,,,,,,,,,
280,Milvus,milvus-io/milvus,nn-search,,{},381.0,"Milvus --- an open-source, high-performance vector database (https://milvus.io).",11,False,pymilvus,,,,,,2026-09-24 19:38:28.948614,,,,,,,,106.0,,,,3601454.0,,,,https://pypi.org/project/pymilvus,3601454.0,,,,3.0,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2026-09-24 19:38:28.948614,106.0,79034246.0,,,,,,,,,,,,,
281,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},343.0,Vowpal Wabbit Python package.,11,False,vowpalwabbit,conda-forge/vowpalwabbit,,,BSD-3-Clause,2020-10-06 12:47:15.817,2026-09-23 22:51:41.163000,,,,,,,,,,,,43576.0,17.0,2.0,2.0,https://pypi.org/project/vowpalwabbit,36021.0,https://anaconda.org/conda-forge/vowpalwabbit,2026-09-23 22:51:41.163,536443.0,3.0,,,,,,,,,,,,,,,,,,
282,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,{},116.0,,11,False,spark-nlp,,['spark'],,,,,,,,,,,,,,,,733788.0,,622.0,622.0,https://pypi.org/project/spark-nlp,733788.0,,,,3.0,,,,,,,,,,,,,,,,,,
283,argilla,argilla-io/argilla,nlp,,{},110.0,,11,False,argilla,,,,,,,,,,,,,,,,,,69290.0,,3184.0,3184.0,https://pypi.org/project/argilla,69290.0,,,,3.0,,,,,,,,,,,,,,,,,,
284,opik,comet-ml/opik,nlp,,{},164.0,,11,False,opik,,,,,,,,,,,,,,,,,,1706553.0,,57.0,57.0,https://pypi.org/project/opik,1706553.0,,,,3.0,,,,,,,,,,,,,,,,,,
285,Dedupe,dedupeio/dedupe,nlp,,{},72.0,A python library for accurate and scaleable data deduplication and entity-resolution.,11,False,dedupe,conda-forge/dedupe,,,,2021-12-08 17:23:58.376,2025-04-22 14:58:06.931000,,,,,,,,,,,,35768.0,12.0,385.0,385.0,https://pypi.org/project/dedupe,32750.0,https://anaconda.org/conda-forge/dedupe,2025-04-22 14:58:06.931,172066.0,3.0,,,,,,,,,,,,,,,,,,
286,doctr,mindee/doctr,image,,{},80.0,,11,False,python-doctr,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,193299.0,,1287.0,1287.0,https://pypi.org/project/python-doctr,193299.0,,,,3.0,,,,,,,,,,,,,,,,,,
287,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,11,False,mpld3,conda-forge/mpld3,,,,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823000,,,,,,,,,,,,351190.0,13.0,69.0,69.0,https://pypi.org/project/mpld3,344365.0,https://anaconda.org/conda-forge/mpld3,2025-11-05 19:20:00.823,457096.0,3.0,,,,,,,,,,,,,mpld3,https://www.npmjs.com/package/mpld3,731.0,,,
288,bqplot,bqplot/bqplot,data-viz,,{},71.0,Plotting library for Jupyter.,11,False,bqplot,conda-forge/bqplot,['jupyter'],,,2020-05-24 11:30:38.431,2026-05-07 12:02:44.851000,,,,,,,,,,,,245127.0,68.0,65.0,65.0,https://pypi.org/project/bqplot,195706.0,https://anaconda.org/conda-forge/bqplot,2026-05-07 12:02:44.851,3550948.0,3.0,,,,,,,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2698.0,,,
289,python-ternary,marcharper/python-ternary,data-viz,,{},28.0,Make ternary plots in matplotlib.,11,False,python-ternary,conda-forge/python-ternary,,,,2021-02-17 20:33:02.087,2025-04-22 14:56:22.353000,,,,,,,,,,,,29522.0,8.0,244.0,244.0,https://pypi.org/project/python-ternary,24004.0,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,369731.0,3.0,,,,,,,,,,,,,,,,,,
290,UMAP,lmcinnes/umap,data-viz,,{},151.0,Uniform Manifold Approximation and Projection.,11,False,umap-learn,conda-forge/umap-learn,,,,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119000,,,,,,,,,,,,5363024.0,31.0,1.0,1.0,https://pypi.org/project/umap-learn,5308973.0,https://anaconda.org/conda-forge/umap-learn,2026-04-09 00:32:16.119,4053863.0,3.0,,,,,,,,,,,,,,,,,,
291,PyWaffle,gyli/PyWaffle,data-viz,,{},7.0,A FigureClass of Matplotlib to make waffle chart.,11,False,pywaffle,conda-forge/pywaffle,,,,2020-10-03 02:41:37.247,2026-09-18 11:45:21.138000,,,,,,,,,,,,20573.0,6.0,562.0,562.0,https://pypi.org/project/pywaffle,20261.0,https://anaconda.org/conda-forge/pywaffle,2026-09-18 11:45:21.138,22170.0,3.0,,,,,,,,,,,,,,,,,,
292,explainerdashboard,oegedijk/explainerdashboard,interpretability,,{},23.0,explainerdashboard allows you quickly build an interactive dashboard to explain the inner workings of your machine..,11,False,explainerdashboard,conda-forge/explainerdashboard,,,,2020-12-01 04:42:10.329,2026-02-09 15:37:35.767000,,,,,,,,,,,,54279.0,33.0,663.0,663.0,https://pypi.org/project/explainerdashboard,52888.0,https://anaconda.org/conda-forge/explainerdashboard,2026-02-09 15:37:35.767,96038.0,2.0,,,,,,,,,,,,,,,,,,
293,InterpretML,interpretml/interpret,interpretability,,{},59.0,,11,False,interpret,,['jupyter'],,,,,,,,,,,,,,,,145938.0,,989.0,989.0,https://pypi.org/project/interpret,145938.0,,,,2.0,,,,,,,,,,,,,,,,,,
294,DALEX,ModelOriented/DALEX,interpretability,,{},28.0,Responsible Machine Learning in Python.,11,False,dalex,conda-forge/dalex,,,,2021-01-06 18:42:09.821,2025-04-22 14:57:44.228000,,,,,,,,,,,,36562.0,7.0,241.0,241.0,https://pypi.org/project/dalex,35657.0,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,61562.0,2.0,,,,,,,,,,,,,,,,,,
295,AIF 360,Trusted-AI/AIF360,interpretability,,{},75.0,IBM AI Fairness 360.,11,False,aif360,conda-forge/aif360,,,,2020-09-28 14:34:26.554,2025-04-22 14:57:36.856000,,,,,,,,,,,,18655.0,5.0,801.0,801.0,https://pypi.org/project/aif360,18065.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,42520.0,2.0,,,,,,,,,,,,,,,,,,
296,Node2Vec,eliorc/node2vec,graph,,{},16.0,"The node2vec algorithm learns continuous representations for nodes in any (un)directed, (un)weighted graph.",11,False,node2vec,conda-forge/node2vec,,,,2018-05-03 02:54:12.032,2025-04-22 14:56:50.341000,,,,,,,,,,,,29018.0,3.0,987.0,987.0,https://pypi.org/project/node2vec,28586.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,43270.0,2.0,,,,,,,,,,,,,,,,,,
297,geopy,geopy/geopy,geospatial-data,,{},138.0,Python Geocoding Toolbox.,11,False,geopy,conda-forge/geopy,,,,2020-06-27 22:25:51.029,2026-07-13 01:38:53.987000,,,,,,,,,,,,10160412.0,20.0,,,https://pypi.org/project/geopy,10128629.0,https://anaconda.org/conda-forge/geopy,2026-07-13 01:38:53.987,2383734.0,3.0,,,,,,,,,,,,,,,,,,
298,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,{},104.0,,11,False,arcgis,,,,,,,,,,,,,,,,,,126920.0,,1043.0,1043.0,https://pypi.org/project/arcgis,126920.0,,,,3.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,,
299,pyfolio,quantopian/pyfolio,financial-data,,{},60.0,pyfolio is a Python library for performance and risk analysis of financial portfolios.,11,False,pyfolio,conda-forge/pyfolio,,,,2018-02-15 19:39:31.850,2025-04-22 14:56:47.184000,,,,,,,,,,,,12901.0,1.0,1397.0,1397.0,https://pypi.org/project/pyfolio,12689.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,21917.0,2.0,,,,,,,,,,,,,,,,,,
300,zipline,quantopian/zipline,financial-data,,{},161.0,A backtester for financial algorithms.,11,False,zipline,conda-forge/zipline,,,,2020-09-08 02:54:53.875,2025-04-22 14:57:35.321000,,,,,,,,,,,,1094.0,2.0,1046.0,1046.0,https://pypi.org/project/zipline,902.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,13895.0,2.0,,,,,,,,,,,,,,,,,,
301,backtrader,mementum/backtrader,financial-data,,{},56.0,,11,False,backtrader,,,,,,,,,,,,,,,,,,182175.0,,3675.0,3675.0,https://pypi.org/project/backtrader,182175.0,,,,2.0,,,,,,,,,,,,,,,,,,
302,yfinance,ranaroussi/yfinance,financial-data,,{},185.0,,11,False,yfinance,ranaroussi/yfinance,,,,2021-07-03 13:58:30.250,2025-03-25 16:27:42.706000,,,,,,,,,,,,18538098.0,4.0,,,https://pypi.org/project/yfinance,18536501.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,99066.0,2.0,,,,,,,,,,,,,,,,,,
303,TPOT,EpistasisLab/tpot,hyperopt,,{},10.0,A Python tool that automatically creates and optimizes Machine Learning pipelines using genetic programming.,11,False,tpot,conda-forge/tpot,['sklearn'],,,2020-06-02 00:25:11.879,2026-02-18 16:47:35.862000,,,,,,,,,,,,20454.0,24.0,3620.0,3620.0,https://pypi.org/project/tpot,14657.0,https://anaconda.org/conda-forge/tpot,2026-02-18 16:47:35.862,434814.0,3.0,,,,,,,,,,,,,,,,,,
304,lazypredict,shankarpandala/lazypredict,hyperopt,,{},20.0,Rapid low code ML testing with multiple basic models.,11,False,lazypredict,conda-forge/lazypredict,['sklearn'],,,2021-08-24 21:48:59.448,2026-03-15 20:11:16.863000,,,,,,,,,,,,11108.0,5.0,1421.0,1421.0,https://pypi.org/project/lazypredict,10929.0,https://anaconda.org/conda-forge/lazypredict,2026-03-15 20:11:16.863,10951.0,3.0,,,,,,,,,,,,,,,,,,
305,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064000,,,,,,,,,,,,10792.0,5.0,1476.0,1476.0,https://pypi.org/project/knockknock,9559.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,24664.0,3.0,,,,,,,,,,,,,,,,,,
306,kaggle,Kaggle/kaggle-api,ml-experiments,,{},73.0,Kaggle API.,11,False,kaggle,conda-forge/kaggle,,,,2020-09-04 15:05:55.697,2026-06-26 00:57:52.829000,,,,,,,,,,,,569460.0,35.0,24.0,24.0,https://pypi.org/project/kaggle,565047.0,https://anaconda.org/conda-forge/kaggle,2026-06-26 00:57:52.829,317777.0,3.0,,,,,,,,,,,,,,,,,,
307,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,['paddle'],,,,,,,,,,,,,,,,119968.0,,3634.0,3634.0,https://pypi.org/project/visualdl,119968.0,,,,3.0,,,,,,,,,,,,,,,,,,
308,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,{},535.0,Open source library for training and deploying models on Amazon SageMaker.,11,False,sagemaker,conda-forge/sagemaker-python-sdk,,,,2020-08-20 11:36:30.719,2026-05-21 10:16:09.524000,,,,,,,,,,,,16806055.0,225.0,,,https://pypi.org/project/sagemaker,16774002.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2026-05-21 10:16:09.524,2339905.0,3.0,,,,,,,,,,,,,,,,,,
309,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660000,,,,,,,,,,,,39493.0,3.0,2949.0,2949.0,https://pypi.org/project/MedPy,36412.0,https://anaconda.org/conda-forge/medpy,2026-04-25 10:59:35.660,194118.0,2.0,,,,,,,,,,,,,,,,,,
310,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480000,,,,,,,,,,,,23483.0,3.0,251.0,251.0,https://pypi.org/project/nipy,5637.0,https://anaconda.org/conda-forge/nipy,2025-04-22 14:56:38.480,464005.0,2.0,,,,,,,,,,,,,,,,,,
311,Prophet,facebook/prophet,time-series-data,,{},196.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,2021-04-14 22:10:05.951,2026-09-21 14:53:54.484000,,,,,,,,,,,,51238.0,13.0,24.0,24.0,https://pypi.org/project/fbprophet,22525.0,https://anaconda.org/conda-forge/prophet,2026-09-21 14:53:54.484,1866379.0,2.0,,,,,,,,,,,,,,,,,,
312,librosa,librosa/librosa,audio,,{},143.0,Python module for audio and music processing.,11,False,librosa,conda-forge/librosa,,,,2020-07-22 10:27:16.474,2026-08-11 15:54:43.554000,,,,,,,,,,,,8287679.0,25.0,,,https://pypi.org/project/librosa,8263198.0,https://anaconda.org/conda-forge/librosa,2026-08-11 15:54:43.554,1811629.0,2.0,,,,,,,,,,,,,,,,,,
313,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,,,,,,,,,,,,,,243215.0,,926.0,926.0,https://pypi.org/project/audiomentations,243215.0,,,,2.0,,,,,,,,,,,,,,,,,,
314,aubio,aubio/aubio,audio,,{},32.0,tools for audio and music analysis and transformation.,11,False,aubio,conda-forge/aubio,,,,2017-03-19 18:06:20.550,2025-04-22 14:56:33.269000,,,,,,,,,,,,49030.0,7.0,599.0,599.0,https://pypi.org/project/aubio,27357.0,https://anaconda.org/conda-forge/aubio,2025-04-22 14:56:33.269,2470751.0,2.0,,,,,,,,,,,,,,,,,,
315,tensorflow-probability,tensorflow/probability,probabilistics,,{},514.0,TensorFlow Probability is a library for probabilistic reasoning and statistical analysis in TensorFlow.,11,False,tensorflow-probability,conda-forge/tensorflow-probability,['tensorflow'],,,2021-02-10 20:08:37.772,2025-11-05 10:36:05.008000,,,,,,,,,,,,861294.0,20.0,5.0,5.0,https://pypi.org/project/tensorflow-probability,857708.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-11-05 10:36:05.008,240320.0,3.0,,,,,,,,,,,,,,,,,,
316,GPflow,GPflow/GPflow,probabilistics,,{},85.0,Gaussian processes in TensorFlow.,11,False,gpflow,conda-forge/gpflow,['tensorflow'],,,2022-02-02 14:43:05.929,2025-04-22 14:56:50.649000,,,,,,,,,,,,37932.0,7.0,810.0,810.0,https://pypi.org/project/gpflow,36710.0,https://anaconda.org/conda-forge/gpflow,2025-04-22 14:56:50.649,67263.0,3.0,,,,,,,,,,,,,,,,,,
317,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819000,,,,,,,,,,,,13235.0,37.0,824.0,824.0,https://pypi.org/project/adversarial-robustness-toolbox,11729.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,111452.0,1.0,,,,,,,,,,,,,,,,,,
318,Foolbox,bethgelab/foolbox,adversarial,,{},35.0,"Foolbox Native is an adversarial attacks library that works natively with PyTorch, TensorFlow and JAX.",11,False,foolbox,conda-forge/foolbox,,,,2020-07-06 12:59:52.009,2025-04-22 14:57:29.383000,,,,,,,,,,,,9083.0,5.0,779.0,779.0,https://pypi.org/project/foolbox,8765.0,https://anaconda.org/conda-forge/foolbox,2025-04-22 14:57:29.383,23574.0,1.0,,,,,,,,,,,,,,,,,,
319,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,['tensorflow'],,,,,,,,,,,,,,,,15017.0,,1867.0,1867.0,https://pypi.org/project/tfx,15017.0,,,,2.0,,,,,,,,,,,,,,,,,,
320,scikit-lego,koaning/scikit-lego,sklearn-utils,,{},74.0,missing blocks for sklearn pipelines.,11,False,scikit-lego,conda-forge/scikit-lego,['sklearn'],,,2020-05-26 10:44:57.130,2025-04-22 14:57:15.493000,,,,,,,,,,,,38712.0,25.0,192.0,192.0,https://pypi.org/project/scikit-lego,37505.0,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,91785.0,2.0,,,,,,,,,,,,,,,,,,
321,gplearn,trevorstephens/gplearn,others,,{},13.0,"gplearn implements Genetic Programming in Python, with a scikit-learn inspired and compatible API.",11,False,gplearn,conda-forge/gplearn,['sklearn'],,,2020-06-18 15:08:16.907,2026-01-07 23:59:23.701000,,,,,,,,,,,,68003.0,3.0,751.0,751.0,https://pypi.org/project/gplearn,67810.0,https://anaconda.org/conda-forge/gplearn,2026-01-07 23:59:23.701,14524.0,3.0,,,,,,,,,,,,,,,,,,
322,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,,,,,,,,,,,,,,15253.0,,1130.0,1130.0,https://pypi.org/project/carla,15253.0,,,,3.0,,,,,,,,,,,,,,,,,,
323,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,CC-BY-3.0,,,,,,,,,,,,,,38666.0,,945.0,945.0,https://pypi.org/project/minisom,38666.0,,,,3.0,,,,,,,,,,,,,,,,,,
324,Data-science,khuyentran1401/Data-science,data-science,,https://github.com/CodeCutTech/Data-science,8.0,"Collection of useful data science topics along with articles, videos, and code.",10,True,,,,https://github.com/CodeCutTech/Data-science,,2020-07-17 19:25:27.000,2025-12-02 21:42:02.000000,2025-12-02 21:41:44,918.0,1011.0,1.0,35.0,4.0,4.0,4214.0,,,,,,,,,,,,,1.0,,,,,,,,,CodeCutTech/Data-science,,,,,,,,,
325,moolib,facebookresearch/moolib,distributed-ml,,https://github.com/facebookresearch/moolib,6.0,A library for distributed ML training with PyTorch.,10,False,,,['pytorch'],https://github.com/facebookresearch/moolib,MIT,2021-08-26 09:15:58.000,2022-12-12 15:07:44.000000,2022-12-12 15:07:38,41.0,21.0,3.0,41.0,7.0,12.0,366.0,2022-02-10 16:56:22,0.0.9c,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
326,Geomstats,geomstats/geomstats,ml-frameworks,,{},101.0,Geometric statistics on manifolds.,10,False,geomstats,conda-forge/geomstats,,,,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165000,,,,,,,,,,,,17898.0,4.0,164.0,164.0,https://pypi.org/project/geomstats,17664.0,https://anaconda.org/conda-forge/geomstats,2025-04-22 14:58:18.165,11961.0,3.0,,,,,,,,,,,,https://geomstats.github.io/,,,,,,
327,PyFlink,apache/flink,ml-frameworks,,{},2151.0,Apache Flink Python API.,10,False,apache-flink,,,,,,,,,,,,,,,,,,113456.0,,24.0,24.0,https://pypi.org/project/apache-flink,113456.0,,,,3.0,,,,,,,,,,,,,,,,,,
328,SciSpacy,allenai/scispacy,nlp,,{},40.0,,10,False,scispacy,,,,,,,,,,,,,,,,,,27946.0,,1388.0,1388.0,https://pypi.org/project/scispacy,27946.0,,,,3.0,,,,,,,,,,,,,,,,,,
329,PyTextRank,DerwenAI/pytextrank,nlp,,{},19.0,,10,False,pytextrank,,,,,,,,,,,,,,,,,,77490.0,,920.0,920.0,https://pypi.org/project/pytextrank,77490.0,,,,3.0,,,,,,,,,,,,,,,,,,
330,imageai,OlafenwaMoses/ImageAI,image,,{},19.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,10,False,imageai,conda-forge/imageai,,,,2020-07-24 17:05:55.052,2025-04-22 14:57:32.711000,,,,,,,,,,,,2017.0,2.0,1807.0,1807.0,https://pypi.org/project/imageai,1854.0,https://anaconda.org/conda-forge/imageai,2025-04-22 14:57:32.711,12127.0,3.0,,,,,,,,,,,,,,,,,,
331,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,,,,,,,,,,,,,,67759.0,,374.0,374.0,https://pypi.org/project/norfair,67759.0,,,,3.0,,,,,,,,,,,,,,,,,,
332,lightly,lightly-ai/lightly,image,,{},96.0,,10,False,lightly,,['pytorch'],,,,,,,,,,,,,,,,82095.0,,653.0,653.0,https://pypi.org/project/lightly,82095.0,,,,3.0,,,,,,,,,,,,,,,,,,
333,Tesseract,madmaze/pytesseract,ocr,,{},47.0,Python-tesseract is an optical character recognition (OCR) tool for python.,10,False,pytesseract,conda-forge/pytesseract,,,,2020-07-25 19:44:39.224,2025-04-22 14:57:07.821000,,,,,,,,,,,,16145764.0,17.0,,,https://pypi.org/project/pytesseract,16134863.0,https://anaconda.org/conda-forge/pytesseract,2025-04-22 14:57:07.821,806681.0,3.0,,,,,,,,,,,,,,,,,,
