,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
113,PyOD,yzhao062/pyod,ml-frameworks,,{},80.0,A Python Toolkit for Scalable Outlier Detection (Anomaly Detection).,16,False,pyod,conda-forge/pyod,,,,2020-05-21 23:31:10.016,2026-09-23 05:32:30.524000,,,,,,,,,,,,2777839.0,60.0,5732.0,5732.0,https://pypi.org/project/pyod,2774886.0,https://anaconda.org/conda-forge/pyod,2026-09-23 05:32:30.524,224496.0,2.0,,,,,,,,,,,,,,,,,,
114,Ignite,pytorch/ignite,ml-frameworks,,{},267.0,A lightweight library to help with training neural networks in PyTorch.,16,False,pytorch-ignite,pytorch/ignite,['pytorch'],,,2018-06-20 15:36:52.783,2026-07-22 15:14:18.114000,,,,,,,,,,,,264960.0,28.0,4051.0,4051.0,https://pypi.org/project/pytorch-ignite,262084.0,https://anaconda.org/pytorch/ignite,2026-07-22 15:14:18.114,284738.0,2.0,,,,,,,,,,,,,,,,,,
115,jellyfish,jamesturk/jellyfish,nlp,,{},37.0,A library for doing approximate and phonetic matching of strings.,16,False,jellyfish,conda-forge/jellyfish,,,,2020-06-10 16:23:01.195,2025-11-25 21:17:09.326000,,,,,,,,,,,,8773154.0,19.0,15519.0,15519.0,https://pypi.org/project/jellyfish,8739222.0,https://anaconda.org/conda-forge/jellyfish,2025-11-25 21:17:09.326,2544966.0,2.0,,,,,,,,,,,,,,,,,,
116,llama_index,run-llama/llama_index,agents,,{},1999.0,,16,False,llama_index,,,,,,,,,,,,,,,,,,3123401.0,,25474.0,25474.0,https://pypi.org/project/llama_index,3123401.0,,,,2.0,,,,,,,,,,,,,,,,,,
117,ultralytics,ultralytics/ultralytics,image,,{},462.0,,16,False,ultralytics,,,,,,,,,,,,,,,,,,4002256.0,,59957.0,59957.0,https://pypi.org/project/ultralytics,4002256.0,,,,2.0,,,,,,,,,,,,,,,,,,
118,imutils,PyImageSearch/imutils,image,,{},21.0,"A series of convenience functions to make basic image processing functions such as translation, rotation, resizing,..",16,False,imutils,conda-forge/imutils,,,,2020-07-07 12:49:26.774,2025-04-22 14:57:06.837000,,,,,,,,,,,,729670.0,3.0,54284.0,54284.0,https://pypi.org/project/imutils,725533.0,https://anaconda.org/conda-forge/imutils,2025-04-22 14:57:06.837,306149.0,2.0,,,,,,,,,,,,,,,,,,
119,cartopy,SciTools/cartopy,data-viz,,{},144.0,A library providing cartographic tools for python.,16,False,cartopy,conda-forge/cartopy,,,,2020-05-18 16:23:27.911,2026-09-19 14:57:00.787000,,,,,,,,,,,,1006532.0,28.0,8938.0,8938.0,https://pypi.org/project/cartopy,898412.0,https://anaconda.org/conda-forge/cartopy,2026-09-19 14:57:00.787,8217138.0,2.0,,,,,,,,,,,,,,,,,,
120,VisPy,vispy/vispy,data-viz,,{},212.0,High-performance interactive 2D/3D data visualization library.,16,False,vispy,conda-forge/vispy,['jupyter'],,,2020-09-24 16:39:06.228,2026-09-11 15:27:39.666000,,,,,,,,,,,,769972.0,39.0,2343.0,2343.0,https://pypi.org/project/vispy,748991.0,https://anaconda.org/conda-forge/vispy,2026-09-11 15:27:39.666,1508066.0,2.0,,,,,,,,,,,,,vispy,https://www.npmjs.com/package/vispy,36.0,,,
121,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,{},326.0,Scientific Graphics and GUI Library for Python.,16,False,pyqtgraph,conda-forge/pyqtgraph,,,,2020-06-09 00:20:24.502,2025-11-19 10:58:06.682000,,,,,,,,,,,,680675.0,18.0,14005.0,14005.0,https://pypi.org/project/pyqtgraph,663077.0,https://anaconda.org/conda-forge/pyqtgraph,2025-11-19 10:58:06.682,1319868.0,2.0,,,,,,,,,,,,,,,,,,
122,Metaflow,Netflix/metaflow,ml-experiments,,{},152.0,"Metaflow: More Data Science, Less Engineering.",16,False,metaflow,conda-forge/metaflow,,,,2020-07-29 21:37:08.322,2026-09-03 02:03:06.485000,,,,,,,,,,,,459896.0,210.0,1028.0,1028.0,https://pypi.org/project/metaflow,453429.0,https://anaconda.org/conda-forge/metaflow,2026-09-03 02:03:06.485,478592.0,2.0,,,,,,,,,,,,,,,,,,
123,Nilearn,nilearn/nilearn,medical-data,,{},287.0,Statistical learning for neuroimaging in Python.,16,False,nilearn,conda-forge/nilearn,['sklearn'],,,2020-11-12 13:26:01.761,2026-09-05 17:43:25.708000,,,,,,,,,,,,123100.0,32.0,4621.0,4621.0,https://pypi.org/project/nilearn,114085.0,https://anaconda.org/conda-forge/nilearn,2026-09-05 17:43:25.708,631109.0,1.0,,,,,,,,,,,,,,,,,,
124,MONAI,Project-MONAI/MONAI,medical-data,,{},308.0,AI Toolkit for Healthcare Imaging.,16,False,monai,conda-forge/monai,['pytorch'],,,2021-12-29 09:55:36.763,2026-01-28 07:31:46.743000,,,,,,,,,,,,801776.0,15.0,4777.0,4777.0,https://pypi.org/project/monai,800416.0,https://anaconda.org/conda-forge/monai,2026-01-28 07:31:46.743,77553.0,1.0,,,,,,,,,,,,,,,,,,
125,NiBabel,nipy/nibabel,medical-data,,{},118.0,Python package to access a cacophony of neuro-imaging file formats.,16,False,nibabel,conda-forge/nibabel,,,,2020-06-30 18:23:29.640,2026-06-09 01:40:14.470000,,,,,,,,,,,,1683645.0,33.0,31337.0,31337.0,https://pypi.org/project/nibabel,1663051.0,https://anaconda.org/conda-forge/nibabel,2026-06-09 01:40:14.470,1544569.0,1.0,,,,,,,,,,,,,,,,,,
126,mpi4py,mpi4py/mpi4py,distributed-ml,,{},30.0,Python bindings for MPI.,16,False,mpi4py,conda-forge/mpi4py,,,,2020-10-09 13:03:47.206,2026-09-08 15:25:16.746000,,,,,,,,,,,,650822.0,19.0,12608.0,12608.0,https://pypi.org/project/mpi4py,551993.0,https://anaconda.org/conda-forge/mpi4py,2026-09-08 15:25:16.746,7016929.0,2.0,,,,,,,,,,,,,,,,,,
127,sktime,alan-turing-institute/sktime,time-series-data,,{},703.0,A unified framework for machine learning with time series.,16,False,sktime,conda-forge/sktime-all-extras,['sklearn'],,,2021-07-28 06:16:34.545,2025-12-07 07:18:44.347000,,,,,,,,,,,,1205243.0,76.0,4893.0,4893.0,https://pypi.org/project/sktime,1183628.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-12-07 07:18:44.347,1340179.0,1.0,,,,,,,,,,,,,,,,,,
128,Annoy,spotify/annoy,nn-search,,{},90.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,16,False,annoy,conda-forge/python-annoy,,,,2020-09-18 19:43:51.472,2026-09-12 20:41:17.743000,,,,,,,,,,,,901650.0,22.0,5649.0,5649.0,https://pypi.org/project/annoy,878513.0,https://anaconda.org/conda-forge/python-annoy,2026-09-12 20:41:17.743,1665897.0,2.0,,,,,,,,,,,,,,,,,,
129,hnswlib,nmslib/hnswlib,nn-search,,{},76.0,"Python bindings for Hnswlib, a fast approximate nearest neighbor search package.",16,False,hnswlib,conda-forge/hnswlib,,,,2020-12-23 06:04:48.389,2026-09-18 16:06:48.277000,,,,,,,,,,,,582190.0,6.0,8913.0,8913.0,https://pypi.org/project/hnswlib,574718.0,https://anaconda.org/conda-forge/hnswlib,2026-09-18 16:06:48.277,515601.0,2.0,,,,,,,,,,,,,,,,,,
130,Core ML Tools,apple/coremltools,model-serialisation,,{},240.0,Core ML is an Apple framework to integrate machine learning models into your app. Core ML provides a unified..,16,False,coremltools,conda-forge/coremltools,,,,2020-10-16 19:48:15.220,2026-06-22 13:38:39.137000,,,,,,,,,,,,1252305.0,5.0,5690.0,5690.0,https://pypi.org/project/coremltools,1249972.0,https://anaconda.org/conda-forge/coremltools,2026-06-22 13:38:39.137,165699.0,2.0,,,,,,,,,,,,,,,,,,
131,metrics,Lightning-AI/metrics,pytorch-utils,,{},297.0,Collection of PyTorch native metrics for easy evaluating machine learning models.,16,False,metrics,conda-forge/torchmetrics,['pytorch'],,,2021-03-16 10:50:04.846,2026-03-18 09:56:39.711000,,,,,,,,,,,,63085.0,61.0,48290.0,48290.0,https://pypi.org/project/metrics,13554.0,https://anaconda.org/conda-forge/torchmetrics,2026-03-18 09:56:39.711,3269079.0,2.0,,,,,,,,,,,,,,,,,,
132,MLxtend,rasbt/mlxtend,sklearn-utils,,{},124.0,Machine Learning Library Extensions.,16,False,mlxtend,conda-forge/mlxtend,['sklearn'],,,2020-07-28 03:34:49.886,2026-06-09 21:10:46.329000,,,,,,,,,,,,691696.0,25.0,21034.0,21034.0,https://pypi.org/project/mlxtend,680042.0,https://anaconda.org/conda-forge/mlxtend,2026-06-09 21:10:46.329,862396.0,1.0,,,,,,,,,,,,,,,,,,
133,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,{},81.0,A collection of sklearn transformers to encode categorical variables as numeric.,16,False,category_encoders,conda-forge/category_encoders,['sklearn'],,,2021-10-13 18:33:31.261,2026-09-08 21:55:04.423000,,,,,,,,,,,,1659282.0,28.0,4240.0,4240.0,https://pypi.org/project/category_encoders,1649555.0,https://anaconda.org/conda-forge/category_encoders,2026-09-08 21:55:04.423,573945.0,1.0,,,,,,,,,,,,,,,,,,
134,LightGBM,microsoft/LightGBM,ml-frameworks,,{},356.0,LightGBM is a gradient boosting framework that uses tree based learning algorithms.,15,False,lightgbm,conda-forge/lightgbm,,,,2020-09-01 12:55:08.262,2026-07-20 03:34:31.957000,,,,,,,,,,,,18088462.0,32.0,175.0,175.0,https://pypi.org/project/lightgbm,18009044.0,https://anaconda.org/conda-forge/lightgbm,2026-07-20 03:34:31.957,5718145.0,3.0,,,,,,,,,,,,,,,,,,
135,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,{},1535.0,,15,False,paddlepaddle,,['paddle'],,,,,,,,,,,,,,,,950742.0,,9757.0,9757.0,https://pypi.org/project/paddlepaddle,950742.0,,,,3.0,,,,,,,,,,,,,,,,,,
136,thefuzz,seatgeek/thefuzz,nlp,,{},13.0,Fuzzy string matching in python.,15,False,thefuzz,conda-forge/thefuzz,,,,2022-01-13 22:10:32.583,2025-04-22 14:58:08.752000,,,,,,,,,,,,8002920.0,2.0,6106.0,6106.0,https://pypi.org/project/thefuzz,8001390.0,https://anaconda.org/conda-forge/thefuzz,2025-04-22 14:58:08.752,85703.0,2.0,,,,,,,,,,,,,,,,,,
137,stanza,stanfordnlp/stanza,nlp,,{},78.0,"Stanza: A Python NLP Library for Many Human Languages, by the Stanford NLP Group.",15,False,stanza,stanfordnlp/stanza,,,,2020-03-14 02:34:20.643,2025-03-25 16:28:39.162000,,,,,,,,,,,,715345.0,13.0,4376.0,4376.0,https://pypi.org/project/stanza,715218.0,https://anaconda.org/stanfordnlp/stanza,2025-03-25 16:28:39.162,9910.0,2.0,,,,,,,,,,,,,,,,,,
138,crewAI,crewAIInc/crewAI,agents,,{},340.0,,15,False,crewai,,,,,,,,,,,,,,,,,,2438387.0,,20731.0,20731.0,https://pypi.org/project/crewai,2438387.0,,,,2.0,,,,,,,,,,,,,,,,,,
139,imgaug,aleju/imgaug,image,,{},36.0,Image augmentation for machine learning experiments.,15,False,imgaug,conda-forge/imgaug,,,,2019-06-05 06:04:19.977,2025-04-22 14:57:06.395000,,,,,,,,,,,,336576.0,3.0,26586.0,26586.0,https://pypi.org/project/imgaug,333488.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,268732.0,2.0,,,,,,,,,,,,,,,,,,
140,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,2020-10-14 09:36:00.636,2026-09-16 11:14:29.761000,,,,,,,,,,,,1009684.0,10.0,1466.0,1466.0,https://pypi.org/project/pyvips,1003919.0,https://anaconda.org/conda-forge/pyvips,2026-09-16 11:14:29.761,409336.0,2.0,,,,,,,,,,,,,,,,,,
141,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,{},129.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",15,False,ocrmypdf,conda-forge/ocrmypdf,,,,2021-02-25 13:52:39.515,2026-09-23 16:15:24.236000,,,,,,,,,,,,1191997.0,57.0,1608.0,1608.0,https://pypi.org/project/ocrmypdf,1189519.0,https://anaconda.org/conda-forge/ocrmypdf,2026-09-23 16:15:24.236,166058.0,1.0,,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,
142,hvPlot,holoviz/hvplot,data-viz,,{},54.0,A high-level plotting API for the PyData ecosystem built on HoloViews.,15,False,hvplot,conda-forge/hvplot,,,,2020-06-02 12:42:34.211,2025-12-18 15:35:41.427000,,,,,,,,,,,,478263.0,26.0,7553.0,7553.0,https://pypi.org/project/hvplot,463471.0,https://anaconda.org/conda-forge/hvplot,2025-12-18 15:35:41.427,1109444.0,2.0,,,,,,,,,,,,,,,,,,
143,igraph,igraph/python-igraph,graph,,{},81.0,An open source and free collection of network analysis tool.,15,False,python-igraph,conda-forge/igraph,,,,2020-08-20 13:08:22.426,2025-12-27 19:06:26.854000,,,,,,,,,,,,491700.0,35.0,4976.0,4976.0,https://pypi.org/project/python-igraph,473405.0,https://anaconda.org/conda-forge/igraph,2025-12-27 19:06:26.854,1335601.0,2.0,,,,,,,,,,,,,,,,,,
144,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,{},98.0,A Jupyter widget for dynamic Leaflet maps.,15,False,ipyleaflet,conda-forge/ipyleaflet,['jupyter'],,,2020-05-25 11:11:25.372,2025-06-13 19:35:58.799000,,,,,,,,,,,,237197.0,74.0,18357.0,18357.0,https://pypi.org/project/ipyleaflet,193432.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,3212549.0,3.0,,,,,,,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,1495.0,,,
145,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184000,,,,,,,,,,,,934042.0,7.0,10482.0,10482.0,https://pypi.org/project/ta,933304.0,https://anaconda.org/conda-forge/ta,2025-04-22 14:57:46.184,49474.0,1.0,,,,,,,,,,,,,,,,,,
146,arch,bashtage/arch,financial-data,,{},42.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,15,False,arch,conda-forge/arch-py,,,,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450000,,,,,,,,,,,,741616.0,23.0,3914.0,3914.0,https://pypi.org/project/arch,730239.0,https://anaconda.org/conda-forge/arch-py,2025-10-21 13:02:21.450,853297.0,1.0,,,,,,,,,,,,,,,,,,
147,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,15,False,scikit-optimize,conda-forge/scikit-optimize,,,,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264000,,,,,,,,,,,,525727.0,14.0,9142.0,9142.0,https://pypi.org/project/scikit-optimize,512385.0,https://anaconda.org/conda-forge/scikit-optimize,2025-07-26 15:19:34.264,973975.0,2.0,,,,,,,,,,,,,,,,,,
148,snakemake,snakemake/snakemake,ml-experiments,,{},408.0,A popular workflow management system aiming at full in-silico reproducibility.,15,False,snakemake,bioconda/snakemake,,,,2015-10-17 15:43:54.867,2026-09-14 18:30:44.036000,,,,,,,,,,,,161492.0,373.0,2715.0,2715.0,https://pypi.org/project/snakemake,146623.0,https://anaconda.org/bioconda/snakemake,2026-09-14 18:30:44.036,1947938.0,2.0,,,,,,,,,,,,,,,,,,
149,Lifelines,CamDavidsonPilon/lifelines,medical-data,,{},124.0,"Survival analysis in Python, including Kaplan Meier, Nelson Aalen and regression.",15,False,lifelines,conda-forge/lifelines,,,,2020-05-25 23:39:09.984,2026-04-29 14:43:19.233000,,,,,,,,,,,,1575796.0,65.0,4578.0,4578.0,https://pypi.org/project/lifelines,1565959.0,https://anaconda.org/conda-forge/lifelines,2026-04-29 14:43:19.233,747633.0,2.0,,,,,,,,,,,,,,,,,,
150,DIPY,dipy/dipy,medical-data,,{},209.0,Diffusion MR Imaging in Python.,15,False,dipy,conda-forge/dipy,,,,2020-09-15 04:04:39.951,2026-08-06 14:06:10.268000,,,,,,,,,,,,83971.0,21.0,1665.0,1665.0,https://pypi.org/project/dipy,66170.0,https://anaconda.org/conda-forge/dipy,2026-08-06 14:06:10.268,1281706.0,2.0,,,,,,,,,,,,,,,,,,
151,Submit it,facebookincubator/submitit,distributed-ml,,{},29.0,Python 3.6+ toolbox for submitting jobs to Slurm.,15,False,submitit,conda-forge/submitit,,,,2020-08-26 15:42:24.203,2025-12-18 14:08:10.664000,,,,,,,,,,,,903057.0,12.0,5210.0,5210.0,https://pypi.org/project/submitit,901951.0,https://anaconda.org/conda-forge/submitit,2025-12-18 14:08:10.664,80744.0,2.0,,,,,,,4.0,,,,,,,,,,,
152,StatsForecast,Nixtla/statsforecast,time-series-data,,{},71.0,Time series forecasting suite using statistical models.,15,False,statsforecast,conda-forge/statsforecast,,,,2022-03-04 23:51:03.641,2026-07-16 21:01:59.106000,,,,,,,,,,,,1315061.0,37.0,2248.0,2248.0,https://pypi.org/project/statsforecast,1308968.0,https://anaconda.org/conda-forge/statsforecast,2026-07-16 21:01:59.106,329049.0,1.0,,,,,,,,,,,,,,,,,,
153,STUMPY,TDAmeritrade/stumpy,time-series-data,,{},46.0,"STUMPY is a powerful and scalable Python library that computes something called a matrix profile, which can then be..",15,False,stumpy,conda-forge/stumpy,,,BSD-3-Clause,2020-06-15 15:52:12.048,2026-02-08 02:09:16.381000,,,,,,,,,,,,341088.0,29.0,1679.0,1679.0,https://pypi.org/project/stumpy,323823.0,https://anaconda.org/conda-forge/stumpy,2026-02-08 02:09:16.381,1294884.0,1.0,,,,,,,,,,,,,,,,,,
154,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,['pytorch'],,,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640000,,,,,,,,,,,,668964.0,26.0,3489.0,3489.0,https://pypi.org/project/gpytorch,665129.0,https://anaconda.org/conda-forge/gpytorch,2026-02-28 20:41:43.640,291508.0,1.0,,,,,,,,,,,,,,,,,,
155,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,['sklearn'],,,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310000,,,,,,,,,,,,744001.0,12.0,4026.0,4026.0,https://pypi.org/project/hmmlearn,736313.0,https://anaconda.org/conda-forge/hmmlearn,2025-09-10 16:53:48.310,553556.0,1.0,,,,,,,,,,,,,,,,,,
156,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759000,,,,,,,,,,,,596461.0,4.0,6012.0,6012.0,https://pypi.org/project/torchdiffeq,596063.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,30263.0,2.0,,,,,,,,,,,,,,,,,,
157,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,['sklearn'],,,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068000,,,,,,,,,,,,152392.0,31.0,13876.0,13876.0,https://pypi.org/project/scikit-learn-intelex,139994.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2026-07-14 07:44:54.068,805885.0,2.0,,,,,,,,,,,,,,,,,,
158,River,online-ml/river,others,,{},155.0,Online machine learning in Python.,15,False,river,conda-forge/river,,,,2021-04-19 20:23:28.936,2026-08-21 20:07:57.737000,,,,,,,,,,,,158055.0,9.0,927.0,927.0,https://pypi.org/project/river,155317.0,https://anaconda.org/conda-forge/river,2026-08-21 20:07:57.737,177980.0,1.0,,,,,,,,,,,,,,,,,,
159,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,5.0,Distributed Computing for AI Made Simple.,14,False,fiber,,,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,108.0,1.0,37.0,19.0,8.0,1047.0,,,,234.0,,96.0,96.0,https://pypi.org/project/fiber,234.0,,,,2.0,,,,,,,,,,,,,,,,,,
160,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,14.0,EvoJAX: Hardware-accelerated Neuroevolution.,14,False,evojax,conda-forge/evojax,['jax'],https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,110.0,1.0,52.0,15.0,17.0,951.0,,,,2731.0,20.0,,,https://pypi.org/project/evojax,1701.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,56668.0,1.0,,,,,,,,,,,,,,,,,,
161,rliable,google-research/rliable,reinforcement-learning,,https://github.com/google-research/rliable,9.0,"[NeurIPS21 Outstanding Paper] Library for reliable evaluation on RL and ML benchmarks, even with only a handful of..",14,False,rliable,,,https://github.com/google-research/rliable,Apache-2.0,2021-08-20 00:41:06.000,2024-08-12 20:48:27.000000,2024-08-12 20:48:27,72.0,53.0,,11.0,5.0,17.0,878.0,,,,9083.0,,,,https://pypi.org/project/rliable,9083.0,,,,1.0,,,,,,,,,,,,,,,,,,
162,NeuralCompression,facebookresearch/NeuralCompression,image,,https://github.com/facebookresearch/NeuralCompression,10.0,A collection of tools for neural compression enthusiasts.,14,False,neuralcompression,,,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2024-09-20 14:21:23.000000,2024-09-20 14:21:18,142.0,56.0,4.0,171.0,8.0,66.0,597.0,2023-10-03 14:25:36,0.3.1,,90.0,6.0,,,https://pypi.org/project/neuralcompression,90.0,,,,2.0,,,,,,,,,,,,,,,,,,
163,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,28.0,,14,False,dm-launchpad,,['tensorflow'],https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,42.0,5.0,6.0,19.0,21.0,331.0,,,,1050.0,,,,https://pypi.org/project/dm-launchpad,1050.0,,,,2.0,,,,,,,,,google-deepmind/launchpad,,,,,,,,,
164,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},520.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,['pytorch'],,,,2022-09-02 00:25:31.275782,,,,,,,,5.0,,,,1093885.0,,16118.0,16118.0,https://pypi.org/project/deepspeed,1093885.0,,,,2.0,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,27971.0,,,,,,,,,,,,,
165,Catboost,catboost/catboost,ml-frameworks,,{},1442.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774000,,,,,,,,,,,,4942813.0,71.0,21.0,21.0,https://pypi.org/project/catboost,4902817.0,https://anaconda.org/conda-forge/catboost,2026-02-23 23:23:44.774,2799769.0,3.0,,,,,,,,,,,,,,,,,,
166,Fastai,fastai/fastai,ml-frameworks,,{},263.0,,14,False,fastai,,['pytorch'],,,,,,,,,,,,,,,,331862.0,,23550.0,23550.0,https://pypi.org/project/fastai,331862.0,,,,3.0,,,,,,,,,,,,,,,,,,
167,PySpark,apache/spark,ml-frameworks,,{},3605.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,['spark'],,,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659000,,,,,,,,,,,,47540424.0,43.0,,,https://pypi.org/project/pyspark,47473390.0,https://anaconda.org/conda-forge/pyspark,2026-07-16 15:46:27.659,5027583.0,3.0,,,,,,,,stable/spark,,,,,,,,,,
168,flair,flairNLP/flair,nlp,,{},278.0,A very simple framework for state-of-the-art NLP.,14,False,flair,conda-forge/python-flair,['pytorch'],,,2020-07-28 19:00:35.095,2025-04-22 14:57:32.879000,,,,,,,,,,,,51112.0,14.0,4189.0,4189.0,https://pypi.org/project/flair,50255.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,63438.0,2.0,,,,,,,,,,,,,,,,,,
169,Sumy,miso-belica/sumy,nlp,,{},34.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728000,,,,,,,,,,,,112825.0,4.0,4363.0,4363.0,https://pypi.org/project/sumy,112540.0,https://anaconda.org/conda-forge/sumy,2025-04-22 14:57:55.728,18015.0,2.0,,,,,,,,,,,,,,,,,,
170,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409000,,,,,,,,,,,,1978461.0,14.0,9001.0,9001.0,https://pypi.org/project/textdistance,1959594.0,https://anaconda.org/conda-forge/textdistance,2025-04-22 14:56:50.409,1320715.0,2.0,,,,,,,,,,,,,,,,,,
171,torchvision,pytorch/vision,image,,{},693.0,Image and video datasets and models for torch deep learning.,14,False,torchvision,conda-forge/torchvision,['pytorch'],,,2021-03-09 23:13:43.284,2026-08-24 17:58:00.745000,,,,,,,,,,,,15982559.0,32.0,24.0,24.0,https://pypi.org/project/torchvision,15898874.0,https://anaconda.org/conda-forge/torchvision,2026-08-24 17:58:00.745,5523266.0,2.0,,,,,,,,,,,,,,,,,,
172,sahi,obss/sahi,image,,{},80.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,2021-10-08 17:03:02.074,2026-08-18 02:17:21.223000,,,,,,,,,,,,145664.0,75.0,1988.0,1988.0,https://pypi.org/project/sahi,142828.0,https://anaconda.org/conda-forge/sahi,2026-08-18 02:17:21.223,167361.0,2.0,,,,,,,,,,,,,,,,,,
173,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,14,False,mahotas,conda-forge/mahotas,,,,2020-06-12 13:41:17.109,2026-09-23 23:41:24.477000,,,,,,,,,,,,66142.0,15.0,1595.0,1595.0,https://pypi.org/project/mahotas,48138.0,https://anaconda.org/conda-forge/mahotas,2026-09-23 23:41:24.477,1350342.0,2.0,,,,,,,,,,,,,,,,,,
174,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,['paddle'],,,,,,,,,,,,,,,,1256540.0,,7130.0,7130.0,https://pypi.org/project/paddleocr,1256540.0,,,,2.0,,,,,,,,,,,,,,,,,,
