,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
132,Submit it,facebookincubator/submitit,distributed-ml,,{},29.0,Python 3.6+ toolbox for submitting jobs to Slurm.,15,False,submitit,conda-forge/submitit,,,,5126.0,5126.0,https://pypi.org/project/submitit,1614629.0,1615715.0,https://anaconda.org/conda-forge/submitit,2020-08-26 15:42:24.203,2025-12-18 14:08:10.664,2025-12-18 14:08:10.664000,77164.0,12.0,,,,,,2.0,,,,,,,,,,,
133,StatsForecast,Nixtla/statsforecast,time-series-data,,{},66.0,Time series forecasting suite using statistical models.,15,False,statsforecast,conda-forge/statsforecast,,,,2209.0,2209.0,https://pypi.org/project/statsforecast,1800706.0,1806523.0,https://anaconda.org/conda-forge/statsforecast,2022-03-04 23:51:03.641,2026-07-16 21:01:59.106,2026-07-16 21:01:59.106000,302521.0,37.0,,,,,,1.0,,,,,,,,,,,
134,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",15,False,gluonts,anaconda/gluonts,,,['pytorch'],1675.0,1675.0,https://pypi.org/project/gluonts,8482516.0,8482596.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:05.194,2025-12-17 11:42:34.161,2025-12-17 11:42:34.161000,4615.0,6.0,,,,,,1.0,,,,,,,,,,,
135,Annoy,spotify/annoy,nn-search,,{},90.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,15,False,annoy,conda-forge/python-annoy,,,,5607.0,5607.0,https://pypi.org/project/annoy,1166324.0,1189242.0,https://anaconda.org/conda-forge/python-annoy,2020-09-18 19:43:51.472,2025-09-01 16:14:20.560,2025-09-01 16:14:20.560000,1604278.0,22.0,,,,,,2.0,,,,,,,,,,,
136,hnswlib,nmslib/hnswlib,nn-search,,{},75.0,"Python bindings for Hnswlib, a fast approximate nearest neighbor search package.",15,False,hnswlib,conda-forge/hnswlib,,,,8833.0,8833.0,https://pypi.org/project/hnswlib,553904.0,561249.0,https://anaconda.org/conda-forge/hnswlib,2020-12-23 06:04:48.389,2025-08-30 15:22:17.304,2025-08-30 15:22:17.304000,492126.0,6.0,,,,,,2.0,,,,,,,,,,,
137,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,,,['pytorch'],3447.0,3447.0,https://pypi.org/project/gpytorch,1007719.0,1011476.0,https://anaconda.org/conda-forge/gpytorch,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640,2026-02-28 20:41:43.640000,278042.0,26.0,,,,,,1.0,,,,,,,,,,,
138,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3964.0,3964.0,https://pypi.org/project/hmmlearn,1224118.0,1231615.0,https://anaconda.org/conda-forge/hmmlearn,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310,2025-09-10 16:53:48.310000,524848.0,12.0,,,,,,1.0,,,,,,,,,,,
139,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",15,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],3220.0,3220.0,https://pypi.org/project/pytorch-metric-learning,3554061.0,3554238.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582,2025-03-25 16:28:35.582000,13856.0,54.0,,,,,,1.0,,,,,,,,,,,
140,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5948.0,5948.0,https://pypi.org/project/torchdiffeq,1022484.0,1022876.0,https://anaconda.org/conda-forge/torchdiffeq,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759,2025-04-22 14:57:25.759000,29037.0,4.0,,,,,,1.0,,,,,,,,,,,
141,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13864.0,13864.0,https://pypi.org/project/scikit-learn-intelex,162991.0,175269.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,773548.0,31.0,,,,,,2.0,,,,,,,,,,,
142,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},490.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],15974.0,15974.0,https://pypi.org/project/deepspeed,1224751.0,1224751.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,26894.0,2.0,,,,,,,,,,,
143,Catboost,catboost/catboost,ml-frameworks,,{},1410.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,20.0,20.0,https://pypi.org/project/catboost,5931938.0,5971350.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2680037.0,71.0,,,,,,2.0,,,,,,,,,,,
144,PySpark,apache/spark,ml-frameworks,,{},3536.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,49772546.0,49839503.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4887898.0,43.0,,,,,,2.0,,,,,,stable/spark,,,,,
145,skorch,skorch-dev/skorch,ml-frameworks,,{},72.0,A scikit-learn compatible neural network library that wraps pytorch.,14,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1805.0,1805.0,https://pypi.org/project/skorch,137113.0,149159.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,843242.0,18.0,,,,,,2.0,,,,,,,,,,,
146,Sumy,miso-belica/sumy,nlp,,{},33.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4351.0,4351.0,https://pypi.org/project/sumy,167156.0,167438.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17228.0,4.0,,,,,,2.0,,,,,,,,,,,
147,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,8980.0,8980.0,https://pypi.org/project/textdistance,2480125.0,2497919.0,https://anaconda.org/conda-forge/textdistance,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409,2025-04-22 14:56:50.409000,1210018.0,14.0,,,,,,2.0,,,,,,,,,,,
148,autogen,microsoft/autogen,agents,,{},534.0,,14,False,autogen-agentchat,,,,,4533.0,4533.0,https://pypi.org/project/autogen-agentchat,1022137.0,1022137.0,,,,,,,,,,,,3.0,,,,,,,,,,,
149,sahi,obss/sahi,image,,{},78.0,A vision library for performing sliced inference on large images/small objects.,14,False,sahi,conda-forge/sahi,,,,1978.0,1978.0,https://pypi.org/project/sahi,270617.0,273346.0,https://anaconda.org/conda-forge/sahi,2021-10-08 17:03:02.074,2026-07-22 15:52:26.111,2026-07-22 15:52:26.111000,155576.0,72.0,,,,,,2.0,,,,,,,,,,,
150,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,,['pytorch'],2640.0,2640.0,https://pypi.org/project/detectron2,,14969.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1077800.0,9.0,,,,,,2.0,,,,,,,,,,,
151,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,,['pytorch'],4125.0,4125.0,https://pypi.org/project/mmdet,583189.0,583189.0,,,,,,,,,,,,2.0,,,,,,,,,,,
152,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,,['paddle'],6943.0,6943.0,https://pypi.org/project/paddleocr,3022529.0,3022529.0,,,,,,,,,,,,2.0,,,,,,,,,,,
153,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,1453.0,1453.0,https://pypi.org/project/tesserocr,545838.0,550926.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,366372.0,6.0,,,,,,2.0,,,,,,,,,,,
154,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,14,False,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1538.0,1538.0,https://pypi.org/project/dtale,67099.0,74982.0,https://anaconda.org/conda-forge/dtale,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846,2026-04-01 13:43:46.846000,583392.0,160.0,,,,,,2.0,LGPL-2.1,,,,,,,,,,
155,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,14,False,lime,conda-forge/lime,,,,9830.0,9830.0,https://pypi.org/project/lime,406965.0,412368.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,394482.0,11.0,,,,,,1.0,,,,,-1.0,,,,,,
156,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,14,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6598.0,6598.0,https://pypi.org/project/scikit-plot,498166.0,503520.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,578301.0,6.0,,,,,,1.0,,,,,,,,,,,
157,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7509.0,7509.0,https://pypi.org/project/pyldavis,86371.0,88132.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,112716.0,7.0,,,,,,1.0,,,,,,,,,,,
158,dtreeviz,parrt/dtreeviz,interpretability,,{},29.0,A python library for decision tree visualization and model interpretation.,14,False,dtreeviz,conda-forge/dtreeviz,,,,1631.0,1631.0,https://pypi.org/project/dtreeviz,79845.0,81903.0,https://anaconda.org/conda-forge/dtreeviz,2020-11-11 13:07:21.019,2026-07-23 07:45:21.686,2026-07-23 07:45:21.686000,139964.0,22.0,,,,,,1.0,,,,,,,,,,,
159,Captum,pytorch/captum,interpretability,,{},145.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,,['pytorch'],3721.0,3721.0,https://pypi.org/project/captum,526735.0,529890.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,173539.0,5.0,,,,,,1.0,,,,,,,,,,,
160,arch,bashtage/arch,financial-data,,{},40.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,14,False,arch,conda-forge/arch-py,,,,3810.0,3810.0,https://pypi.org/project/arch,996637.0,1007787.0,https://anaconda.org/conda-forge/arch-py,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450,2025-10-21 13:02:21.450000,813953.0,23.0,,,,,,2.0,,,,,,,,,,,
161,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6267.0,6267.0,https://pypi.org/project/keras-tuner,170236.0,171608.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,80967.0,16.0,,,,,,2.0,,,,,,,,,,,
162,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,14,False,nevergrad,conda-forge/nevergrad,,,,1248.0,1248.0,https://pypi.org/project/nevergrad,455940.0,456962.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,75661.0,15.0,,,,,,2.0,,,,,,,,,,,
163,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},173.0,,14,False,stable-baselines3,,,,,10473.0,10473.0,https://pypi.org/project/stable-baselines3,1363384.0,1363384.0,,,,,,,,,,,,1.0,,,,,,,,,,,
164,DIPY,dipy/dipy,medical-data,,{},204.0,Diffusion MR Imaging in Python.,14,False,dipy,conda-forge/dipy,,,,1653.0,1653.0,https://pypi.org/project/dipy,90175.0,107939.0,https://anaconda.org/conda-forge/dipy,2020-09-15 04:04:39.951,2026-04-24 18:41:52.533,2026-04-24 18:41:52.533000,1243500.0,21.0,,,,,,2.0,,,,,,,,,,,
165,SDV,sdv-dev/SDV,tabular,,{},50.0,"Synthetic Data Generation for tabular, relational and time series data.",14,False,sdv,conda-forge/sdv,,,,912.0,912.0,https://pypi.org/project/sdv,111845.0,113650.0,https://anaconda.org/conda-forge/sdv,2021-12-01 17:23:52.352,2026-07-27 14:55:55.906,2026-07-27 14:55:55.906000,99300.0,74.0,,,,,,1.0,,,,,,,,,,,
166,tslearn,tslearn-team/tslearn,time-series-data,,{},50.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,,['sklearn'],2006.0,2006.0,https://pypi.org/project/tslearn,311512.0,339438.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2038636.0,30.0,,,,,,2.0,,,,,,,,,,,
167,implicit,benfred/implicit,recommender-systems,,{},37.0,Fast Python Collaborative Filtering for Implicit Datasets.,14,False,implicit,conda-forge/implicit,,,,2016.0,2016.0,https://pypi.org/project/implicit,330487.0,359321.0,https://anaconda.org/conda-forge/implicit,2020-09-15 03:41:22.783,2026-05-14 22:07:46.291,2026-05-14 22:07:46.291000,2018408.0,18.0,,,,,,1.0,,,,,,,,,,,
168,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,14,False,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3791.0,3791.0,https://pypi.org/project/tts,99263.0,99923.0,https://anaconda.org/conda-forge/tts,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848,2025-04-22 14:58:02.848000,37668.0,4.0,,,,,,1.0,,,,,,,,,,,
169,speechbrain,speechbrain/speechbrain,audio,,{},277.0,,14,False,speechbrain,,,,['pytorch'],4342.0,4342.0,https://pypi.org/project/speechbrain,1675345.0,1675345.0,,,,,,,,,,,,1.0,,,,,,,,,,,
170,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},358.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,425229163.0,425330603.0,https://anaconda.org/conda-forge/huggingface_hub,2021-02-12 21:11:22.751,2026-07-27 14:43:35.625,2026-07-27 14:43:35.625000,6593615.0,167.0,,,,,,2.0,,,,,,,,,,,
171,Opacus,pytorch/opacus,privacy-ml,,{},91.0,Train PyTorch models with Differential Privacy.,14,False,opacus,conda-forge/opacus,,,['pytorch'],1291.0,1291.0,https://pypi.org/project/opacus,164194.0,164864.0,https://anaconda.org/conda-forge/opacus,2022-01-11 20:35:33.574,2026-05-05 21:02:34.391,2026-05-05 21:02:34.391000,36196.0,12.0,,,,,,1.0,,,,,,,,,,,
172,gpustat,wookayin/gpustat,gpu-utilities,,{},18.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8215.0,8215.0,https://pypi.org/project/gpustat,1043494.0,1048429.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,335584.0,5.0,,,,,,2.0,,,,,,,,,,,
173,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4125.0,4125.0,https://pypi.org/project/pycuda,82457.0,104410.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1405033.0,9.0,,,,,,2.0,,,,,,,,,,,
174,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,3422.0,3422.0,https://pypi.org/project/emcee,791843.0,805350.0,https://anaconda.org/conda-forge/emcee,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732,2025-04-22 14:56:23.732000,823967.0,12.0,,,,,,2.0,,,,,,,,,,,
175,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10630.0,10630.0,https://pypi.org/project/pystan,1365491.0,1415976.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3584477.0,13.0,,,,,,2.0,,,,,,,,,,,
176,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1779.0,1779.0,https://pypi.org/project/salib,720358.0,728135.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,536673.0,16.0,,,,,,2.0,,,,,,,,,,,
177,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,3570.0,3570.0,https://pypi.org/project/pingouin,503301.0,506474.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,231633.0,30.0,,,,,,2.0,,,,,,,,,,,
178,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],1019.0,1019.0,https://pypi.org/project/scikit-survival,262075.0,268860.0,https://anaconda.org/conda-forge/scikit-survival,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854,2026-07-05 12:16:19.854000,379963.0,19.0,,,,,,2.0,,,,,,,,,,,
179,Feature Engine,feature-engine/feature_engine,others,,{},63.0,Feature engineering and selection package with Scikit-learns fit and transform functionality.,14,False,feature_engine,conda-forge/feature_engine,,,,3924.0,3924.0,https://pypi.org/project/feature_engine,315065.0,316417.0,https://anaconda.org/conda-forge/feature_engine,2020-08-06 19:43:35.639,2026-02-28 00:54:25.851,2026-02-28 00:54:25.851000,96042.0,26.0,,,,,,1.0,,,,,,,,,,,
180,PennyLane,PennyLaneAI/PennyLane,others,,{},225.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2136.0,2136.0,https://pypi.org/project/pennylane,284701.0,292542.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,439120.0,19.0,,,,,,1.0,,,,,,,,,,,
181,River,online-ml/river,others,,{},148.0,Online machine learning in Python.,14,False,river,conda-forge/river,,,,898.0,898.0,https://pypi.org/project/river,197229.0,199827.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-06-01 01:52:46.506,2026-06-01 01:52:46.506000,163675.0,8.0,,,,,,1.0,,,,,,,,,,,
182,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3209.0,3209.0,https://pypi.org/project/kmodes,542321.0,543486.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,87401.0,6.0,,,,,,1.0,,,,,,,,,,,
183,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,{},62.0,Natural Gradient Boosting for Probabilistic Prediction.,13,False,ngboost,conda-forge/ngboost,,,,305.0,305.0,https://pypi.org/project/ngboost,173102.0,174504.0,https://anaconda.org/conda-forge/ngboost,2020-07-18 02:10:27.277,2026-06-26 06:33:29.103,2026-06-26 06:33:29.103000,100960.0,34.0,,,,,,3.0,,,,,,,,,,,
184,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2088.0,2088.0,https://pypi.org/project/textacy,99386.0,102152.0,https://anaconda.org/conda-forge/textacy,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813,2025-04-22 14:56:36.813000,304365.0,12.0,,,,,,2.0,,,,,,,,,,,
185,nlpaug,makcedward/nlpaug,nlp,,{},34.0,Natrual language processing data Augmentation library.,13,False,nlpaug,conda-forge/nlpaug,,,,1892.0,1892.0,https://pypi.org/project/nlpaug,180306.0,181200.0,https://anaconda.org/conda-forge/nlpaug,2021-06-28 02:58:38.053,2025-04-22 14:57:56.135,2025-04-22 14:57:56.135000,54577.0,7.0,,,,,,2.0,,,,,,,,,,,
186,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],2420.0,2420.0,https://pypi.org/project/spacy-transformers,257070.0,260337.0,https://anaconda.org/conda-forge/spacy-transformers,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640,2026-03-24 13:10:30.640000,182952.0,22.0,,,,,,2.0,,,,,,,,,,,
187,ag2,ag2ai/ag2,agents,,{},497.0,,13,False,ag2,,,,,962.0,962.0,https://pypi.org/project/ag2,484761.0,484761.0,,,,,,,,,,,,3.0,,,,,,,,,,,
188,haystack,deepset-ai/haystack,agents,,{},408.0,,13,False,haystack-ai,,,,,1764.0,1764.0,https://pypi.org/project/haystack-ai,1007968.0,1007968.0,,,,,,,,,,,,3.0,,,,,,,,,,,
189,agno,agno-agi/agno,agents,,{},525.0,,13,False,agno,,,,,3017.0,3017.0,https://pypi.org/project/agno,2172365.0,2172365.0,,,,,,,,,,,,3.0,,,,,,,,,,,
190,deepface,serengil/deepface,image,,{},98.0,,13,False,deepface,,,,,8713.0,8713.0,https://pypi.org/project/deepface,575232.0,575232.0,,,,,,,,,,,,2.0,,,,,,,,,,,
191,mahotas,luispedro/mahotas,image,,{},35.0,Mahotas: Computer Vision Library.,13,False,mahotas,conda-forge/mahotas,,,,1589.0,1589.0,https://pypi.org/project/mahotas,55241.0,73364.0,https://anaconda.org/conda-forge/mahotas,2020-06-12 13:41:17.109,2025-10-21 21:07:30.102,2025-10-21 21:07:30.102000,1323021.0,14.0,,,,,,2.0,,,,,,,,,,,
192,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,,,['pytorch'],5666.0,5666.0,https://pypi.org/project/face_recognition,202692.0,203337.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730,2025-04-22 14:57:35.730000,45199.0,1.0,,,,,,2.0,,,,,,,,,,,
193,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,,,['mxnet'],5263.0,5263.0,https://pypi.org/project/insightface,1096240.0,1096240.0,,,,,,,,,,,,2.0,,,,,,,,,,,
194,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,{},14.0,Visualizing large time series with plotly.,13,False,plotly-resampler,conda-forge/plotly-resampler,,,,2097.0,2097.0,https://pypi.org/project/plotly-resampler,554471.0,557805.0,https://anaconda.org/conda-forge/plotly-resampler,2022-01-13 19:12:38.352,2025-10-09 21:44:53.402,2025-10-09 21:44:53.402000,180048.0,23.0,,,,,,2.0,,,,,,,,,,,
195,bqplot,bqplot/bqplot,data-viz,,{},71.0,Plotting library for Jupyter.,13,False,bqplot,conda-forge/bqplot,,,['jupyter'],65.0,65.0,https://pypi.org/project/bqplot,394729.0,442820.0,https://anaconda.org/conda-forge/bqplot,2020-05-24 11:30:38.431,2026-05-07 12:02:44.851,2026-05-07 12:02:44.851000,3376697.0,68.0,,,,,,2.0,,bqplot,https://www.npmjs.com/package/bqplot,2460.0,,,,,,,
196,pyvis,WestHealth/pyvis,data-viz,,{},32.0,,13,False,pyvis,,,,,12568.0,12568.0,https://pypi.org/project/pyvis,2228283.0,2228283.0,,,,,,,,,,,,2.0,,,,,,,,,,,
197,Perspective,finos/perspective,data-viz,,{},103.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,,,['jupyter'],213.0,213.0,https://pypi.org/project/perspective-python,33511.0,74895.0,https://anaconda.org/conda-forge/perspective,2020-06-07 15:10:08.248,2026-07-09 19:35:34.135,2026-07-09 19:35:34.135000,2959343.0,87.0,,,,,,2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,846.0,,,,,,,
198,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5688.0,5688.0,https://pypi.org/project/pyecharts,1100137.0,1100137.0,,,,,,,,,,,,2.0,,,,,,,,,,,
199,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,4256.0,4256.0,https://pypi.org/project/dgl,149208.0,149208.0,,,,,,,,,,,,2.0,,,,,,,,,,,
200,ogb,snap-stanford/ogb,graph,,{},32.0,Open Graph Benchmark.,13,False,ogb,conda-forge/ogb,,,,2787.0,2787.0,https://pypi.org/project/ogb,124150.0,125263.0,https://anaconda.org/conda-forge/ogb,2020-09-02 17:22:47.382,2025-04-22 14:57:35.121,2025-04-22 14:57:35.121000,77921.0,11.0,,,,,,2.0,,,,,,,,,,,
201,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,13,False,pysal,conda-forge/pysal,,,,1873.0,1873.0,https://pypi.org/project/pysal,103347.0,118206.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:56.727,2026-02-01 19:29:27.242,2026-02-01 19:29:27.242000,1069903.0,24.0,,,,,,3.0,,,,,,,,,,,
202,Satpy,pytroll/satpy,geospatial-data,,{},191.0,Meteorological processing package.,13,False,satpy,conda-forge/satpy,,,,207.0,207.0,https://pypi.org/project/satpy,73967.0,80150.0,https://anaconda.org/conda-forge/satpy,2020-06-10 19:56:45.218,2026-03-05 18:39:22.244,2026-03-05 18:39:22.244000,451406.0,76.0,,,,,,3.0,,,,,,,,,,,
