,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
276,mljar-supervised,mljar/mljar-supervised,hyperopt,,{},30.0,Automated Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,11,False,mljar-supervised,conda-forge/mljar-supervised,,,,175.0,175.0,https://pypi.org/project/mljar-supervised,8719.0,9886.0,https://anaconda.org/conda-forge/mljar-supervised,2021-06-09 11:24:39.196,2026-05-29 16:26:31.878,2026-05-29 16:26:31.878000,71212.0,29.0,,,,,,2.0,,,,,,,,,,,
277,knockknock,huggingface/knockknock,ml-experiments,,{},20.0,Be notified when your training is complete with only two additional lines of code.,11,False,knockknock,conda-forge/knockknock,,,,1466.0,1466.0,https://pypi.org/project/knockknock,22281.0,23600.0,https://anaconda.org/conda-forge/knockknock,2025-01-09 04:44:32.681,2025-04-22 14:57:16.064,2025-04-22 14:57:16.064000,23757.0,5.0,,,,,,3.0,,,,,,,,,,,
278,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,{},37.0,,11,False,visualdl,,,,['paddle'],3622.0,3622.0,https://pypi.org/project/visualdl,215213.0,215213.0,,,,,,,,,,,,3.0,,,,,,,,,,,
279,MedPy,loli/medpy,medical-data,,{},20.0,Medical image processing in Python.,11,False,MedPy,conda-forge/medpy,,,,2943.0,2943.0,https://pypi.org/project/MedPy,34955.0,37937.0,https://anaconda.org/conda-forge/medpy,2021-06-26 05:26:40.356,2026-04-25 10:59:35.660,2026-04-25 10:59:35.660000,181908.0,3.0,,,,,,2.0,,,,,,,,,,,
280,NIPY,nipy/nipy,medical-data,,{},70.0,Neuroimaging in Python FMRI analysis package.,11,False,nipy,conda-forge/nipy,,,,249.0,249.0,https://pypi.org/project/nipy,4606.0,23691.0,https://anaconda.org/conda-forge/nipy,2024-07-26 12:46:26.095,2025-04-22 14:56:38.480,2025-04-22 14:56:38.480000,458042.0,3.0,,,,,,2.0,,,,,,,,,,,
281,FairScale,facebookresearch/fairscale,distributed-ml,,{},77.0,PyTorch extensions for high performance and large scale training.,11,False,fairscale,conda-forge/fairscale,,,['pytorch'],,,https://pypi.org/project/fairscale,529113.0,540986.0,https://anaconda.org/conda-forge/fairscale,2021-11-07 09:02:15.377,2025-04-22 14:58:04.549,2025-04-22 14:58:04.549000,664915.0,9.0,,,,,,2.0,BSD-3-Clause,,,,,,,,,,
282,Prophet,facebook/prophet,time-series-data,,{},191.0,Automatic Forecasting Procedure.,11,False,fbprophet,conda-forge/prophet,,,,24.0,24.0,https://pypi.org/project/fbprophet,27707.0,56218.0,https://anaconda.org/conda-forge/prophet,2021-04-14 22:10:05.951,2026-06-01 20:12:55.219,2026-06-01 20:12:55.219000,1796206.0,12.0,,,,,,2.0,,,,,,,,,,,
283,tsfresh,blue-yonder/tsfresh,time-series-data,,{},103.0,Automatic extraction of relevant features from time series.,11,False,tsfresh,conda-forge/tsfresh,,,['sklearn'],24.0,24.0,https://pypi.org/project/tsfresh,363576.0,385346.0,https://anaconda.org/conda-forge/tsfresh,2020-05-13 05:51:14.110,2026-06-13 13:50:18.940,2026-06-13 13:50:18.940000,1611030.0,18.0,,,,,,2.0,,,,,,,,,,,
284,scikit-surprise,NicolasHug/Surprise,recommender-systems,,{},46.0,A Python scikit for building and analyzing recommender systems.,11,False,scikit-surprise,conda-forge/scikit-surprise,,,,24.0,24.0,https://pypi.org/project/scikit-surprise,117847.0,128878.0,https://anaconda.org/conda-forge/scikit-surprise,2020-07-19 15:23:16.043,2026-06-02 08:01:57.981,2026-06-02 08:01:57.981000,794283.0,10.0,,,,,,2.0,,,,,,,,,,,
285,audiomentations,iver56/audiomentations,audio,,{},34.0,,11,False,audiomentations,,,,,916.0,916.0,https://pypi.org/project/audiomentations,196742.0,196742.0,,,,,,,,,,,,2.0,,,,,,,,,,,
286,DeepSpeech,mozilla/DeepSpeech,audio,,{},163.0,A library for running inference on a DeepSpeech model.,11,False,deepspeech,conda-forge/deepspeech,,,['tensorflow'],547.0,547.0,https://pypi.org/project/deepspeech,16255.0,16333.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:01.146,2025-04-22 14:57:58.207,2025-04-22 14:57:58.207000,4710.0,1.0,,,,,,2.0,,,,,,,,,,,
287,tensorflow-probability,tensorflow/probability,probabilistics,,{},512.0,TensorFlow Probability is a library for probabilistic reasoning and statistical analysis in TensorFlow.,11,False,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],5.0,5.0,https://pypi.org/project/tensorflow-probability,1178294.0,1181860.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-02-10 20:08:37.772,2025-11-05 10:36:05.008,2025-11-05 10:36:05.008000,231829.0,20.0,,,,,,3.0,,,,,,,,,,,
288,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,{},145.0,Toolbox for adversarial machine learning.,11,False,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,818.0,818.0,https://pypi.org/project/adversarial-robustness-toolbox,19750.0,21209.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2020-07-24 16:49:13.769,2025-07-07 22:05:57.819,2025-07-07 22:05:57.819000,105048.0,37.0,,,,,,2.0,,,,,,,,,,,
289,Foolbox,bethgelab/foolbox,adversarial,,{},35.0,"Foolbox Native is an adversarial attacks library that works natively with PyTorch, TensorFlow and JAX.",11,False,foolbox,conda-forge/foolbox,,,,778.0,778.0,https://pypi.org/project/foolbox,14923.0,15237.0,https://anaconda.org/conda-forge/foolbox,2020-07-06 12:59:52.009,2025-04-22 14:57:29.383,2025-04-22 14:57:29.383000,22673.0,5.0,,,,,,2.0,,,,,,,,,,,
290,TFX,tensorflow/tfx,tensorflow-utils,,{},199.0,,11,False,tfx,,,,['tensorflow'],1865.0,1865.0,https://pypi.org/project/tfx,20016.0,20016.0,,,,,,,,,,,,2.0,,,,,,,,,,,
291,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,{},28.0,,11,False,scikit-multilearn,,,,['sklearn'],2211.0,2211.0,https://pypi.org/project/scikit-multilearn,61173.0,61173.0,,,,,,,,,,,,2.0,,,,,,,,,,,
292,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,{},90.0,Python module to balance data set using under- and over-sampling.,11,False,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],,,https://pypi.org/project/imbalanced-learn,12865596.0,12877317.0,https://anaconda.org/conda-forge/imbalanced-learn,2020-06-09 15:38:02.306,2026-06-07 21:56:18.335,2026-06-07 21:56:18.335000,855638.0,27.0,,,,,,2.0,,,,,,,,,,,
293,metricflow,transform-data/metricflow,others,,{},56.0,,11,False,metricflow,,,,,100.0,100.0,https://pypi.org/project/metricflow,3775008.0,3775008.0,,,,,,,,,,,,2.0,,,,,,,,,,,
294,carla,carla-simulator/carla,others,,{},203.0,,11,False,carla,,,,,1127.0,1127.0,https://pypi.org/project/carla,20497.0,20497.0,,,,,,,,,,,,2.0,,,,,,,,,,,
295,minisom,JustGlowing/minisom,others,,{},32.0,,11,False,minisom,,,,,935.0,935.0,https://pypi.org/project/minisom,43211.0,43211.0,,,,,,,,,,,,2.0,CC-BY-3.0,,,,,,,,,,
296,Geomstats,geomstats/geomstats,ml-frameworks,,{},100.0,Geometric statistics on manifolds.,10,False,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,162.0,162.0,https://pypi.org/project/geomstats,14259.0,14486.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165,2025-04-22 14:58:18.165000,11139.0,4.0,,,,,,3.0,,,,,,,,,,,
297,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},341.0,Vowpal Wabbit Python package.,10,False,vowpalwabbit,conda-forge/vowpalwabbit,,,,2.0,2.0,https://pypi.org/project/vowpalwabbit,33192.0,40611.0,https://anaconda.org/conda-forge/vowpalwabbit,2020-10-06 12:47:15.817,2025-04-22 14:57:07.942,2025-04-22 14:57:07.942000,511950.0,15.0,,,,,,3.0,BSD-3-Clause,,,,,,,,,,
298,PyFlink,apache/flink,ml-frameworks,,{},2119.0,Apache Flink Python API.,10,False,apache-flink,,,,,24.0,24.0,https://pypi.org/project/apache-flink,183344.0,183344.0,,,,,,,,,,,,3.0,,,,,,,,,,,
299,SciSpacy,allenai/scispacy,nlp,,{},40.0,,10,False,scispacy,,,,,1376.0,1376.0,https://pypi.org/project/scispacy,59411.0,59411.0,,,,,,,,,,,,3.0,,,,,,,,,,,
300,scattertext,JasonKessler/scattertext,nlp,,{},14.0,Beautiful visualizations of how language differs among document types.,10,False,scattertext,conda-forge/scattertext,,,,670.0,670.0,https://pypi.org/project/scattertext,8418.0,10655.0,https://anaconda.org/conda-forge/scattertext,2017-08-25 05:29:58.550,2025-04-22 14:56:39.793,2025-04-22 14:56:39.793000,239446.0,18.0,,,,,,3.0,,,,,,,,,,,
301,OpenNMT,OpenNMT/OpenNMT-py,nlp,,{},191.0,,10,False,OpenNMT-py,,,,['pytorch'],356.0,356.0,https://pypi.org/project/OpenNMT-py,15764.0,15764.0,,,,,,,,,,,,3.0,,,,,,,,,,,
302,YouTokenToMe,vkcom/youtokentome,nlp,,{},8.0,Unsupervised text tokenizer focused on computational efficiency.,10,False,youtokentome,conda-forge/youtokentome,,,,840.0,840.0,https://pypi.org/project/youtokentome,44102.0,46570.0,https://anaconda.org/conda-forge/youtokentome,2021-09-07 10:34:42.701,2025-10-27 19:11:49.313,2025-10-27 19:11:49.313000,143201.0,4.0,,,,,,3.0,,,,,,,,,,,
303,NeMo,NVIDIA/NeMo,nlp,,{},497.0,,10,False,nemo-toolkit,,,,['pytorch'],24.0,24.0,https://pypi.org/project/nemo-toolkit,1456368.0,1456368.0,,,,,,,,,,,,3.0,,,,,,,,,,,
304,PyTextRank,DerwenAI/pytextrank,nlp,,{},19.0,,10,False,pytextrank,,,,,916.0,916.0,https://pypi.org/project/pytextrank,110825.0,110825.0,,,,,,,,,,,,3.0,,,,,,,,,,,
305,imageai,OlafenwaMoses/ImageAI,image,,{},19.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,10,False,imageai,conda-forge/imageai,,,,1807.0,1807.0,https://pypi.org/project/imageai,3385.0,3547.0,https://anaconda.org/conda-forge/imageai,2020-07-24 17:05:55.052,2025-04-22 14:57:32.711,2025-04-22 14:57:32.711000,11707.0,2.0,,,,,,3.0,,,,,,,,,,,
306,Norfair,tryolabs/norfair,image,,{},32.0,,10,False,norfair,,,,,368.0,368.0,https://pypi.org/project/norfair,118720.0,118720.0,,,,,,,,,,,,3.0,,,,,,,,,,,
307,lightly,lightly-ai/lightly,image,,{},88.0,,10,False,lightly,,,,['pytorch'],641.0,641.0,https://pypi.org/project/lightly,156273.0,156273.0,,,,,,,,,,,,3.0,,,,,,,,,,,
308,Tesseract,madmaze/pytesseract,ocr,,{},47.0,Python-tesseract is an optical character recognition (OCR) tool for python.,10,False,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,23656700.0,23667509.0,https://anaconda.org/conda-forge/pytesseract,2020-07-25 19:44:39.224,2025-04-22 14:57:07.821,2025-04-22 14:57:07.821000,778274.0,17.0,,,,,,3.0,,,,,,,,,,,
309,keras-ocr,faustomorales/keras-ocr,ocr,,{},19.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,10,False,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],718.0,718.0,https://pypi.org/project/keras-ocr,114746.0,114753.0,https://anaconda.org/anaconda/keras-ocr,2020-11-13 22:43:29.643,2025-04-22 15:32:32.089,2025-04-22 15:32:32.089000,496.0,1.0,,,,,,3.0,,,,,,,,,,,
310,lets-plot,JetBrains/lets-plot,data-viz,,{},23.0,,10,False,lets-plot,,,,,211.0,211.0,https://pypi.org/project/lets-plot,73485.0,73485.0,,,,,,,,,,,,3.0,,,,,,,,,,,
311,UMAP,lmcinnes/umap,data-viz,,{},148.0,Uniform Manifold Approximation and Projection.,10,False,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,7190283.0,7242969.0,https://anaconda.org/conda-forge/umap-learn,2020-06-05 04:42:03.905,2026-04-09 00:32:16.119,2026-04-09 00:32:16.119000,3846140.0,31.0,,,,,,3.0,,,,,,,,,,,
312,PyWaffle,gyli/PyWaffle,data-viz,,{},6.0,A FigureClass of Matplotlib to make waffle chart.,10,False,pywaffle,conda-forge/pywaffle,,,,562.0,562.0,https://pypi.org/project/pywaffle,16770.0,17076.0,https://anaconda.org/conda-forge/pywaffle,2020-10-03 02:41:37.247,2025-04-22 14:56:58.537,2025-04-22 14:56:58.537000,21181.0,5.0,,,,,,3.0,,,,,,,,,,,
313,causalml,uber/causalml,interpretability,,{},82.0,,10,False,causalml,,,,,334.0,334.0,https://pypi.org/project/causalml,134661.0,134661.0,,,,,,,,,,,,2.0,,,,,,,,,,,
314,fairlearn,fairlearn/fairlearn,interpretability,,{},122.0,Simple and easy fairness assessment and unfairness mitigation.,10,False,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,197795.0,198792.0,https://anaconda.org/conda-forge/fairlearn,2020-11-11 16:56:32.994,2026-06-08 10:56:38.371,2026-06-08 10:56:38.371000,67821.0,16.0,,,,,,2.0,,,,,,,,,,,
315,Alibi,SeldonIO/alibi,interpretability,,{},25.0,,10,False,alibi,,,,,857.0,857.0,https://pypi.org/project/alibi,20537.0,20537.0,,,,,,,,,,,,2.0,,,,,,,,,,,
316,Karate Club,benedekrozemberczki/karateclub,graph,,{},20.0,"A general purpose library for community detection, network embedding, and graph mining research.",10,False,karateclub,conda-forge/karateclub,,,,336.0,336.0,https://pypi.org/project/karateclub,7944.0,8526.0,https://anaconda.org/conda-forge/karateclub,2020-07-28 15:27:56.544,2025-04-22 14:57:32.844,2025-04-22 14:57:32.844000,41927.0,12.0,,,,,,2.0,,,,,,,,,,,
317,Alphalens,quantopian/alphalens,financial-data,,{},26.0,Performance analysis of predictive (alpha) stock factors.,10,False,alphalens,conda-forge/alphalens,,,,761.0,761.0,https://pypi.org/project/alphalens,1359.0,1701.0,https://anaconda.org/conda-forge/alphalens,2018-02-16 18:31:40.483,2025-04-22 14:56:47.205,2025-04-22 14:56:47.205000,34624.0,3.0,,,,,,3.0,,,,,,,,,,,
318,stockstats,jealous/stockstats,financial-data,,{},12.0,,10,False,stockstats,,,,,1435.0,1435.0,https://pypi.org/project/stockstats,215475.0,215475.0,,,,,,,,,,,,3.0,,,,,,,,,,,
319,AutoKeras,keras-team/autokeras,hyperopt,,{},148.0,,10,False,autokeras,,,,['tensorflow'],942.0,942.0,https://pypi.org/project/autokeras,13937.0,13937.0,,,,,,,,,,,,3.0,,,,,,,,,,,
320,auto-sklearn,automl/auto-sklearn,hyperopt,,{},89.0,Automated machine learning.,10,False,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],769.0,769.0,https://pypi.org/project/auto-sklearn,5979.0,6652.0,https://anaconda.org/conda-forge/auto-sklearn,2021-04-05 18:05:48.879,2025-04-22 14:57:49.654,2025-04-22 14:57:49.654000,42447.0,11.0,,,,,,3.0,,,,,,,,,,,
321,Catalyst,catalyst-team/catalyst,ml-experiments,,{},104.0,,10,False,catalyst,,,,['pytorch'],1299.0,1299.0,https://pypi.org/project/catalyst,19100.0,19100.0,,,,,,,,,,,,3.0,,,,,,,,,,,
322,RLax,deepmind/rlax,reinforcement-learning,,{},24.0,,10,False,rlax,,,,['jax'],444.0,444.0,https://pypi.org/project/rlax,61416.0,61416.0,,,,,,,,,,,,2.0,,,,,,,,,,,
323,Acme,deepmind/acme,reinforcement-learning,,{},91.0,A Python library for Reinforcement Learning.,10,False,dm-acme,conda-forge/dm-acme,,,['tensorflow'],318.0,318.0,https://pypi.org/project/dm-acme,1685.0,1938.0,https://anaconda.org/conda-forge/dm-acme,2020-11-19 20:50:22.810,2025-04-22 14:57:40.447,2025-04-22 14:57:40.447000,17236.0,5.0,,,,,,2.0,,,,,,,,,,,
324,petastorm,uber/petastorm,distributed-ml,,{},52.0,,10,False,petastorm,,,,,418.0,418.0,https://pypi.org/project/petastorm,193167.0,193167.0,,,,,,,,,,,,2.0,,,,,,,,,,,
325,Darts,unit8co/darts,time-series-data,,{},163.0,A python library for user-friendly forecasting and anomaly detection on time series.,10,False,u8darts,conda-forge/u8darts-all,unit8/darts,,,,,https://pypi.org/project/u8darts,118101.0,120141.0,https://anaconda.org/conda-forge/u8darts-all,2021-07-30 09:48:56.369,2026-07-20 14:21:54.140,2026-07-20 14:21:54.140000,118826.0,47.0,https://hub.docker.com/r/unit8/darts,2026-07-20 10:26:36.528437,,,3621.0,2.0,,,,,,,,,,,
326,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,{},32.0,,10,False,skforecast,,,,['sklearn'],504.0,504.0,https://pypi.org/project/skforecast,118204.0,118204.0,,,,,,,,,,,,2.0,,,,,,,,,,,
327,chroma,chroma-core/chroma,nn-search,,{},190.0,,10,False,chromadb,,,,,4.0,4.0,https://pypi.org/project/chromadb,12805227.0,12805227.0,,,,,,,,,,,,3.0,,,,,,,,,,,
328,torchrec,pytorch/torchrec,recommender-systems,,{},488.0,,10,False,torchrec,,,,,276.0,276.0,https://pypi.org/project/torchrec,18608.0,18608.0,,,,,,,,,,,,2.0,,,,,,,,,,,
329,librosa,librosa/librosa,audio,,{},139.0,Python module for audio and music processing.,10,False,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,9497292.0,9521815.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:16.474,2025-04-22 14:56:25.574,2025-04-22 14:56:25.574000,1765724.0,23.0,,,,,,3.0,,,,,,,,,,,
330,espnet,espnet/espnet,audio,,{},557.0,,10,False,espnet,,,,,503.0,503.0,https://pypi.org/project/espnet,24353.0,24353.0,,,,,,,,,,,,3.0,,,,,,,,,,,
331,python_speech_features,jameslyons/python_speech_features,audio,,{},19.0,,10,False,python_speech_features,,,,,1122.0,1122.0,https://pypi.org/project/python_speech_features,144448.0,144448.0,,,,,,,,,,,,3.0,,,,,,,,,,,
332,Pyro,pyro-ppl/pyro,probabilistics,,{},163.0,A Python library for probabilistic modeling and inference.,10,False,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,1095516.0,1101052.0,https://anaconda.org/conda-forge/pyro-ppl,2021-03-05 15:30:58.525,2025-04-22 14:57:47.967,2025-04-22 14:57:47.967000,354333.0,11.0,,,,,,3.0,,,,,,,,,,,
333,CleverHans,cleverhans-lab/cleverhans,adversarial,,{},131.0,"This repository contains the source code for CleverHans, a Python library to benchmark machine learning systems..",10,False,cleverhans,conda-forge/cleverhans,,,['tensorflow'],841.0,841.0,https://pypi.org/project/cleverhans,1180.0,1370.0,https://anaconda.org/conda-forge/cleverhans,2020-06-24 23:14:07.928,2025-04-22 14:57:28.932,2025-04-22 14:57:28.932000,13925.0,3.0,,,,,,3.0,,,,,,,,,,,
334,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,{},87.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes.,10,False,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],323.0,323.0,https://pypi.org/project/lightning-flash,1148.0,1837.0,https://anaconda.org/conda-forge/lightning-flash,2021-08-24 20:02:16.116,2025-04-22 14:57:59.303,2025-04-22 14:57:59.303000,40653.0,14.0,,,,,,2.0,,,,,,,,,,,
335,detecto,alankbi/detecto,pytorch-utils,,{},12.0,Build fully-functioning computer vision models with PyTorch.,10,False,detecto,conda-forge/detecto,,,['pytorch'],196.0,196.0,https://pypi.org/project/detecto,11438.0,11598.0,https://anaconda.org/conda-forge/detecto,2021-06-09 14:10:48.390,2025-04-22 14:57:54.494,2025-04-22 14:57:54.494000,9786.0,2.0,,,,,,2.0,,,,,,,,,,,
336,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,{},25.0,Python implementations of metric learning algorithms.,10,False,metric-learn,conda-forge/metric-learn,,,['sklearn'],506.0,506.0,https://pypi.org/project/metric-learn,5679.0,5969.0,https://anaconda.org/conda-forge/metric-learn,2020-07-01 11:28:55.023,2025-04-22 14:57:23.763,2025-04-22 14:57:23.763000,20923.0,4.0,,,,,,3.0,,,,,,,,,,,
337,alibi-detect,SeldonIO/alibi-detect,others,,{},28.0,,10,False,alibi-detect,,,,,647.0,647.0,https://pypi.org/project/alibi-detect,80986.0,80986.0,,,,,,,,,,,,3.0,,,,,,,,,,,
338,BioPandas,rasbt/biopandas,others,,{},18.0,Molecular Structures in Pandas DataFrames.,10,False,biopandas,conda-forge/biopandas,,,['pandas'],411.0,411.0,https://pypi.org/project/biopandas,33738.0,39162.0,https://anaconda.org/conda-forge/biopandas,2020-08-04 11:39:32.572,2025-04-22 14:56:30.745,2025-04-22 14:56:30.745000,385154.0,12.0,,,,,,3.0,,,,,,,,,,,
339,gplearn,trevorstephens/gplearn,others,,{},13.0,"gplearn implements Genetic Programming in Python, with a scikit-learn inspired and compatible API.",10,False,gplearn,conda-forge/gplearn,,,['sklearn'],745.0,745.0,https://pypi.org/project/gplearn,47685.0,47873.0,https://anaconda.org/conda-forge/gplearn,2020-06-18 15:08:16.907,2026-01-07 23:59:23.701,2026-01-07 23:59:23.701000,13749.0,3.0,,,,,,3.0,,,,,,,,,,,
340,Jina,jina-ai/jina,ml-frameworks,,{},185.0,Build cross-modal and multi-modal applications on the cloud.,9,False,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,28664.0,64128.0,https://anaconda.org/conda-forge/jina-core,2021-09-02 15:10:14.675,2025-04-22 14:57:59.713,2025-04-22 14:57:59.713000,129511.0,45.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,9.0,9.0,1927465.0,3.0,,,,,,,,,,,
341,anomalib,openvinotoolkit/anomalib,ml-frameworks,,{},121.0,,9,False,anomalib,,,,,219.0,219.0,https://pypi.org/project/anomalib,45797.0,45797.0,,,,,,,,,,,,3.0,,,,,,,,,,,
342,Aesara,aesara-devs/aesara,ml-frameworks,,{},595.0,An optimizing compiler for evaluating mathematical expressions.,9,False,aesara,conda-forge/aesara,,,,,,https://pypi.org/project/aesara,29884.0,62159.0,https://anaconda.org/conda-forge/aesara,2021-02-13 08:34:03.335,2025-04-22 14:57:46.430,2025-04-22 14:57:46.430000,2097905.0,72.0,,,,,,3.0,,,,,,,,,,,
343,Ludwig,ludwig-ai/ludwig,ml-frameworks,,{},159.0,,9,False,ludwig,,,,['tensorflow'],366.0,366.0,https://pypi.org/project/ludwig,3548.0,3548.0,,,,,,,,,,,,3.0,,,,,,,,,,,
344,mlpack,mlpack/mlpack,ml-frameworks,,{},341.0,"mlpack: a fast, header-only machine learning library.",9,False,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3126.0,9987.0,https://anaconda.org/conda-forge/mlpack,2020-06-19 07:49:40.555,2026-06-20 14:06:36.438,2026-06-20 14:06:36.438000,500878.0,17.0,,,,,,3.0,,,,,,,,,,,
345,sense2vec,explosion/sense2vec,nlp,,{},20.0,word2vec with NLP-specific tokens.,9,False,sense2vec,conda-forge/sense2vec,,,,472.0,472.0,https://pypi.org/project/sense2vec,1648.0,2977.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:11:50.060,2025-04-22 14:57:12.924,2025-04-22 14:57:12.924000,79780.0,3.0,,,,,,3.0,,,,,,,,,,,
346,adapters,Adapter-Hub/adapters,nlp,,{},18.0,,9,False,adapters,,,,['huggingface'],285.0,285.0,https://pypi.org/project/adapters,80270.0,80270.0,,,,,,,,,,,,3.0,,,,,,,,,,,
347,Augmentor,mdbloice/Augmentor,image,,{},23.0,,9,False,Augmentor,,,,,969.0,969.0,https://pypi.org/project/Augmentor,7938.0,7938.0,,,,,,,,,,,,3.0,,,,,,,,,,,
348,PaddleSeg,PaddlePaddle/PaddleSeg,image,,{},131.0,,9,False,paddleseg,,,,['paddle'],1493.0,1493.0,https://pypi.org/project/paddleseg,2069.0,2069.0,,,,,,,,,,,,3.0,,,,,,,,,,,
349,opencv-python,opencv/opencv-python,image,,{},62.0,,9,False,opencv-python,,,,,,,https://pypi.org/project/opencv-python,58359855.0,58359855.0,,,,,,,,,,,,3.0,,,,,,,,,,,
350,Image Deduplicator,idealo/imagededup,image,,{},19.0,,9,False,imagededup,,,,['tensorflow'],215.0,215.0,https://pypi.org/project/imagededup,106839.0,106839.0,,,,,,,,,,,,3.0,,,,,,,,,,,
351,Chartify,spotify/chartify,data-viz,,{},27.0,Python library to make plotting simpler for data scientists.,9,False,chartify,conda-forge/chartify,,,,86.0,86.0,https://pypi.org/project/chartify,1241.0,1733.0,https://anaconda.org/conda-forge/chartify,2018-11-26 21:34:46.186,2025-04-22 14:56:57.373,2025-04-22 14:56:57.373000,45320.0,10.0,,,,,,3.0,,,,,,,,,,,
352,PandasGUI,adamerose/pandasgui,data-viz,,{},15.0,A GUI for Pandas DataFrames.,9,False,pandasgui,conda-forge/pandasgui,,,['pandas'],533.0,533.0,https://pypi.org/project/pandasgui,2678.0,3370.0,https://anaconda.org/conda-forge/pandasgui,2021-01-27 21:17:12.748,2025-04-22 14:57:45.598,2025-04-22 14:57:45.598000,45719.0,2.0,,,,,,3.0,,,,,,,,,,,
353,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,{},113.0,A suite of visual analysis and diagnostic tools for machine learning.,9,False,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,584108.0,585692.0,https://anaconda.org/conda-forge/yellowbrick,2020-08-07 07:09:40.588,2025-04-22 14:57:33.497,2025-04-22 14:57:33.497000,112498.0,6.0,,,,,,2.0,,,,,,,,,,,
354,shapash,MAIF/shapash,interpretability,,{},49.0,,9,False,shapash,,,,['jupyter'],202.0,202.0,https://pypi.org/project/shapash,9608.0,9608.0,,,,,,,,,,,,2.0,,,,,,,,,,,
355,Deep Checks,deepchecks/deepchecks,interpretability,,{},56.0,,9,False,deepchecks,,,,,554.0,554.0,https://pypi.org/project/deepchecks,36387.0,36387.0,,,,,,,,,,,,2.0,,,,,,,,,,,
356,checklist,marcotcr/checklist,interpretability,,{},15.0,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList.,9,False,checklist,conda-forge/checklist,,,['jupyter'],384.0,384.0,https://pypi.org/project/checklist,1824.0,2004.0,https://anaconda.org/conda-forge/checklist,2021-01-12 20:24:37.883,2025-04-22 14:57:44.390,2025-04-22 14:57:44.390000,11941.0,2.0,,,,,,2.0,,,,,,,,,,,
357,aequitas,dssg/aequitas,interpretability,,{},23.0,,9,False,aequitas,,,,,210.0,210.0,https://pypi.org/project/aequitas,17966.0,17966.0,,,,,,,,,,,,2.0,,,,,,,,,,,
358,PyKEEN,pykeen/pykeen,graph,,{},44.0,,9,False,pykeen,,,,,374.0,374.0,https://pypi.org/project/pykeen,23585.0,23585.0,,,,,,,,,,,,2.0,,,,,,,,,,,
359,Spektral,danielegrattarola/spektral,graph,,{},27.0,,9,False,spektral,,,,['tensorflow'],434.0,434.0,https://pypi.org/project/spektral,13166.0,13166.0,,,,,,,,,,,,2.0,,,,,,,,,,,
